OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedforPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,EM1,,FORMER VICTORIA COTTAGE HOSPITAL EMSWORTH,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,OSGB36,474919.0,105944.0,0.16,unknown ownership,,not permissioned,,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_49953_1,,15.0,,,,15.0,No defined maximum,,,,2017-12-08,2019-02-01
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,EM2,,"GAS SITE , PALMERS ROAD",http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,OSGB36,475008.0,106111.0,0.46,not owned by a public authority,,not permissioned,,,,,15.0,,,,15.0,No defined maximum,,,,2017-12-08,2019-02-01
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,TC1,,HAVANT TOWN CENTRE HAVANT,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,OSGB36,471721.0,106597.0,40.66,mixed ownership,,not permissioned,,,,,750.0,,,,750.0,No defined maximum,,,,2017-12-08,2017-12-08
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,HB2,,PORTSMOUTH WATER HQ HAVANT,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,OSGB36,471204.0,106381.0,3.17,not owned by a public authority,yes,not permissioned,,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_2468_1,,120.0,,,,120.0,No defined maximum,,,,2017-12-08,2019-02-01
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,HB3,,LAND AT PALK ROAD HAVANT,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,OSGB36,470705.0,106450.0,0.53,not owned by a public authority,,not permissioned,,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_2499_1,,21.0,,,,21.0,No defined maximum,,,,2017-12-08,2019-02-01
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,HB8,,HAVANT GARDEN CENTRE,,,,,,not owned by a public authority,yes,not permissioned,,,,,,,,,,No defined maximum,,,,2019-02-01,2019-02-01
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,HB12,,HELMSLEY HOUSE,,,,,,not owned by a public authority,yes,,,,,,,,,,,,,,,,
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,HB70,,LAND AT FORMER OAK PARK SCHOOL HAVANT,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,OSGB36,472099.0,107106.0,2.26,unknown ownership,yes,permissioned,full planning permission,2015-12-18,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_2054_4,,99.0,"HAVANT HEALTH AND WELLBEING CAMPUS, COMPRISING AN 80 BED NURSING HOME, 51 AFFORDABLE EXTRA CARE FLATS, 48 AFFORDABLE AND MARKET SUPPORTED LIVING FLATS & COMMUNITY HUB FACILITIES",,,99.0,No defined maximum,,,,2017-12-08,2017-12-08
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,HB14,,HAVANT AND SOUTH DOWNS COLLEGE (HAVANT CAMPUS),,,,,,not owned by a public authority,,,,,,,,,,,,,,,,,
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,HY2,,"PULLINGERS, ELM GROVE",http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,OSGB36,472267.0,99701.0,0.16,not owned by a public authority,yes,not permissioned,,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_58296_1,,14.0,,,,14.0,No defined maximum,,,,2017-12-08,2017-12-08
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,HY17,,BEACHLANDS HAYLING ISLAND,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,OSGB36,471421.0,98842.0,1.92,mixed ownership,,not permissioned,,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_1478_1,,125.0,,,,125.0,No defined maximum,,,,2017-12-08,2017-12-08
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,HY16,,"THE NAB CAR PARK, SOUTHWOOD ROAD",http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,OSGB36,473931.0,98169.0,0.23,unknown ownership,,not permissioned,,,,,30.0,,,,30.0,No defined maximum,,,,2017-12-08,2017-12-08
http://opendatacommunities.org/doc/district-council/havant,Havant Borough Council,LP1,,STROUDEN COURT LEIGH PARK,http://www.havant.gov.uk/evidence-base-studies/strategic-housing-land-availability-assessment,OSGB36,470652.0,108985.0,2.15,not owned by a public authority,,not permissioned,,,https://planningpublicaccess.havant.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=PROPLPI_66411_1,,40.0,,,,40.0,No defined maximum,,,,2017-12-08,2017-12-08
