OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Fawl_001,,"Methodist Church Land Of Long Lane, Fawley",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.389601,50.839653,0.17,not owned by a public authority,yes,permissioned,full planning permission,2016-06-24,,,5,"1 two-bedroom bungalow, 4 three-bedroom houses",,,,,,http://planning.newforest.gov.uk/online-applications/,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Fawl_002,,"Site of the Former Fawley Power Station, Fawley",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.329304,50.819675,49.0,not owned by a public authority,,not permissioned,,,,,1380,Around 1380 dwellings,Mixed employment/maritime/commercial/civic uses,,,,,http://www.newforest.gov.uk/CHttpHandler.ashx?id=36579&p=0,Proposed Strategic Site Allocation (SS.4) in the Local Plan Review 2016-2036 Part 1: Planning Strategy,2017-12-31,2018-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Fording_001,,"Unit B Fordingbridge Business Park Ashford Road, Fordingbridge",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.806759,50.928607,0.15,not owned by a public authority,yes,permissioned,other,2016-04-06,,,5,5 one-bedroom flats,,,,,,http://planning.newforest.gov.uk/online-applications/,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Fording_002,,"Ashford Works, Fordingbridge",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.806299,50.927304,0.35,not owned by a public authority,,not permissioned,,,,,10,10 dwellings/flats,,,,,,,"Small 0.35ha employment site tightly surrounded by residential on all sides. Site in very poor condition, buildings in very poor condition and would appear unlikely to attract future commercial occupiers. Some units appear vacant. Not a particularly suitable location for the light industrial uses currently present. Could accommodate around 10 dwellings",2017-12-31,2018-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Fording_003,,"Fordingbridge Club, Roundhill, Fordingbridge",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.790917,50.927596,0.1,not owned by a public authority,yes,permissioned,full planning permission,2017-07-12,,,8,"7 two-bedroom houses, 1 two-bedroom flat",Retail unit,,,,,http://planning.newforest.gov.uk/online-applications/,,2017-12-31 00:00:00,2017-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Hythe_001,,"2 South Street, Hythe",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.397012,50.868033,0.27,not owned by a public authority,,permissioned,full planning permission,2018-10-18,,,7,"Conversion of existing building to 9 flats, loss of 2 existing flats",,,,,,http://planning.newforest.gov.uk/online-applications/,"Site also has full planning prmission (16/11639) for a block of 36 sheltered apartments. However, it is unlikely that this scheme will be delivered. There is also an appeal lodged against the refusal of an alternative scheme of 43 sheltered apartments. It is therefore currently unknown when this site will be redeveloped and the quantum of development",2017-12-31,2018-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Hythe_002,,"Hythe & Dibden War Memorial Hospital, Beaulieu Road, Hythe",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.402987,50.858539,1.5,owned by a public authority,,permissioned,outline planning permission,2018-08-03,,,21,"7 two-bedroom houses, 3 three-bedroom houses, 2 four-bedroom houses, 3 one-bedroom flats, 6 two-bedroom flats",Community hospital,,,,,http://planning.newforest.gov.uk/online-applications/,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Hythe_003,,"Former Police Station Site, Jones Lane, Hythe",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.40172,50.871474,0.4,owned by a public authority,,not permissioned,,,,,20,20 flats,,,,,,,"Police station building is vacant and not in use. Police services have already relocated from this site to Hardley. 0.4ha site with extensive mature treed frontage, adjacent to Conservation Area. Potential capacity for 20 flats",2017-12-31 00:00:00,2018-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_001,,"Solent Works, North Close, Lymington",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.54103,50.761644,0.34,not owned by a public authority,yes,permissioned,full planning permission,2017-01-20,,,40,"27 one-bedroom flats, 14 two-bedroom flats. Demolition of existing dwelling.",,,,,,http://planning.newforest.gov.uk/online-applications/,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_002,,"Lymington Garage, High Street, Lymington",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.540818,50.758069,0.1,not owned by a public authority,,not permissioned,,,,,10,10 flats,Retail,,,,,,"An application (16/10754 and 17/10359) for 17 retirement flats and a retail unit was dismissed on appeal for design reasons and the impact on the Lymington Conservation Area / Burgage Plots.  In principle residential–led development is acceptable in this location. Subject to appropriate and sensitive design, the site would be suitable for 10 flats",2017-12-31,2018-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_003,,"Fox Pond Dairy Depot and Garage, Milford Road, Lymington",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.557319,50.749622,0.4,not owned by a public authority,,not permissioned,,,,,14,"Site allocated for around 14 dwellings, with commercial uses on the ground floor along Milford
Road",Commercial uses,,,,,http://www.newforest.gov.uk/article/14189,Adopted Local Plan Allocation LYM5,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_004,,"Buckland Granaries, Sway Road, Lymington",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.557021,50.767402,0.6,not owned by a public authority,yes,permissioned,full planning permission,2018-01-25,,,11,"4 three-bedroom houses, 8 four-bedroom houses, demolition of existing dwelling. ",,,,,,http://planning.newforest.gov.uk/online-applications/,,2017-12-31,2018-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_005,,"Former Police Station Site, Lymington",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.549365,50.759718,0.2,owned by a public authority,,not permissioned,,,,,15,Around 15 dwellings,,,,,,,"The site is a former police station building but the police is intending to relocate within the town so the service would continue to be provided in an equally accessible location. Suitable for residential development and given its location and character of adjacent buildings, the site has potential for 15 flats",2018-12-31 00:00:00,2018-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_006,,"Jewsons Depot, Gosport Street, Lymington",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.53808,50.759774,0.2,not owned by a public authority,,not permissioned,,,,,15,Around 15 dwellings,Office Use,,,,,,This site is currently in use as a builder’s merchant but the occupier is interested in making the site available for residential-led redevelopment. The builder's merchant use is not appropriate for the area given its close proximity to residential properties that adjoin the site. Given its location the site has potential for high density residential-led mixed use development. The adopted Local Plan Part 2 (2014) currently identifies this site as a town centre office opportunity (LYM8.6). Other uses may be acceptable on upper floors ,2018-12-31 00:00:00,2018-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Marchw_001,,"Land between Cracknore Hard Lane and Normandy Way, Marchwood",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.441599,50.891234,0.5,owned by a public authority,,not permissioned,,,,,12,Adopted Local Plan Allocation. Capacity 12 dwellings,,,,,,http://www.newforest.gov.uk/article/14187,Adopted Local Plan Allocation MAR1,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Milf_001,,"The Coach House, 67 Keyhaven Road, Milford on Sea",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.58154,50.724577,0.15,not owned by a public authority,yes,permissioned,full planning permission,2017-02-09,,,8,8 two-bedroom flats,,,,,,http://planning.newforest.gov.uk/online-applications/,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Milf_002,,"2-4 Keyhaven Road, Milford on Sea",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.586642,50.724272,0.4,not owned by a public authority,yes,permissioned,full planning permission,2017-07-31,,,7,"4, two-bedroom detached houses, 4 two-bedroom semi-detached houses, demolition of existing dwelling.",,,,,,http://planning.newforest.gov.uk/online-applications/,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_002,,"59  Station Road, New Milton",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.654763,50.75343,0.19,not owned by a public authority,yes,permissioned,full planning permission,2016-08-11,,,10,"9 one-bedroom flats, 1 two-bedroom flat",,,,,,http://planning.newforest.gov.uk/online-applications/,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_003,,"6  Barton Common Road, New Milton",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.651121,50.738418,0.3,not owned by a public authority,yes,permissioned,full planning permission,2017-02-10,,,7,Conversion of existing detached dwelling into 8 two-bedroom flats. ,,,,,,http://planning.newforest.gov.uk/online-applications/,,2017-12-31,2017-12-31
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_004,,"Land east of Caird Avenue (NMT4), New Milton",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,WGS84,-1.64187,50.751339,2.3,not owned by a public authority,,not permissioned,,,,,48,"Adopted Local Plan allocation, estimated potential of 48 dwellings.",,,,,,http://www.newforest.gov.uk/article/14190,Adopted Local Plan Allocation NMT4. Site had a previous permission (09/95023)for 54 houses/flats. This permission has now lapsed,2017-12-31,2017-12-31
