OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/south-ribble,HO01,"""Carver Hey Farm, Moss Lane, Little Hoole""",https://www.southribble.gov.uk/content/housing-land-availability,53.706547,-2.778014,1.36,not owned by a public authority,not permissioned,,,http://publicaccess.southribble.gov.uk/online-applications/,,30,30,,Currently in use for industrial purposes,25/06/2020,25/06/2020,
http://opendatacommunities.org/id/district-council/south-ribble,1987,"""Golden Ball Hotel, 150 Liverpool Road, Longton""",https://www.southribble.gov.uk/content/housing-land-availability,53.7254,-2.7921,0.26,not owned by a public authority,permissioned,full planning permission,10/04/2018,http://publicaccess.southribble.gov.uk/online-applications/,Yes,4,4,,Erection of two pairs of semi detached three bed dwellinghouses on part of car park and the erection of a single storey extension to the rear/side of the public house - Under Construction,04/07/2019,25/06/2020,31/03/2020
http://opendatacommunities.org/id/district-council/south-ribble,2017,"""Earnshaw Business Centre, High Lane, Leyland""",https://www.southribble.gov.uk/content/housing-land-availability,53.704156,-2.7238147,0.28,not owned by a public authority,permissioned,outline planning permission,12/11/2018,http://publicaccess.southribble.gov.uk/online-applications/,yes,7,7,,Outline application for the erection of 7 houses following demolition of existing offices/workshops (all matters reserved),04/07/2019,04/07/2019,
http://opendatacommunities.org/id/district-council/south-ribble,NLH08b (NE part),"""Land at Orchard Avenue""",https://www.southribble.gov.uk/content/housing-land-availability,53.7218,-2.7405,0.26,not owned by a public authority,permissioned,full planning permission,11/01/2018,http://publicaccess.southribble.gov.uk/online-applications/,Yes,4,4,,"Erection of two pairs semi-detached dwellings including garages, following demolition of existing storage buildings - Under Construction",04/07/2019,25/06/2020,30/09/2019
http://opendatacommunities.org/id/district-council/south-ribble,BBW02,"""Land off Brownedge Road""",https://www.southribble.gov.uk/content/housing-land-availability,53.7279,-2.6695,2.7,owned by a public authority,not permissioned,,,http://publicaccess.southribble.gov.uk/online-applications/,Yes,60,60,,Planning permission does not currently exist for the residential development of the site but it could accommodate approximately 60 dwellings.  Any residential layout will have to take account of the proximity of the railway on the southern boundary of the site.  (Excerpt from Local Plan - adopted July 2015.),20/09/2017,04/07/2019,
http://opendatacommunities.org/id/district-council/south-ribble,HP01,"""Pollard's Farm, Howick Cross Lane""",https://www.southribble.gov.uk/content/housing-land-availability,53.74658,-2.761513,2.4,owned by a public authority,not permissioned,n/a,,http://publicaccess.southribble.gov.uk/online-applications/,,10,10,,Previously permissioned for 10 dwellings,20/09/2017,20/09/2017,
http://opendatacommunities.org/id/district-council/south-ribble,MS02,"""Moss Side Test Track, Aston Way/Titan Way (Phase 2)""",https://www.southribble.gov.uk/content/housing-land-availability,53.700627,-2.7276469,15.44,not owned by a public authority,permissioned,full planning permission,07/11/2019,http://publicaccess.southribble.gov.uk/online-applications/,yes,197,197,,"Hybrid planning application comprising of Full and Outline development - Environmental Impact Assessment (EIA) development
Part A FULL - Site enabling works, the development of highway and drainage infrastructure for the full application site (the proposed development site) and the provision of car park accessed off Titan Way (Phase 1) and 197 dwellings and associated internal access roads, public open space, green infrastructure, an acoustic barrier and highway infrastructure (Phase 2) 
Part B OUTLINE - for the remainder of the proposed development site for the development of between 653 and 753 new homes, up to 5,000 sqm of Use Classes B1 accommodation; up to 15,000 sqm of Use Class B2 accommodation and up to 8,000 sqm of Use B8 accommodation, local centre comprising up to 3,000 sqm of accommodation for occuption within any combination of uses within Classes A1,A2,A3, A4,A5,B1 or D1 (including health centre/clinic) (which shall not exceed 2,500 sqm of main town centre uses), a primary school and associated public open space and green infrastructure (Phases 3-5) ",20/09/2017,20/09/2017,
http://opendatacommunities.org/id/district-council/south-ribble,MS02,"""Moss Side Test Track, Aston Way/Titan Way (Phases 3 - 5)""",https://www.southribble.gov.uk/content/housing-land-availability,53.700627,-2.7276469,29.36,not owned by a public authority,permissioned,outline planning permission,07/11/2019,http://publicaccess.southribble.gov.uk/online-applications/,,753,753,,"Hybrid planning application comprising of Full and Outline development - Environmental Impact Assessment (EIA) development
Part A FULL - Site enabling works, the development of highway and drainage infrastructure for the full application site (the proposed development site) and the provision of car park accessed off Titan Way (Phase 1) and 197 dwellings and associated internal access roads, public open space, green infrastructure, an acoustic barrier and highway infrastructure (Phase 2) 
Part B OUTLINE - for the remainder of the proposed development site for the development of between 653 and 753 new homes, up to 5,000 sqm of Use Classes B1 accommodation; up to 15,000 sqm of Use Class B2 accommodation and up to 8,000 sqm of Use B8 accommodation, local centre comprising up to 3,000 sqm of accommodation for occuption within any combination of uses within Classes A1,A2,A3, A4,A5,B1 or D1 (including health centre/clinic) (which shall not exceed 2,500 sqm of main town centre uses), a primary school and associated public open space and green infrastructure (Phases 3-5) ",20/09/2017,20/09/2017,
http://opendatacommunities.org/id/district-council/south-ribble,SW13,"""Shakespeare Foundry (previously Coupe's Foundry), Kittlingborne Brow, Higher Walton (aka Shakespeare Foundry)""",https://www.southribble.gov.uk/content/housing-land-availability,53.742,-2.6454,2.3,not owned by a public authority,not permissioned,,,http://publicaccess.southribble.gov.uk/online-applications/,Yes,58,58,,Coupe's Foundry remains operational and the site comprises buildings and extensive areas of open storage.  (Excerpt from Local Plan - adopted 2015.),20/09/2017,04/07/2019,
http://opendatacommunities.org/id/district-council/south-ribble,TG05,"""Lostock Hall Primary School, Avondale Drive""",https://www.southribble.gov.uk/content/housing-land-availability,53.7255,-2.688,1.5,owned by a public authority,not permissioned,,,http://publicaccess.southribble.gov.uk/online-applications/,Yes,30,30,,Planning permission does not currently exist for the residential development of the site but it is estimated as being able to accommodate approximately 30 dwellings in the adopted Local Plan.  The development must provide for an appropriate area of on-site open space to mitigate against the loss of the school playing field.  (Excerpt from Local Plan - adopted July 2015.),20/09/2017,04/07/2019,
