OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,1,High Street RFC Club Bream,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora1&scale=1024,205743.03,360199.84,0.93,not owned by a public authority,permissioned ,outline planning permission ,2014-10-06 00:00:00,https://publicaccess.fdean.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,yes,14,25,,permission has been given for the redevelopment of rugby club and hard standing to provide for its relocation and additional 14 dwellings.  Remainder of site is suitable for redevelopment and possibly some element of conversion.  Lower part of site currently has a pending application still suitable for residential,2017-10-31,2020-02-05,
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,11,Tramway Road Ruspidge,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora10&scale=1024,211389.24,365016.12,0.86,not owned by a public authority,not permissioned,,,https://publicaccess.fdean.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,20,30,,"part former pithead baths and part under used employment site, all considered suitable for redevelopment for a variety of accommodation. 2019 Update- Outline permission for 20 dwellings submitted on part of site but withdrawn due to ecology issues. Still suitable for residential use",2017-10-31,2020-02-05,
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,13,Newland Street Coleford,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora12&scale=1024,210653.6,357442.68,0.02,not owned by a public authority,permissioned,full planning permission ,2016-07-22 00:00:00,https://publicaccess.fdean.gov.uk/online-applications/search.do?action=simple&searchType=Application,yes,8,8,,permission for new apartments . 2019 update- no movement since 2016 permission. Still suitable for residenital- remain,2017-10-31,2020-02-05,
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,16,Five Acres campus Berry Hill surplus land,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora15&scale=1024,212609.64,358242.04,0.98,owned by a public authority,not permissioned,,,,yes,40,80,,land to become available following the relocation of the present further education college as part of a mixed scheme.  Identified in Allocations Plan as an opportunity for mixed development.  May be developed on site of former college or part thereof.  Site area of total brownfield element is approximately 2.6ha though not all may be available for redevelopment-  available area between 0.98 ha and 2.6ha. 2019 update-  FoDDC now to purchase site and determine use which may include an element of residential as current allocation.,2017-10-31,2020-02-05,
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,17,Drybrook Road Drybrook,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora16&scale=1024,216950.2,364457.1,0.79,not owned by a public authority,permissioned,outline planning permission 15/07/15,28/06/2019 AND 12 September 2019,https://publicaccess.fdean.gov.uk/online-applications/simpleSearchResults.do?action=firstPage   https://publicaccess.fdean.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,yes,7,12,,"parts of site have permission although there may be some limited additional potential, likely to be developed for 7 dwellings. 2019 update- two new permissions on site- 4 dwellings at top and 1 at the bottom. Centre still has no permission. Entry may need to be reduced in size once these dwellings are completed.",2017-10-31,2020-02-05,
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,18,Adj Northumberland House Longhope,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora17&scale=1024,218921.99,368871.4,0.15,not owned by a public authority,not permissioned,,,,yes,5,5,,small haulage depot in area of residential/ mixed development has potential for redevelopment- within Conservation Area. 2019 update- still no additional permissions. Suitable for housing development,2017-10-31,2020-02-05,
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,19,Longhope Industrial Estate Longhope,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora18&scale=1024,219047.64,368731.65,0.66,not owned by a public authority,not permissioned,,,,,6,10,,mixed employment site allocated in plan to include a residential element. 2019 remains suitable for housing in future,2017-10-31,2020-02-05,
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,20,Former Rothdean Main Road Lydbrook,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora19&scale=2048,216350.71,359715.08,1.58,not owned by a public authority,not permissioned,,,,yes,30,45,,includes site granted permission but lapsed for new dwellings on former employment site and with current application.  Adjoining land of same ownership/ character included in register.,2017-10-31,2020-02-05,
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,3,Steam Mills Rd Northern Quarter Cinderford,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora2&scale=2048,215601.2,364599.61,6.8,owned by a public authority,permissioned,outline planning permission ,2014-11-14 00:00:00,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N4FS82HI01000,yes,150,195,,site owned by FoDDC- allocated in AAP and suitable for housing with a current outline approval for up to 195 dwellings part of hybrid scheme with mixed use development and associated infrastructure. Some delivery possible within five years. 2019 Update- College completed and occupied. Requires change of planning condition for access from now completed Spine Rd and for entire site to be developed a further section of Spine Rd needed.,2017-10-31,2020-02-05,
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,21,Stowfield Works Lydbrook,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora20&scale=2048,217491.76,358730.96,7.75,not owned by a public authority,not permissioned,,,,,25,45,,element of much larger site which is identified for mixed development degree of housing is flexible within terms of the policy. 2019 update- still has some commercial use but a lot of site is unused. No recent permissions. Still suitable for housing ,2017-10-31,2020-02-05,
http://opendatacommu nities.org/id/districtcouncil/forest-of-dean,22,Former Temco Lydbrook,https://maps.fdean.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora21&scale=1024,217427.57,358915.51,0.98,not owned by a public authority,not permissioned,,,,,10,10,,part of larger area separated by road and suitable for part development for housing which could be carried out independently of remainder of allocation. 2019 update- some buildings knocked down with fencing erected.  Still suitable for housing due to location next to main road and other houses.,2017-10-31,2020-02-05,
