OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/bournemouth,Bournemouth Borough Council,B/BLR/0001,"""22 to 22a (car park) St Stephen""s Road, BH2 6JP""",-1.88516352,50.72327973,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CBBC%20Brownfield%20Register.AuroraScript%24&nocache=3767cdae-64dd-6422-1aa9-a5aa651d7145&resize=always&x=408202.41759&y=91523.6356499999&scale=1000,0.12,owned by a public authority,not permissioned,,,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,Yes,9,11,,,21/12/2017,,
http://opendatacommunities.org/id/unitary-authority/bournemouth,Bournemouth Borough Council,B/BLR/0002,"""8-10 Madeira Road""",-1.86904813,50.7239108,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CBBC%20Brownfield%20Register.AuroraScript%24&nocache=3767cdae-64dd-6422-1aa9-a5aa651d7145&resize=always&x=409339.849969999&y=91595.69658&scale=1000,0.25,not owned by a public authority,permissioned,reserved matters approval,22/12/2017,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,Yes,,,,,21/12/2017,,
http://opendatacommunities.org/id/unitary-authority/bournemouth,Bournemouth Borough Council,B/BLR/0003,"""59 Christchurch Road""",-1.85046368,50.72297336,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CBBC%20Brownfield%20Register.AuroraScript%24&nocache=3767cdae-64dd-6422-1aa9-a5aa651d7145&resize=always&x=410651.88474&y=91493.9321999999&scale=1000,0.06,not owned by a public authority,permissioned,reserved matters approval,27/02/2012,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,Yes,,,,,21/12/2017,,
http://opendatacommunities.org/id/unitary-authority/bournemouth,Bournemouth Borough Council,B/BLR/0007,"""55 Southwick Road and 11a Warnford Road""",-1.81120433,50.73494402,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CBBC%20Brownfield%20Register.AuroraScript%24&nocache=3767cdae-64dd-6422-1aa9-a5aa651d7145&resize=always&x=413419.757459999&y=92831.4141399999&scale=1000,0.36,not owned by a public authority,permissioned,full planning permission,21/08/2013,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,Yes,,,,,21/12/2017,,
http://opendatacommunities.org/id/unitary-authority/bournemouth,Bournemouth Borough Council,B/BLR/0017,"""9 Southbourne Overcliff Drive""",-1.81516865,50.72189139,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CBBC%20Brownfield%20Register.AuroraScript%24&nocache=3767cdae-64dd-6422-1aa9-a5aa651d7145&resize=always&x=413143.612789999&y=91379.23414&scale=1000,0.05,not owned by a public authority,permissioned,full planning permission,29/02/2016,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,Yes,,,,,21/12/2017,,
http://opendatacommunities.org/id/unitary-authority/bournemouth,Bournemouth Borough Council,B/BLR/0021,"""1 Lorne Park Road""",-1.87058513,50.72269007,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CBBC%20Brownfield%20Register.AuroraScript%24&nocache=3767cdae-64dd-6422-1aa9-a5aa651d7145&resize=always&x=409231.593969999&y=91459.75809&scale=1000,0.07,not owned by a public authority,permissioned,outline planning permission,23/05/2018,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,Yes,,,,,21/12/2017,,
http://opendatacommunities.org/id/unitary-authority/bournemouth,Bournemouth Borough Council,B/BLR/0024,"""23 Hinton Road""",-1.87350864,50.71908239,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CBBC%20Brownfield%20Register.AuroraScript%24&nocache=3767cdae-64dd-6422-1aa9-a5aa651d7145&resize=always&x=409025.910199999&y=91058.22286&scale=1000,0.11,not owned by a public authority,permissioned,full planning permission,30/05/2018,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,Yes,,,,,21/12/2017,,
http://opendatacommunities.org/id/unitary-authority/bournemouth,Bournemouth Borough Council,B/BLR/0028,"""7 East Overcliff Drive""",-1.86808146,50.71834672,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CBBC%20Brownfield%20Register.AuroraScript%24&nocache=3767cdae-64dd-6422-1aa9-a5aa651d7145&resize=always&x=409409.185059999&y=90977.0821799999&scale=1000,0.16,not owned by a public authority,permissioned,outline planning permission,05/01/2018,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,Yes,,,,,21/12/2017,,
http://opendatacommunities.org/id/unitary-authority/bournemouth,Bournemouth Borough Council,B/BLR/0032,"""32-34 Tregonwell Road""",-1.88342249,50.71822395,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CBBC%20Brownfield%20Register.AuroraScript%24&nocache=3767cdae-64dd-6422-1aa9-a5aa651d7145&resize=always&x=408326.197329999&y=90961.6162699999&scale=1000,0.25,not owned by a public authority,permissioned,full planning permission,24/07/2015,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,Yes,,,,,21/12/2017,,
http://opendatacommunities.org/id/unitary-authority/bournemouth,Bournemouth Borough Council,B/BLR/0033,"""75-87 Grove Road and 33-35 East Overcliff Drive""",-1.85893454,50.7197686,https://maps.christchurchandeastdorset.gov.uk/map/Aurora.svc/run?script=%5CAurora%5CBBC%20Brownfield%20Register.AuroraScript%24&nocache=3767cdae-64dd-6422-1aa9-a5aa651d7145&resize=always&x=410054.61599&y=91136.3855&scale=1000,0.88,not owned by a public authority,permissioned,full planning permission,26/01/2015,http://planning.bournemouth.gov.uk/RealTimeRegister/planappsrch.aspx,Yes,,,,,21/12/2017,,
