OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2016/4140,13A Derby Road,535599,183882,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535599&lat=183882,0.05,unknown,,permissioned,planning permission granted under an order,01/03/2017,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2017/0873,238 Stamford Hill,533710,187880,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533710&lat=187880,0.03,unknown,,permissioned,planning permission granted under an order,25/04/2017,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2016/2420,Cambridge Court Amhurst Park,533343,187966,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533343&lat=187966,0.29,unknown,,permissioned,full planning permission,24/08/2016,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2015/4019,54-54a Clapton Common,534286,187601,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534286&lat=187601,0.06,unknown,,permissioned,full planning permission,03/08/2017,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2016/2345,"Stamford Lodge, Amhurst Park",533555,187805,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533555&lat=187805,0.36,unknown,,permissioned,full planning permission,27/03/2017,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2016/1348,"Lyttleton House, Well Street",535373,184449,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535373&lat=184449,0.31,unknown,,permissioned,full planning permission,03/10/2017,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2016/3833,Land to the R/O 130-134 Richmond Road,534094,184429,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534094&lat=184429,0.03,unknown,,permissioned,full planning permission,20/06/2017,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2014/0610,154 Dalston Lane,534157,184989,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534157&lat=184989,0.04,unknown,,permissioned,full planning permission,20/01/2015,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2014/3457,34 Englefield Road,533107,184424,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533107&lat=184424,0.05,unknown,,permissioned,planning permission granted under an order,12/09/2014,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2014/0727,231a Graham Road,534875,184895,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534875&lat=184895,0.04,unknown,,permissioned,full planning permission,22/05/2014,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2008/0551,130 Cazenove Road,534352,186981,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534352&lat=186981,0.07,unknown,,not permissioned,lapsed permission,06/03/2010,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2008/1262,1A West Bank,533274,187892,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533274&lat=187892,0.06,unknown,,not permissioned,lapsed permission,25/11/2008,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2009/2093,325 Lordship Road,532635,187307,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532635&lat=187307,0.07,unknown,,not permissioned,lapsed permission,30/03/2012,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2016/1347,Former Frampton Arms and land adjacent to Sherard and Catesby House 47 Well Street,535264,184257,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535264&lat=184257,0.29,unknown,,permissioned,full planning permission,03/10/2017,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,SALP270,"SALP270 - Rose Lipman Centre, Downham Road",533106,183948,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533106&lat=183948,0.74,unknown,,not permissioned,,,,226,226,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,HCAAP - A4,Bus Depot Hackney Central,535099,184990,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535099&lat=184990,0.8,Mixed ownership,,not permissioned,,,,142,142,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2013/3223,"Woodberry Down Estate, Phases 2 - 8, 307 Seven Sisters Road",532451,187745,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=532451&lat=187745,0.47,Public authority,,permissioned,outline planning permission,20/08/2014,,2696,2696,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2013/0502,5-9 Yorkton Street London E2 8NH,534028,183159,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534028&lat=183159,0.31,unknown,,not permissioned,,,,20,20,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,SALP223,SAP223 - 27-37 Well Street London,535061,184202,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535061&lat=184202,0.43,unknown,,not permissioned,,,,44,44,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,SALP84,SALP84 - 337 Kingsland Road and Adjacent Car Park,533450,184103,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533450&lat=184103,0.25,unknown,,not permissioned,,,,64,74,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2012/2828,19-29 de Beauvoir Road,533129,183943,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=533129&lat=183943,0.068,unknown,,not permissioned,lapsed permission,,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2015/1612,Morpeth Road garages,535586,183709,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535586&lat=183709,0.169,unknown,,permissioned,full planning permission,09/02/2015,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2014/0332,18 Rossendale Street,534586,186720,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=534586&lat=186720,0.066,unknown,,permissioned,full planning permission,13/06/2016,,,,,,31/12/2017,,
http://opendatacommunities.org/id/london-borough-council/hackney,Hackney,2014/2129,47 Lea Bridge Road,535012,186268,https://map.hackney.gov.uk/LBHackneymap/?zoom=14&lon=535012&lat=186268,0.172,unknown,,permissioned,full planning permission,31/03/2015,,20,20,,,31/12/2017,,
