OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/warwick,Warwick District Council,H02,"""Former Sewage Works, South of Harbury Lane""",430909,262649,http://ceres2.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=431001.677083333^262658.5625&layersidentifier=cb22aef6dd3841d8874328867f1020a1&backgroundmap=MapDefaultLayerNames,13.10,not owned by a public authority,,not permissioned,,,,196,196,327,,Local plan allocation for 215 dwellings. Policy DS13 allocation of land for a country park also applies,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,Warwick District Council,H09,"""Kenilworth School Site, Leyes Lane""",430041,272016,http://ceres2.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=430067.458333334^272012.03125&layersidentifier=d819a8db892d401c8210a05600e9e43d&backgroundmap=MapDefaultLayerNames,9.41,owned by a public authority,,not permissioned,,,,189,189,315,,Local plan allocation for 250 dwellings,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,Warwick District Council,H11,Land at Montague Road,428989,266044,http://ceres2.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=429036.942916667^266045.81875&layersidentifier=464781f95ca048058421ee4e0673e54e&backgroundmap=MapDefaultLayerNames,3.49,owned by a public authority,,not permissioned,,,,140,140,140,,Local plan allocation for 140 dwellings,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,Warwick District Council,H12,"""Kenilworth VI Form College, Rouncil Lane""",428700,270521,http://ceres2.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=5000&location=428853.722916667^270408.022916667&layersidentifier=3cdb1478153847d38e57cebb9f217ff8&backgroundmap=MapDefaultLayerNames,5.20,owned by a public authority,,not permissioned,,,,112,112,187,,Local plan allocation for 130 dwellings,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,Warwick District Council,H14,Riverside House,431243,265777,http://ceres2.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=750&location=431268.8%5e265771.54&layersidentifier=6dd444fe69f5435b893f99067cec2a75&backgroundmap=MapDefaultLayerNames,1.75,owned by a public authority,,pending decision,outline planning permission,,https://planningdocuments.warwickdc.gov.uk/online-applications/simpleSearchResults.do?action=firstPage&searchType=Application&searchCriteria.reference=W/17/1701,32,,,,"Local plan allocation  for 100 dwellings. ""Demolition of Riverside House and the redevelopment of the site to provide new buildings ranging from 2.5 to 6 storeys for up to 170 residential dwellings.""",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,Warwick District Council,H16,Court Street,432120,265095,http://ceres2.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=432126.135770833^265105.173270833&layersidentifier=87a283ab94d540a49a4c4c3b7b86f4cb&backgroundmap=MapDefaultLayerNames,1.48,owned by a public authority,,not permissioned,,,,30,30,75,,Local plan allocation for 75 dwellings,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,Warwick District Council,L35,Station Approach,431574,265322,http://ceres2.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=431500.4205^265335.947&layersidentifier=1d83ccfb80114bf8a6b9968e98d83bba&backgroundmap=MapDefaultLayerNames,4.70,not owned by a public authority,,permissioned,full planning permission,2016-02-04,https://planningdocuments.warwickdc.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_WARWI_DCAPR_73167,212,,,,"SHLAA allocation. '''Demolition of the existing bus depot, car sales lot and disused building between the lower and upper portions of Station Approach and changes to existing Warwick District Council car park reducing spaces from 300 down to 100. Construction of 212 homes consisting of 118 flats and 94 houses with ancillary parking, open space and associated highway alterations to Station Approach.''''",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,Warwick District Council,L55,"""Land at Hazelmere, Golf Lane""",432998,262562,http://ceres2.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=750&location=432998^262562&layersidentifier=1c85868b3aac4a1892b3abf3d0130d53&backgroundmap=MapDefaultLayerNames,0.57,not owned by a public authority,,not permissioned,,,,10,10,22,,SHLAA allocation,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,Warwick District Council,L56,"""Land at Little Acre, Golf Lane""",433085,262519,http://ceres2.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=1000&location=433131.217708333^262487.850520834&layersidentifier=2900f8f471fe4c938e652fe02f61f9fe&backgroundmap=MapDefaultLayerNames,2.78,not owned by a public authority,,not permissioned,,,,56,56,93,,SHLAA allocation,2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/warwick,Warwick District Council,L58,Lillington Free Church,432771,267496,http://ceres2.warwickdc.gov.uk/CNET49LIVE/CMFindIt/Default.aspx?getmap=true&scale=500&location=432773.45^267497.008&layersidentifier=1add1a511bfb493ab61014d271395b33&backgroundmap=MapDefaultLayerNames,0.41,not owned by a public authority,,permissioned,full planning permission,2017-09-15,https://planningdocuments.warwickdc.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=_WARWI_DCAPR_78384,25,,,yes,"SHLAA allocation. """"Erection of a church/cummunity hall and 25no affordable dwellings with associated landscaping, parking, access and infrastructure.""""",2017-12-31,2017-12-31,
