OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/tunbridge-wells,Tunbridge Wells Borough Council,BFR_0001,The Hop Pocket 59 Maidstone Road Paddock Wood Tonbridge Kent,567017,145472,https://tunbridgewells.maps.arcgis.com/apps/webappviewer/index.html?id=2ae20aa8a81646dcb9cc5280f9d6aab5,0.20,not owned by a public authority,N/A,permissioned,full planning permission,03/01/2017,08/03962/FULMJ (approved),10,10,Yes,N/A,2017-11-23,2017-11-23,
http://opendatacommunities.org/id/district-council/tunbridge-wells,Tunbridge Wells Borough Council,BFR_0002,Bradleys (Speldhurst) Ltd Speldhurst Hill Speldhurst Royal Tunbridge Wells Kent TN3 0NG,555792,141679,https://tunbridgewells.maps.arcgis.com/apps/webappviewer/index.html?id=2ae20aa8a81646dcb9cc5280f9d6aab6,2.00,not owned by a public authority,N/A,permissioned,full planning permission,15/12/2015,14/501170/LBC (approved),5,5,Yes,N/A,2017-11-23,2017-11-23,
http://opendatacommunities.org/id/district-council/tunbridge-wells,Tunbridge Wells Borough Council,BFR_0003,Bassetts FarmGoudhurst RoadHorsmondenTonbridgeKentTN12 8AS,570626,140390,https://tunbridgewells.maps.arcgis.com/apps/webappviewer/index.html?id=2ae20aa8a81646dcb9cc5280f9d6aab7,0.97,not owned by a public authority,N/A,permissioned,outline planning permission,06/06/2016,04/02109/OUTMJ (refused) 04/02112/FULMJ (refused),30,30,Yes,N/A,2017-11-23,2017-11-23,
http://opendatacommunities.org/id/district-council/tunbridge-wells,Tunbridge Wells Borough Council,BFR_0004,Union HouseEridge RoadRoyal Tunbridge WellsKentTN4 8HF,557986,138608,https://tunbridgewells.maps.arcgis.com/apps/webappviewer/index.html?id=2ae20aa8a81646dcb9cc5280f9d6aab8,0.7,not owned by a public authority,N/A,permissioned,full planning permission,28/06/2017,15/500806/PNJCLA (approved),127,127,Yes,N/A,2017-11-23,2017-11-23,
http://opendatacommunities.org/id/district-council/tunbridge-wells,Tunbridge Wells Borough Council,BFR_0005,Heathervale House2 - 4 Vale AvenueRoyal Tunbridge WellsKentTN11DJ,558318,139231,https://tunbridgewells.maps.arcgis.com/apps/webappviewer/index.html?id=2ae20aa8a81646dcb9cc5280f9d6aab9,0.11,not owned by a public authority,N/A,permissioned,other,13/01/2014,"11/02358/FUL (approved), 14/01247/FULL (approved)",19,19,Yes,N/A,2017-11-23,2017-11-23,
http://opendatacommunities.org/id/district-council/tunbridge-wells,Tunbridge Wells Borough Council,BFR_0006,Heathervale House2 - 4 Vale AvenueRoyal Tunbridge WellsKentTN1 1DJ,558318,139231,https://tunbridgewells.maps.arcgis.com/apps/webappviewer/index.html?id=2ae20aa8a81646dcb9cc5280f9d6aab10,0.11,not owned by a public authority,N/A,permissioned,full planning permission,09/12/2014,11/02358/FUL (approved) 13/03493/PNRES (prior approval not required),9,9,Yes,N/A,2017-11-23,2017-11-23,
http://opendatacommunities.org/id/district-council/tunbridge-wells,Tunbridge Wells Borough Council,BFR_0007,85 London RoadSouthboroughRoyal Tunbridge WellsKentTN4 0NJ,558151,142220,https://tunbridgewells.maps.arcgis.com/apps/webappviewer/index.html?id=2ae20aa8a81646dcb9cc5280f9d6aab11,0.065,mixed ownership,N/A,permissioned,full planning permission,17/04/2017,14/01413/FULL (withdrawn),5,5,Yes,N/A,2017-11-23,2017-11-23,
http://opendatacommunities.org/id/district-council/tunbridge-wells,Tunbridge Wells Borough Council,BFR_0008,Garlinge Lodge6 Garlinge RoadSouthboroughRoyal Tunbridge WellsKentTN4 0NR,558118,142443,https://tunbridgewells.maps.arcgis.com/apps/webappviewer/index.html?id=2ae20aa8a81646dcb9cc5280f9d6aab12,0.062,not owned by a public authority,N/A,permissioned,full planning permission,17/10/2016,None recent,6,6,Yes,N/A,2017-11-23,2017-11-23,
http://opendatacommunities.org/id/district-council/tunbridge-wells,Tunbridge Wells Borough Council,BFR_0009,13 Church RoadPaddock WoodTonbridgeKentTN12 6EX,567422,145024,https://tunbridgewells.maps.arcgis.com/apps/webappviewer/index.html?id=2ae20aa8a81646dcb9cc5280f9d6aab13,0.14,not owned by a public authority,N/A,permissioned,full planning permission,09/02/2017,15/504455/FULL (Refused),9,9,Yes,N/A,2017-11-23,2017-11-23,
http://opendatacommunities.org/id/district-council/tunbridge-wells,Tunbridge Wells Borough Council,BFR_0010,Calverley House55 Calverley RoadRoyal Tunbridge WellsKentTN1 2TU,558694,139615,https://tunbridgewells.maps.arcgis.com/apps/webappviewer/index.html?id=2ae20aa8a81646dcb9cc5280f9d6aab14,0.22,not owned by a public authority,N/A,permissioned,other,07/10/2016,13/02000/PNRES (prior approval not required),112,112,Yes,N/A,2017-11-23,2017-11-23,
