OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/1977,Land rear of 24 Great North Road London N6 4LU,527687.00,188779.00,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274687,0.02,not owned by a public authority,,permissioned,full planning permission,2014-09-18,,,,yes,,"Dec 31, 2017","Dec 31, 2017",
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/2342,"Land at rear of 41, Mount View Road London N4 4SS",530533.00,187988.00,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=275596,0.04,not owned by a public authority,,permissioned,full planning permission,2014-10-20,,,,yes,,"Dec 31, 2017","Dec 31, 2017",
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/0484,159 Tottenham Lane London N8 9BT,530376.00,188670.00,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=272263,0.16,not owned by a public authority,,permissioned,full planning permission,2014-10-31,,,,yes,,"Dec 31, 2017","Dec 31, 2017",
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/1591,Land Between 41-43 Rectory Gardens London N8 7PJ,530232.00,189441.00,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=274015,0.02,not owned by a public authority,,permissioned,full planning permission,2014-09-15,,,,yes,,"Dec 31, 2017","Dec 31, 2017",
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2013/1538,4-8 Dorset Road London N15 5AJ London,532887.00,189212.00,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=269314,0.04,not owned by a public authority,,permissioned,full planning permission,2016-06-24,,,,yes,,"Dec 31, 2017","Dec 31, 2017",
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/3729,St Anns Road Police Station 289 St Anns Road London N15 5RD,532685.00,188634.00,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=286447,0.21,owned by a public authority,,permissioned,full planning permission,2016-03-31,,,,yes,,"Dec 31, 2017","Dec 31, 2017",
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/2517,191-201 Archway Road London N6 5BN,528880.00,187722.00,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=283951,0.14,not owned by a public authority,,permissioned,full planning permission,2016-03-31,,,,yes,,"Dec 31, 2017","Dec 31, 2017",
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/1696,Site rear of 115 Fortis Green London N2 9HW,527960.00,189579.00,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=282372,0.04,not owned by a public authority,,permissioned,full planning permission,2015-11-06,,,,yes,,"Dec 31, 2017","Dec 31, 2017",
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2014/3526,42 Park Road London N15 3HR,531791.00,189133.00,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=278332,0.01,not owned by a public authority,,permissioned,full planning permission,2015-08-04,,,,yes,,"Dec 31, 2017","Dec 31, 2017",
http://opendatacommunities.org/id/london-borough-council/haringey,Haringey Council,HGY/2015/1071,Rear of 74A Manor Road London N17 0JJ,534503.00,190970.00,http://www.planningservices.haringey.gov.uk/portal/servlets/ApplicationSearchServlet?PKID=280788,0.01,not owned by a public authority,,permissioned,full planning permission,2015-12-14,,,,yes,,"Dec 31, 2017","Dec 31, 2017",
