OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/rochford,Rochford District Council,ROC001,Sangster Court Church Road Rayleigh SS6 8PZ,581525.6,190573.4,https://www.rochford.gov.uk/brownfield-register-site-map-roc001,0.31,not owned by a public authority,,not permissioned,,,,9,12,,Site from 2017 SHELAA,2017-12-28,2017-12-28,
http://opendatacommunities.org/id/district-council/rochford,Rochford District Council,ROC002,Lime Court and Poplar Court Greensward Lane Hockley SS5 5HB,584347.34,192843.36,https://www.rochford.gov.uk/brownfield-register-site-map-roc002,0.6,not owned by a public authority,,not permissioned,,,,18,24,,Site from 2017 SHELAA,2017-12-28,2017-12-28,
http://opendatacommunities.org/id/district-council/rochford,Rochford District Council,ROC003,Former Adult Community College Rocheway Rochford SS4 1DQ,588121.27,190546.56,https://www.rochford.gov.uk/brownfield-register-site-map-roc003,1.05,owned by a public authority,,pending decision,,,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=Adult+Community+College,74,74,yes,"Site falls within Green Belt and adjacent to Open Space. Development went to development committee on 19 October 2017, awaiting Section 106 agreement as at December 2017.",2017-12-28,2017-12-28,
http://opendatacommunities.org/id/district-council/rochford,Rochford District Council,ROC004,Castle Road Recycling Centre Rayleigh SS6 7RP,580668.96,190182.09,https://www.rochford.gov.uk/brownfield-register-site-map-roc004,0.31,owned by a public authority,,not permissioned,,,,9,12,yes,Site from 2017 SHELAA,2017-12-28,2017-12-28,
http://opendatacommunities.org/id/district-council/rochford,Rochford District Council,ROC005,Eldon Way/Foundry Industrial Estate Hockley,584149.93,192771.26,https://www.rochford.gov.uk/brownfield-register-site-map-roc005,4.6,mixed ownership,,pending decision,,,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=15%2F00144%2FOUT,150,150,,"Site is allocated for residential development in the Rochford District Council Allocations Plan 2014. A small part of the site was approved for 20 dwellings at a development committee in March 2016, awaiting Section 106 agreement as at December 2017.",2017-12-28,2017-12-28,
http://opendatacommunities.org/id/district-council/rochford,Rochford District Council,ROC006,Stambridge Mills Rochford,588694.47,190373.25,https://www.rochford.gov.uk/brownfield-register-site-map-roc006,1.84,not owned by a public authority,,not permissioned,,,,41,50,,Site is allocated for residential development in the Rochford District Council Allocations Plan 2014.,2017-12-28,2017-12-28,
http://opendatacommunities.org/id/district-council/rochford,Rochford District Council,ROC007,Rawreth Industrial Estate Rayleigh,579578.89,192244.07,https://www.rochford.gov.uk/brownfield-register-site-map-roc007,6.2,mixed ownership,,not permissioned,,,,93,140,,Site is allocated for residential development in the Rochford District Council Allocations Plan 2014.,2017-12-28,2017-12-28,
http://opendatacommunities.org/id/district-council/rochford,Rochford District Council,ROC008,Crystal House 1 The Approach Rayleigh SS6 9AA,580372.21,191191.27,https://www.rochford.gov.uk/brownfield-register-site-map-roc008,0.1,not owned by a public authority,,permissioned,reserved matters approval,2012-12-07,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=crystal+house,14,14,yes,Site forms part of the Council's housing land trajectory.,2017-12-28,2017-12-28,
http://opendatacommunities.org/id/district-council/rochford,Rochford District Council,ROC009,22 Main Road Hockley SS5 4QS,583813.22,192501.94,https://www.rochford.gov.uk/brownfield-register-site-map-roc009,0.1,not owned by a public authority,,permissioned,full planning permission,2015-02-20,http://maps.rochford.gov.uk/DevelopmentControl.aspx?requesttype=parsetemplate&template=DevelopmentControlApplication.tmplt&basepage=DevelopmentControl.aspx&Filter=^REFVAL^='13/00469/FUL'&history=62d08dd1151d470782dd3bd093047e63,10,10,yes,Site forms part of the Council's housing land trajectory.,2017-12-28,2017-12-28,
http://opendatacommunities.org/id/district-council/rochford,Rochford District Council,ROC010,5A Castle Road Rayleigh SS6 7QD,580447.32,190483.74,https://www.rochford.gov.uk/brownfield-register-site-map-roc010,0.06,not owned by a public authority,,permissioned,full planning permission,2015-10-15,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=5A+Castle+Road,9,9,yes,Site forms part of the Council's housing land trajectory.,2017-12-28,2017-12-28,
