OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/arun,Arun District Council,A1513,Chandlers BMW Site Water Lane Angmering,506931,104424,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=506931&y=104424&resolution=1.0&MapName=Helaa,0.5,not owned by a public authority,,not permissioned,,,,18,18.0,20.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,HP3,S&G Motors Arundel Road Walberton,495930,106877,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=495930&y=106877&resolution=1.0&MapName=Helaa,0.75,not owned by a public authority,,not permissioned,,,,26,26.0,28.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,LU33,Patterson Wilson Road Littlehampton,503132,102415,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503132&y=102415&resolution=1.0&MapName=Helaa,0.54,not owned by a public authority,,not permissioned,,,,14,14.0,16.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,LU33a,Meadowfield House Littlehampton,503151,102381,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503151&y=102381&resolution=1.0&MapName=Helaa,0.35,owned by a public authority,,not permissioned,,,,11,11.0,13.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,NEWBE10,Bartons County Infants School Romney Broadwalk Bersted,492543,100908,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=492543&y=100908&resolution=1.0&MapName=Helaa,0.59,not owned by a public authority,,not permissioned,,,,15,15.0,17.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,115,Electronic Sub Station Ford Road Arundel,501295,106735,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=501295&y=106735&resolution=1.0&MapName=Helaa,0.43,not owned by a public authority,,not permissioned,,,,36,36.0,38.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,BR19,Regis Centre Site The Esplanade Bognor Regis,493742,98964,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493742&y=98964&resolution=1.0&MapName=Helaa,1.57,owned by a public authority,,not permissioned,,,,90,90.0,100.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,NEWLU40,Former Hospital Site Fitzalan Road / Church Street Littlehampton,503144,102037,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=503144&y=102037&resolution=1.0&MapName=Helaa,0.54,not owned by a public authority,,not permissioned,,,,14,14.0,16.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,BR5,Hothampton Car Park The Queensway Bognor Regis,493351,99130,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493351&y=99130&resolution=1.0&MapName=Helaa,1.33,mixed ownership,,not permissioned,,,,75,75.0,85.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,PS12,St Martins Car Park & Former Waitrose Littlehampton,502798,102243,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=502798&y=102243&resolution=1.0&MapName=Helaa,2.2,mixed ownership,,not permissioned,,,,65,65.0,75.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,BR10,Covers Richmond Road Bognor Regis,493518,99507,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=493518&y=99507&resolution=1.0&MapName=Helaa,1.19,not owned by a public authority,,not permissioned,,,,32,32.0,34.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,17LU9,Littlehampton - West Bank,501957,102175,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=501957&y=102175&resolution=1.0&MapName=Helaa,8.46,mixed ownership,,not permissioned,,,,390,390.0,620.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,NEWLU38c,Works units at Gloucester Road and Howard Road Littlehampton,502316,102375,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=502316&y=102375&resolution=1.0&MapName=Helaa,0.35,not owned by a public authority,,not permissioned,,,,12,12.0,14.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,P5408,St Ninians Church Pagham,489033,98298,http://www1.arun.gov.uk/webapps/wml/Map.aspx?x=489033&y=98298&resolution=1.0&MapName=Helaa,0.26,not owned by a public authority,,not permissioned,,,,8,8.0,10.0,yes,,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,BR14914OUT,Belmont Lodge and land west of Belmont Street Bognor Regis,493729,99027,http://www.arun.gov.uk/weekly-lists,0.09,not owned by a public authority,,permissioned,planning permission granted under an order,2016-05-17,http://www.arun.gov.uk/weekly-lists,35,,,yes,. BR/74/16/PD: Prior notification under Class O for change of use from Use Class B1(a) offices to Use Class C3 dwelling houses.. https://www.arun.gov.uk/weekly-lists,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,BR15515,The Royal Hotel The Esplanade Bognor Regis,493337,98805,http://www.arun.gov.uk/weekly-lists,0.06,not owned by a public authority,,permissioned,full planning permission,2017-09-26,http://www.arun.gov.uk/weekly-lists,18,,,yes,. BR/130/17/PL: Change of Use of hotel & function room/licensed bar (C1 Hotel) to 18No. flats (C3 Dwelling houses).. https://www.arun.gov.uk/weekly-lists,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,LU11108,The Locomotive Public House Terminus Road Littlehampton,502590,102148,http://www.arun.gov.uk/weekly-lists,0.03,not owned by a public authority,,permissioned,full planning permission,2016-05-19,http://www.arun.gov.uk/weekly-lists,9,,,yes,. LU/45/16/PL: 6 No. two bed & 3 No. one bed apartments with associated cycle & refuse storage. https://www.arun.gov.uk/weekly-lists,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,LU5515OUT,Land South of Littlehampton Academy Littlehampton,503354,102629,http://www.arun.gov.uk/weekly-lists,2.42,owned by a public authority,,permissioned,outline planning permission,2016-09-28,http://www.arun.gov.uk/weekly-lists,68,,,yes,. LU/55/15/OUT: Application for outline planning permission with some matters reserved for 68 No. dwellings (resubmission following LU/51/14/).. https://www.arun.gov.uk/weekly-lists,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,NEWWA15,Progress Garage Yapton Lane Walberton,497707,105235,http://www.arun.gov.uk/weekly-lists,0.17,not owned by a public authority,,permissioned,outline planning permission,2017-03-02,http://www.arun.gov.uk/weekly-lists,6,,,yes,. WA/103/16/OUT: Outline application with some matters reserved for construction of 6 no. dwelling houses & associated works.. https://www.arun.gov.uk/weekly-lists,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,Y2214,Land to the west of Kings Close Yapton,497953,103082,http://www.arun.gov.uk/weekly-lists,0.35,not owned by a public authority,,permissioned,outline planning permission,2015-11-05,http://www.arun.gov.uk/weekly-lists,10,,,yes,". Y/56/15/OUT: Outline application for proposed mixed use development comprising 5 No.3 bedroom houses, 4 No. 2 bedroom houses & 1 No. 1 bedroom flat over car ports together with 4 No. B1 workshop/business units all with parking & access to main road via a redefined alignment of Kings Close & Highway improvement works at existing crossover.. https://www.arun.gov.uk/weekly-lists",2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,LU20516,C M Wood Body Repair Centre Linden Park Littlehampton,502332,102371,http://www.arun.gov.uk/weekly-lists,0.06,not owned by a public authority,,permissioned,full planning permission,2016-11-29,http://www.arun.gov.uk/weekly-lists,10,,,yes,. LU/205/16/PL: Demolition of existing workshop buildings & erection of 10 No. flats consisting 4 No. 2 bed flats & 6 No. 1 bed flats.. https://www.arun.gov.uk/weekly-lists,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,M4516,Land West of Yapton Road (Poultry Farm) Middleton,497386,100754,http://www.arun.gov.uk/weekly-lists,0.55,not owned by a public authority,,permissioned,full planning permission,2017-02-07,http://www.arun.gov.uk/weekly-lists,13,,,yes,". M/45/16/PL: Demolition of redundant poultry farm buildings & dwelling & erection of 13 No. dwellings with associated access, car parking & landscaping.. https://www.arun.gov.uk/weekly-lists",2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,BR10816,19 High Street Bognor Regis,493317,99514,http://www.arun.gov.uk/weekly-lists,0.02,not owned by a public authority,,permissioned,full planning permission,2017-03-13,http://www.arun.gov.uk/weekly-lists,5,,,yes,. BR/108/16/PL: Redevelopment retaining existing use on part of ground floor with 5 No. flats on upper floors & including alterations to rear & side elevations.. https://www.arun.gov.uk/weekly-lists,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,BR22216,Staffuth & Bray 6 York Road Bognor Regis,493651,99007,http://www.arun.gov.uk/weekly-lists,0.03,not owned by a public authority,,permissioned,planning permission granted under an order,2017-07-31,http://www.arun.gov.uk/weekly-lists,18,,,yes,. BR/161/17/PD: Notification for prior approval under Part O for change of use from office (ClassB1(a)) to 14 No. residential apartments (Class C3). https://www.arun.gov.uk/weekly-lists,2017-11-10,2017-11-10,
http://opendatacommunities.org/id/district-council/arun,Arun District Council,BR29316,66 & 66A Hawthorn Road Bognor Regis,492942,100047,http://www.arun.gov.uk/weekly-lists,0.1,not owned by a public authority,,permissioned,full planning permission,2017-03-01,http://www.arun.gov.uk/weekly-lists,5,,,yes,. BR/293/16/PL: Change of use with minor additions & demolitions to create 5 No. self-contained flats.. https://www.arun.gov.uk/weekly-lists,2017-11-10,2017-11-10,
