OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/forest-of-dean,Forest of Dean District Council,49,High Street Aylburton,361702.8,201774.12,https://maps.glosdistricts.org/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora41&scale=1024,0.12476209481898695,not owned by a public authority,,not permissioned,,,,5,5,yes,"Redevelopment of business premises in a village centre with scope for small residential scheme.  Alternative business premises nearby.  The site is within the Conservation Area and close to two Listed Buildings.  The Cross which is on the boundary is an ancient monument
new building or conversion of existing business premises",2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,Forest of Dean District Council,52,The Keys High Street Bream,360513.3560712,206137.2780062,https://maps.glosdistricts.org/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora47&scale=1024,0.11662748914947733,not owned by a public authority,,permissioned,full planning permission,2014-05-14,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MHHO98HI00T00,5,5,yes,"conversion to five dwellings
permission for conversion to 5 dwellings",2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,Forest of Dean District Council,42,Lansdown Walk Bream,360625.33,205962.07,https://maps.glosdistricts.org/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora35&scale=1024,0.18797472697666381,not owned by a public authority,,not permissioned,,,,5,7,,"alternative use of site currently occupied by business premises
new build to replace existing employment use",2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,Forest of Dean District Council,2,High Street RFC Club Bream,360199.84,205743.03,https://maps.glosdistricts.org/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora1&scale=1024,0.9293272820670158,not owned by a public authority,,permissioned,outline planning permission,2014-10-06,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=N81H8LHIGC900,14,25,yes,"permission has been given for the redevelopment of rugby club and hard standing to provide for its relocation and additionally 14 dwellings.  Remainder of site is suitable for redevelopment and possibly some element of conversion.
Most of site covered by outline permission for demolition of existing clubhouse, associated changing rooms and outbuilding.  Redevelopment of the site to provide new dwellings (14 no) and new clubhouse and associated parking facilities.",2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,Forest of Dean District Council,4,Railway Tavern Station Street Cinderford,365195.77,214020.16,https://maps.glosdistricts.org/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora4&scale=1024,0.08506888207048177,not owned by a public authority,,permissioned,full planning permission,2016-07-13,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O5MH6GHI0AF00,8,10,yes,"current permission for conversion of former pub to 10 flats.  Associated with larger Station Street site and allocated in AP
permission for change of use of public house to 10 apartments",2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,Forest of Dean District Council,0,St Whites former school Cinderford,365480.79,365480.79,https://maps.glosdistricts.org/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora42&scale=1024,0.19092358979992569,owned by a public authority,,pending decision,,,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OTQY0JHIMW800,5,5,yes,"former school now subject to application for conversion close to school site referred to above but not contiguous with it
current application for conversion of former school",2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,Forest of Dean District Council,14,St Whites Old School West Cinderford,365546.97,212854.43,https://maps.glosdistricts.org/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora9&scale=1024,0.408623636500485,owned by a public authority,,pending decision,,,https://publicaccess.fdean.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OSVRT1HIMRF00,5,8,yes,"former school now subject of planning application
current application for redevelopment of site for new dwellings",2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,Forest of Dean District Council,46,Newtown Road Cinderford,364812.51,215625.79,https://maps.glosdistricts.org/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora3&scale=1024,0.42961725952173585,owned by a public authority,,not permissioned,,,,12,17,yes,"part of site which is previously developed, owned by HCA and suitable for new housing.  Identified in AAP.  Some units deliverable within five years.
previously developed part of a site allocated for housing under AAP",2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,Forest of Dean District Council,7,Valley Road Junction Cinderford Valley Road,365018.11,213860.46,https://maps.glosdistricts.org/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora7&scale=1024,0.527729686656408,not owned by a public authority,,not permissioned,,,,15,20,yes,"A further parcel of land adjoins the former foundry site (listed elsewhere) and can be developed on its own or preferably in conjunction with it.  Not cleared but occupied by open storage and a single dwelling, could deliver some dwellings within five years
new housing on site used for employment related  use and residential",2017-10-31,2017-10-31,
http://opendatacommunities.org/id/district-council/forest-of-dean,Forest of Dean District Council,10,Foxes Bridge Rd Cinderford,365084.68,214272.02,https://maps.glosdistricts.org/map/Aurora.svc/run?script=%5cAurora%5cFoDDC+-+SHLAA.AuroraScript%24&nocache=1347652503&resize=always&inspect_query=Brownfield_Land_Registery&inspect_value=Aurora49&scale=1024,0.7108595657599391,owned by a public authority,,not permissioned,,,,17,21,,"former training/ employment use but vacant and suitable for redevelopment
new housing on former employment/ training site now vacant",2017-10-31,2017-10-31,
