OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/doc/district-council/mole-valley,,BLR02,"""St Martin's Walk Centre (Upper Floors), Dorking RH4 1UX""",-0.331409,51.233039,https://molevalley.cloudmappin.com/mmv/,0.49,owned by a public authority,,not permissioned,,,,,25,25,,,28/11/2017,18/12/2018,
http://opendatacommunities.org/doc/district-council/mole-valley,,BLR06,"""Claire House and James House, Bridge St, Leatherhead KT22 8BZ""",-0.332846,51.294396,https://molevalley.cloudmappin.com/mmv/,0.2,owned by a public authority,,permissioned,outline planning permission,11/06/2019,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2018/1983,,35,35,yes,,28/11/2017,14/01/2020,
http://opendatacommunities.org/doc/district-council/mole-valley,,BLR04,"""Bull Hill Site, Leatherhead, KT22 7AH""",-0.332114,51.297096,https://molevalley.cloudmappin.com/mmv/,1.86,owned by a public authority,,not permissioned,,,,,120,120,,"A figure of 450 dwellings is included in the Regulation 18 consultation draft Local Plan for this site. Therefore the capacity of this site is therefore likely to increase in a future update, subject to the outcome of the consultation.",28/11/2017,18/12/2018,
http://opendatacommunities.org/doc/district-council/mole-valley,,BLR01,"""Grove Corner, Lower Shott/Guildford Road, Bookham KT23 4LP""",-0.3734,51.276985,https://molevalley.cloudmappin.com/mmv/,0.35,owned by a public authority,,not permissioned,,,,,5,5,,,28/11/2017,18/12/2018,
http://opendatacommunities.org/doc/district-council/mole-valley,,BLR05,"""Sorting Office, Station Rd, Leatherhead KT22 7AE and Telephone Exchange, Station Rd, Leatherhead KT22 7AF""",-0.333622,51.295777,https://molevalley.cloudmappin.com/mmv/,0.74,not owned by a public authority,,not permissioned,,,,,95,95,,,28/11/2017,18/12/2018,
http://opendatacommunities.org/doc/district-council/mole-valley,,BLR12,"""Land to the rear of 272-294 High St, Dorking RH4 1QT""",-0.32743,51.233804,https://molevalley.cloudmappin.com/mmv/,0.12,not owned by a public authority,,permissioned,full planning permission,04/10/2019,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2019/1130,,8,8,yes,,28/11/2017,18/12/2018,
http://opendatacommunities.org/doc/district-council/mole-valley,,BLR08,"""37 & 39 Kingston Rd, Leatherhead KT22 7SL""",-0.330653,51.300061,https://molevalley.cloudmappin.com/mmv/,0.06,not owned by a public authority,,permissioned,outline planning permission,02/05/2019,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2019/0024,,8,8,yes,,28/11/2017,14/01/2020,
http://opendatacommunities.org/doc/district-council/mole-valley,,BLR18,"""87-99 High St, Dorking RH4 1AN""",-0.331664,51.232287,https://molevalley.cloudmappin.com/mmv/,0.05,not owned by a public authority,,permissioned,full planning permission,08/06/2017,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2017/0439,,8,8,yes,,28/11/2017,18/12/2018,
http://opendatacommunities.org/doc/district-council/mole-valley,,BLR20,"""176-180, High Street, Dorking, Surrey, RH4 1QR""",-0.32938,51.232809,https://molevalley.cloudmappin.com/mmv/,0.05,not owned by a public authority,,permissioned,full planning permission,14/06/2018,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2018/0298,,5,5,yes,,18/12/2018,18/12/2018,
http://opendatacommunities.org/doc/district-council/mole-valley,,BLR21,"""Two Ways, Oxshott Road, Leatherhead, Surrey, KT22 0EG""",-0.335799,51.313045,https://molevalley.cloudmappin.com/mmv/,0.14,not owned by a public authority,,permissioned,full planning permission,05/07/2018,http://www.molevalley.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=MO/2018/0538,,9,9,yes,,18/12/2018,18/12/2018,
