OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR1,"Rolls Royce, Watnall Road, Hucknall",452071.21,347014.43,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,31.09,not owned by a public authority,,permissioned,outline planning permission,2014-11-14,,517,,,,Outline planning consent for 900 dwellings. Reserved Matters consent on part of the site.. Outline pp for residential development (V/2013/0123),2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR3,"Factory site on Bolsover Street, Hucknall",453843.99,349102.87,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,0.22,not owned by a public authority,,not permissioned,,,,16,,,,Future development will need to consider: A flood risk assessment reflecting greenfield runoff rates anticipated;  Desktop survey and potential further investigations if contamination is suspected;   A noise impact assessment (in relation to the neighbouring factory); suitable relocation of existing businesses on the site and that the building is a local heritage site. Site can accommodate up to 16 dwellings. Conversion of red brick factory building (on Local Heritage List).,2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR4,"Land at Daniels Way, Hucknall",452512.33,347844.83,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,1.1,not owned by a public authority,,permissioned,outline planning permission,2015-07-17,,50,,,,The site has planning permission subject to conditions. Outline planning permission for 50 dwellings,2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR7,"8a Annesley Road, Hucknall",453365.21,349486.76,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,0.03,not owned by a public authority,,permissioned,full planning permission,2016-05-19,,9,,,,The site has planning permission subject to conditions. Full Planning permission for the conversion into 9 apartments,2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR8,"Land at Priestsic Road/Northern View, Sutton in Ashfield",449569.09,359433.19,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,0.53,not owned by a public authority,,not permissioned,,,,24,,,,Potential allocated site in the emerging Local Plan SKA3f.  Requirement in relation to the Brownfield site will include Mitigation measures required in relation to any surface water issues;  Desktop survey and potential further investigations if contamination is suspected.. Potential for residential development 24 dwellings,2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR9,"Davies Avenue, Sutton in Ashfield",449255.38,359614.11,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,0.6,owned by a public authority,,not permissioned,,,,19,,,,Potential allocated site in the emerging Local Plan SKA3r.   Mitigation measures required in relation to any surface water issues.   Southern part of the site anticipated to be affordable housing.. Potential for residential development 19 dwellings.  Affordable housing to the southern part of the site.,2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR10,"Land at 57 Stoneyford Road, Sutton in Ashfield",449544.55,359758.22,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,0.35,not owned by a public authority,,not permissioned,,,,9,,,,Potential larger site available proposed allocation  in emerging Local Plan allocation SKA3z 50 dwellings.   Requirement in relation to the Brownfield site will include Mitigation measures required in relation to any surface water issues;  Desktop survey and potential further investigations if contamination if suspected.. Brownfield element of a larger site identified as a proposed allocation in the emerging Local Plan.  Larger site has had previous planning permission v/2013/0647.,2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR11,"Warwick Close, Kirkby in Ashfield",451531.05,356288.56,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,0.83,owned by a public authority,,not permissioned,,,,24,,,,Proposed housing allocation  in emerging Local Plan allocation SKAaj.   Mitigation measures required in relation to any surface water issues.. Potential for residential development 24 dwellings,2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR12,"Land off Southwell Lane, Kirkby in Ashfield",450350.97,356768.89,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,1.45,not owned by a public authority,,permissioned,outline planning permission,2015-05-29,,60,,,,"The site has planning permission subject to a number of conditions.. Outline Application with All Matters Reserved (except for Access) for Residential Development, Drainage and Landscaping",2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR13,"Charles Trent Ltd, Sidings Road, Kirkby in Ashfield",451040.92,356951.36,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,3.45,not owned by a public authority,,permissioned,outline planning permission,2015-05-29,,81,,,,The site has planning permission subject to a number of conditions.. Outline Application for Residential Development including Access and Layout and Part Retention of Office Space (B1),2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR14,"Quantum Clothing, North Street, Huthwaite",447394.19,359421.03,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,2.2,not owned by a public authority,,permissioned,outline planning permission,2016-10-27,,90,,,,The site has planning permission subject to a number of conditions.. Outline planning permission with a layout which identifies a potential for 90 dwellings.,2017-07-28,2017-07-28,2020-12-31
http://opendatacommunities.org/id/district-council/ashfield,Ashfield District Council,BFR15,"Station House, Outram Street, Sutton in Ashfield",449743.09,359072.08,https://www.ashfield.gov.uk/media/3807/bflr-site-plans.pdf,0.15,not owned by a public authority,,not permissioned,,,,28,,,,Potential allocated site in the emerging Local Plan SKA3s.  Requirement in relation to the Brownfield site will include Mitigation measures required in relation to any surface water issues;  Desktop survey and potential further investigations if contamination if suspected.. Potential for residential development of 28 apartments from expired planning application V/2012/0043,2017-07-28,2017-07-28,2020-12-31
