OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/vale-of-white-horse,Vale of White Horse District Council,P17/V3275/FUL,"Gables, 6 Cumnor Hill, Botley, Oxford OX2 9HA",448217,205920,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V3275_FUL-V3.pdf,0.1,not owned by a public authority,,permissioned,full planning permission,26 February 2018,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3275/FUL,8,8,8,yes,". Demolition of existing guest house and garage. Erection of 9no. Apartments (8no. 2-bed and 1no. 1-bed), off-street car parking provision and covered bicycle and bin storage. (As amended by plans and letter (dated 18 January 2018) from agent received on 31 January 2018). http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3275/FUL",21 December 2018,21 December 2018,
http://opendatacommunities.org/id/district-council/vale-of-white-horse,Vale of White Horse District Council,P17/V3417/PDO,"St Lawrence House, North Hinksey Lane, Botley OX2 0NB",449417,205472,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V3417_PDO-V2.pdf,0.48,not owned by a public authority,,permissioned,other,14 February 2018,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3417/PDO,20,20,20,yes,. Change of use from Office (B1(a) to 20 residential flats (C3). http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3417/PDO,21 December 2018,21 December 2018,
http://opendatacommunities.org/id/district-council/vale-of-white-horse,Vale of White Horse District Council,P17/V2427/PDO,"55-59 Stert Street, Abingdon, OX14 3JF",449808,197220,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V2427_PDO-V2.pdf,0.13,not owned by a public authority,,permissioned,other,27 February 2018,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V2427/PDO,32,32,32,yes,Superseeded existing application. Change of use from B1(a) Offices to 32 Flats. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V2427/PDO,08 December 2017,21 December 2018,
http://opendatacommunities.org/id/district-council/vale-of-white-horse,Vale of White Horse District Council,P17/V0569/FUL,"Land to the south of Challow Road and north of Naldertown, Wantage, OX12 9DJ",439211,188122,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V0569_FUL-V2.pdf,0.97,not owned by a public authority,,permissioned,full planning permission,17 May 2018,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V0569/FUL,29,29,29,yes,". Outline planning application with the means of access and layout only to be considered for the demolition of Aberclare, hall (St John Ambulance) and Cedarholme and construction of 31 homes.. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V0569/FUL",21 December 2018,21 December 2018,
http://opendatacommunities.org/id/district-council/vale-of-white-horse,Vale of White Horse District Council,P17/V3039/FUL,"8 Elms Road, Botley, Oxford,  OX2 9JZ",448503,206305,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V3039_FUL-V2.pdf,0.06,not owned by a public authority,,permissioned,full planning permission,22 June 2018,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3039/FUL,8,8,8,yes,". Demolition of an existing two storey house and the creation of a two storey apartment block to accommodate seven 2 bedroom and one 1 bedroom apartments.  (As amended by plans received 30 June 2017_changes include bin stores, cycle stores, design amendments) (As clarified by plans received 20 July 2017_bin and cycle store details) (Additional Information received on ownership of access on 24 July 2017.). http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3039/FUL",21 December 2018,21 December 2018,
http://opendatacommunities.org/id/district-council/vale-of-white-horse,Vale of White Horse District Council,P17/V1310/O,"5 Lechlade Road, Faringdon, SN7 8AL",428476,195522,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V1310_O.pdf,0.36,not owned by a public authority,,permissioned,outline planning permission,12 February 2018,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V1310/O,14,14,14,yes,Superseeded existing application. Erection of 14 dwellings with associated access (current permission ref. P13/V2301/O) (Amended planning statement received 23 November 2017). http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V1310/O,08 December 2017,21 December 2018,
http://opendatacommunities.org/id/district-council/vale-of-white-horse,Vale of White Horse District Council,P17/V3395/FUL,"Letcombe Bowers Farm, Letcombe Regis, Wantage,  OX12 9NG",438523,182812,http://www.whitehorsedc.gov.uk/sites/default/files/P17_V3395_FUL-V2.pdf,0.38,not owned by a public authority,,permissioned,full planning permission,20 April 2018,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3395/FUL,5,5,5,yes,". Change of use of agricultural land to residential garden, conversion of agricultural buildings to create 5 No. dwellings, erection of connecting link and one detached garage and creation of new access road. (additional plans received 26/02/18 to extend red line to include drainage and access and further amended plans received 14/03/2018 to extend red line to include drainage area, the omission of the garages except the garage between the barns and farmhouse, alteration to the north-west elevation of house 5, and additional landscaping between houses 4 and 5. Additional tree and bat mitigation received 29th March 2018).. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P17/V3395/FUL",21 December 2018,21 December 2018,
http://opendatacommunities.org/id/district-council/vale-of-white-horse,Vale of White Horse District Council,P18/V0585/PDO,"1 Stert Street, Abingdon, Oxon OX14 3JG",449833,197095,http://www.whitehorsedc.gov.uk/sites/default/files/P18_V0585_PDO.pdf,0.02,not owned by a public authority,,permissioned,other,15 May 2018,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0585/PDO,6,6,6,yes,. Prior approval for the change of Use Class (B1a) (offices) to Use Class C3 (residential) in the form of 6 no. residential units.(amended Plans received 22 March 2018 reducing number of flats from seven to six).. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0585/PDO,21 December 2018,21 December 2018,
http://opendatacommunities.org/id/district-council/vale-of-white-horse,Vale of White Horse District Council,P18/V0695/FUL,"31 Eynsham Road, Botley, Oxford, OX2 9BS",448026,205897,http://www.whitehorsedc.gov.uk/sites/default/files/P18_V0695_FUL-V2.pdf,0.11,not owned by a public authority,,permissioned,full planning permission,11 May 2018,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0695/FUL,5,5,5,yes,". Demolition of existing dwelling. Erection of a replacement two and half storey building containing 4no. x 1 bedroom and 2no. x 2 bedroom flats with provision of revised access and parking for no.6 cars, covered cycle storage and enclosed bin store.. http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0695/FUL",21 December 2018,21 December 2018,
http://opendatacommunities.org/id/district-council/vale-of-white-horse,Vale of White Horse District Council,P18/V0787/FUL,"96 West Way, Oxford, OX2 9JU",448378,206064,http://www.whitehorsedc.gov.uk/sites/default/files/P18_V0787_FUL-V2.pdf,0.08,not owned by a public authority,,permissioned,full planning permission,19 July 2018,http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0787/FUL,5,5,5,yes,. Erection of apartment block comprising 6 apartments (4 x 2 bedroom and 2 x 1 bedroom). http://maps.whitehorsedc.gov.uk/gis/?cat=PA&ref=P18/V0787/FUL,21 December 2018,21 December 2018,
