OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/norwich,Norwich City Council,N/CAG/001,"""Two sites at Hurricane Way, Airport Industrial Estate, Norwich""",622329,312694,,2.02,Owned by a public authority,,not permissioned,,,https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/29,30,30,40,,Proposed allocated site in draft GNLP for 30 dwellings,31/12/2017,13/12/2019,
http://opendatacommunities.org/id/district-council/norwich,Norwich City Council,N/CAG/002,"""Start Rite Factory Site, 28 Mousehold Lane, Norwich NR7 8HE""",624160,310901,,0.86,Not owned by a public authority,,permissioned,Full planning permission,06.06.2019,"https://planning.norwich.gov.uk/online-applications/

https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/18",40,,,,Proposed allocated site in draft GNLP for 40 dwellings,31/12/2017,13/12/2019,
http://opendatacommunities.org/id/district-council/norwich,Norwich City Council,N/CAG/006,"""297 Aylsham Road/Land at Arminghall Close, Norwich""",622082,311019,,2.27,Not owned by a public authority,,not permissioned,,,https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/21,100,,,,Part implemented (LIDL store),31/12/2017,13/12/2019,
http://opendatacommunities.org/id/district-council/norwich,Norwich City Council,N/CRO/001,"""Land At Corner Of Knox Road and Plumstead Road, Norwich NR1 4LQ""",624752,309311,,0.21,Not owned by a public authority,,permissioned,Full planning permission,"10.11.2016
10.07.2018",https://planning.norwich.gov.uk/online-applications/,9,,,yes,"""For planning history search for '16/01354/O and 18/00727/F' at link provided""",31/12/2017,13/12/2019,
http://opendatacommunities.org/id/district-council/norwich,Norwich City Council,N/CRO/004,"""Former Church, Heartsease Lane, Norwich""",625119,310121,,2.44,Not owned by a public authority,,not permissioned,,,https://planning.norwich.gov.uk/online-applications/,,,,,"Planning permission granted for ""Construction of new church auditorium with associated children and youth facilities, nursery and car parking with external works and new pedestrian access. (19/00007/F) but not yet implemented""",31/12/2017,13/12/2019,
http://opendatacommunities.org/id/district-council/norwich,,N/CRO/005,"""126-128 Barrack Street, Norwich""",623714,309439,,0.11,Not owned by a public authority,,permissioned,full planning permission,22.04.2009,"https://planning.norwich.gov.uk/online-applications/

https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/16",15,,,,"""For planning history search for '06/00964/F' at the first link provided.""",31/12/2017,18/12/2019,
http://opendatacommunities.org/id/district-council/norwich,Norwich City Council,N/EAT/001,"""Bartram Mowers Ltd, Land West of Blubell Road, Norwich""",619992,306393,,5.47,Not owned by a public authority,,permissioned,full planning permission,14.05.2016,"https://planning.norwich.gov.uk/online-applications/

https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/24",120,62,122,yes,"15/01646/F - complete
Application currently pending for 32 bungalows and 22 apartments (19/00911/F)
Proposed allocated site in draft GNLP for 60 units",31/12/2017,13/12/2019,
http://opendatacommunities.org/id/district-council/norwich,Norwich City Council,N/EAT/002,"""Norfolk Learning Difficulties Centre, Ipswich Road, Norwich""",622080,305690,,0.78,Owned by a public authority,,not permissioned,,,https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/2,30,,,,Proposed allocated site in draft GNLP for 15 units.,31/12/2017,13/12/2019,
http://opendatacommunities.org/id/district-council/norwich,Norwich City Council,N/GAG/003,"""Land North Side Of Windmill Road, Norwich""",623971,310965,,0.19,Not owned by a public authority,,permissioned,full planning permission,07.10.2015,https://planning.norwich.gov.uk/online-applications/,17,,,yes,"""For planning history search for '14/00847/F' at link provided""",31/12/2017,13/12/2019,
http://opendatacommunities.org/id/district-council/norwich,Norwich City Council,N/LAK/001,"""John Youngs Limited, 24 City Road, Norwich NR1 3AN""",623456,307538,,0.89,Not owned by a public authority,,not permissioned,,,https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/7,45,,,,"""Higher density scheme of 75 dwellings may be needed to allow the site to be developed""
Proposed allocated site in draft GNLP for 45 units",31/12/2017,13/12/2019,
http://opendatacommunities.org/id/district-council/norwich,Norwich City Council,N/LAK/003,"""Hewett Yard, Hall Road, Norwich""",622966,306550,,0.44,Owned by a public authority,,not permissioned,,,https://www.norwich.gov.uk/info/20199/local_plan/1582/site_specific_allocations_in_the_remainder_of_the_city/4,20,,,,,31/12/2017,13/12/2019,
