OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 556,"Wombourne Police Station, Wombourne",387770,293162,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.4,not owned by a public authority,,not permissioned,,,,11,,,yes,. The site is suitable,,19/02/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,KV 361,"The Burgesses, High Street, Kinver",384712,283222,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.24,not owned by a public authority,,permissioned,full planning permission,13/12/2018,18/00322/FUL,20,,,yes,. Demolition of existing bungalows. Erect 3 Storey residential apartments (20no 1 bedroom apartments) with communal lounge and providing 12 new car parking spaces to rear of building.,,19/02/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 141,"154a Walsall Road, Great Wyrley",399254,307504,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,1.2,owned by a public authority,,not permissioned,,,,27,,,yes,. The site is suitable,21/11/2017,19/02/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 228,Adult Training Centre off Histons Hill,386931,303222,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.7,owned by a public authority,,not permissioned,,,,19,,,yes,. The site is suitable,21/11/2017,19/02/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 281,"Land off Giggetty Lane, Wombourne",386420,292911,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,1.06,not owned by a public authority,,permissioned,outline planning permission,15/05/2015,14/00428/OUT,19,,,yes,". Demolition of 3 no. redundant industrial buildings/warehouses, re-configuartion of an existing accessway and the principle of the erection of 19 no. dwellings.",21/11/2017,19/02/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,AC 82,"Springslade Works, Cannock Road, Bednall",396628,317152,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.7,not owned by a public authority,,permissioned,full planning permission,,,6,,,yes,. Redevelopment of the existing buildings in general industrial (Class B2) use by way of the erection of 6 no. dwellinghouses with associated works,21/11/2017,19/02/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,CD 191,"Terrace Nurseries, Oaken Drive, Codsall",385923,302783,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.79,not owned by a public authority,,permissioned,full planning permission,,,12,,,yes,. Demolition of existing single- and two-storey buildings and development of 12 dwellings,21/11/2017,19/02/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,ES/101,"Old Mitre, Bursnips Road, Essington",396968,303502,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,0.89,not owned by a public authority,,permissioned,,19/07/2018,18/00107/FUL,9,,,yes,". Existing building (Old Mitre public house) demolished. Proposed residential development to form 9 apartments (all 2 bed), with associated parking, cycle and bin storage. Existing vehicle access altered.",,19/02/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 168,"Brinsford Lodge, Featherstone",393233,305197,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,2.5,not owned by a public authority,,not permissioned,,,,60,,,yes,. The Site is suitable,,19/02/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,GW 165,"Hazelbrook Indsutrial Estate, Hazel Lane, Great Wyrley",399982,306785,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,2.7,not owned by a public authority,,permissioned,reserved matters approval,03/03/2017,16/01023/REM,17,,,yes,. The scale and appearance of the dwellings and landscaping of the site,21/11/2017,19/02/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,PK 165,"Lyne Hill (Phase 3), Boscomoor Lane, Penkridge",392269,313191,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,5.5,not owned by a public authority,,permissioned,reserved matters approval,19/09/2016,15/01091/REM,154,,,yes,. Revision of application for the approval of reserved matters to outline permission 12/00497/OUT. The application is for 154 units (increased from 144),21/11/2017,19/03/2019,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SHELAA 281b,"Land at Ounsdale, Wombourne",386441,293006,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,1,not owned by a public authority,,permissioned,full planning permission,07/02/2019,18/00432/FUL,72,,,yes,". Full planning application for the construction of a Class C2 66 bed care home, Class D1 children's day nursery and 6 no.2 bed apartment building.",10/04/2019,,
http://opendatacommunities.org/id/district-council/south-staffordshire,South Staffordshire District Council,SE01,"Boulton Farm, Boulton Lane, Saredon",395263,308608,https://www.sstaffs.gov.uk/planning/brownfield-land-register.cfm,1,not owned by a public authority,,permissioned,full planning permission,08/03/2019,18/00852/FUL,5,,,yes,. Conversion of redundant barns to five dwellings with associated works,10/04/2019,,
