OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,2014/1061/OUT,Land to the Rear 35-47 Jordan Court,538199,193488,https://maps.london.gov.uk/brownfield-site-register,0.11,not owned by a public authority,,not permissioned,,,,5,,,,. [Lapsed] the demolition of existing garages and construction of 5 x 3-bedroom houses.,43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,132613,1-20 Forest Court,539789,194086,https://maps.london.gov.uk/brownfield-site-register,0.1,not owned by a public authority,,not permissioned,,,,5,,,,. [Lapsed] Conversion of roof spaces to form 5 x 1 bedroom self-contained flats (one flat to each block) involving front and rear dormer windows toall blocks and installation of ramp to blocks 4 and 5.,43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,181043,16 Forest View,539098,194845,https://maps.london.gov.uk/brownfield-site-register,0.09,not owned by a public authority,,permissioned,full planning permission,43319,,5,,,yes,. Demolition of existing building and construction of a 4 storey building comprising 8 self contained flats (2 X 1 bed  6 X 2 bed).Provision of 8 car parking spaces  bin and cycle storage area.,43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,151810,Kirkdale House 7 Kirkdale Road,539379,187542,https://maps.london.gov.uk/brownfield-site-register,0.06,not owned by a public authority,,not permissioned,,,,34,,,,. [Lapsed] Convert offices to 34 flats,43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,171743,9 Osier Way,537620,186443,https://maps.london.gov.uk/brownfield-site-register,0.43,not owned by a public authority,,not permissioned,,,,115,,,yes,,43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,LHCSS17310271,Oliver Road (Score Centre - Preferred options NOF 8),537782,186364,https://maps.london.gov.uk/brownfield-site-register,2.89,owned by a public authority,,not permissioned,,,,550,,,yes,,43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,160233,Rowden Parade,537438,191790,https://maps.london.gov.uk/brownfield-site-register,0.15,not owned by a public authority,,permissioned,full planning permission,42906,,30,,,yes,. Residential development. Demolition of existing building and construction of 2 to 5 storey building including basement to provide 30 residential units (14 x 1 bed  11 x 2 bed and 5 x 3 bed). Amenitys space provision of 20 x surface level car parking spaces,43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,162160,676-678 High Road Leytonstone,539527,187461,https://maps.london.gov.uk/brownfield-site-register,0.15,not owned by a public authority,,permissioned,full planning permission,42760,,9,,,yes,. Partial demolition of the existing building and construction of part one  part two-storey rear extension and a three-storey building comprising of retail floor space (Class use A1/A3  and nine residential units (3 x 1 bedroom  5 x 2 bedroom  1 x 3 bedroo,43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,171712,428 Hale End Road,538595,191758,https://maps.london.gov.uk/brownfield-site-register,0.03,not owned by a public authority,,permissioned,full planning permission,43007,,5,,,yes,. Construction of an additional floor and three storey infill side extension to provide a mixed use scheme comprising retail (Class A1)  dental surgery (Class D1)and five residential units (Class C3) comprising 4 x 1 bedroom and 1 x 2 bedroom units,43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,153229,Gresham Works Rear of 1-3 Mornington Road,538764,194464,https://maps.london.gov.uk/brownfield-site-register,0.03,not owned by a public authority,,permissioned,other,42342,,9,,,yes,. Change of use from (Class B) to (Class C3) - 9 flats,43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,174038,The Substation Gainsborough Road,539524,187720,https://maps.london.gov.uk/brownfield-site-register,0.08,not owned by a public authority,,permissioned,full planning permission,43374,,9,,,yes,". Change of use from warehouse (Class B8) to nine residential units (2 x 1 bedroom, 6 x 2 bedroom, and 1 x 3 bedroom flats)(Use Class C3). Refurbishment including ground and first floor rear extension, installation of doors and windows to all elevations with associated cycle and bin storage and balconies at first floor elevation",43075,43445,
http://opendatacommunities.org/id/london-borough-council/waltham-forest,London Borough of Waltham Forest,141775,370-372 Grove Green Road,538878,187178,https://maps.london.gov.uk/brownfield-site-register,0.04,not owned by a public authority,,not permissioned,,,,7,,,,. [Lapsed] Demolition of existing building and erection of 3 storey building comprising commercial use on ground floor and  7 residential units (3 X 1 bed; 3x 2 bed and 1 x 3 bed),43075,43445,
