OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA141,Trevelyan House,-1.560219,53.141519,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA141_-_Trevelyan_House.pdf,0.98,not owned by a public authority,,permissioned,full planning permission,13/11/2017,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000KW4FULI000,,,yes,,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA199,Harveydale Quarry,-1.556868,53.133163,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA199_-_Harveydale_Quarry.pdf,1.16,not owned by a public authority,,permissioned,outline planning permission,24/02/2016,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=M7Q31PFU04000,,,yes,,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA204,"""Former Mirage Hotel, Derby Road""",-1.71797,53.008199,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA204_-_Mirage_Hotel.pdf,0.41,not owned by a public authority,,not permissioned,,,,,,yes,"Allocated in the Local Plan, Policy HC2(b).",06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA217,Haarlem Mill,-1.576585,53.070124,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA217_-_Haarlem_Mill.pdf,3.28,not owned by a public authority,,permissioned,full planning permission,19/07/2016,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000H5KFULI000,,,yes,,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA266,"""Land at Ashbourne Airfield, Phase 2""",-1.699701,53.001266,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA266_-_Ashbourne_Airfield_phase_2.pdf,58.6,not owned by a public authority,,not permissioned,,,,,,yes,"Allocated in the Local Plan Policies HC2 (d) and DS8 Development at this site will extend beyond 2033, assumed completion of circa 800 dwellings 2017-2033.",06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA269,Land at Middleton Road,-1.572986,53.088566,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA269_-_Middleton_Road_and_Cromford_Road.pdf,9.46,not owned by a public authority,,not permissioned,,,,,,yes,Allocated in the Local Plan Policies HC2 (cc) and DS6.,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA279,"""Old Hall Farm, Barway""",-1.797493,52.937241,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA279_-_Old_Hall_Farm.pdf,0.98,not owned by a public authority,,permissioned,reserved matters approval,08/09/2017,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=NR41M3FU04000,,,yes,,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA28,St Elphin's Park Dale Road South,-1.579073,53.154982,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA28_-_St_Elphins_Park.pdf,6.31,not owned by a public authority,,permissioned,full planning permission,15/01/2006,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000N9RFULI000,,,yes,,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA281,Land at Stancliffe Quarry,-1.601188,53.170451,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA281_-_Land_At_Stancliffe_Quarry.pdf,10.16,not owned by a public authority,,not permissioned,,,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=J26K3BFUT0000,,,,"Allocated in the Local Plan Policies HC2 (m) and DS3. Development at this site is recognised as not ""deliverable"" as defined by paragraph 5, Schedule 2 of the 2017 Brownfield Land Regulations as ""there is no reasonable prospect that residential development will take place on the land within 5 years of the entry date, not included in the Local Plan five year housing land supply 2017-22.",06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA305,The Firs Wyaston,-1.725994,52.977634,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA305_-_The_Firs.pdf,2.1,not owned by a public authority,,permissioned,outline planning permission,03/02/2017,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000519FULI000,,,yes,,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA344,"""Land at RBS, Matlock""",-1.555966,53.137498,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA344_-_RBS_Snitterton_Road.pdf,0.35,not owned by a public authority,,not permissioned,,,,,,yes,Allocated in the Local Plan Policy HC2 (u).,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA384,"""Former Permante Works, West of Cawdor Quarry""",-1.575422,53.142746,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA384_-_Land_at_Permanite.pdf,1.75,not owned by a public authority,,pending decision,,,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IR6DEIFUT0000,,,yes,Allocated in the Local Plan Policy HC2 (y).,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA432,Ladygrove Mill,-1.572594,53.16246,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA432_-_Ladygrove_Mill.pdf,0.88,not owned by a public authority,,permissioned,full planning permission,07/10/2011,https://planning.derbyshiredales.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,,yes,,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA435,Land at Halldale Quarry,-1.567855,53.136655,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA435_-_Halldale_Quarry.pdf,15.66,not owned by a public authority,,permissioned,outline planning permission,31/03/2017,https://planning.derbyshiredales.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IISGX6FUE1000,,,yes,Allocated in the Local Plan Policies HC2 (v) and DS5.,06/12/2017,06/12/2017,
http://opendatacommunities.org/id/district-council/derbyshire-dales,Derbyshire Dales District Council,SHLAA473,Land at Middlepeak Quarry,-1.580054,53.087342,http://www.derbyshiredales.gov.uk/images/documents/B/Brownfield_Land_Register_Part_One_SHLAA473_-_Middlepeak_Quarry.pdf,61.51,not owned by a public authority,,not permissioned,,,,,,yes,"Allocated in the Local Plan Policies HC2 (dd) and DS7. Development at this site will extend beyond 2033, assumed completion of circa 540 dwellings 2017-2033.",06/12/2017,06/12/2017,
