OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Fawl_001,"Methodist Church Land Of Long Lane, Fawley",-1.389601,50.839653,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.17,not owned by a public authority,,permissioned,full planning permission,2016-06-24,,,,yes,"
1 two-bedroom bungalow, 4 three-bedroom houses
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Fawl_002,"Site of the Former Fawley Power Station, Fawley",-1.329304,50.819675,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,49.0,not owned by a public authority,,not permissioned,,,,,,,"Proposed Strategic Site Allocation (SS.4) in the Local Plan Review 2016-2036 Part 1: Planning Strategy
Around 1380 dwellings
http://www.newforest.gov.uk/CHttpHandler.ashx?id=36579&p=0",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Fording_001,"Unit B Fordingbridge Business Park Ashford Road, Fordingbridge",-1.806759,50.928607,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.15,not owned by a public authority,,permissioned,other,2016-04-06,,,,yes,"
5 one-bedroom flats
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Fording_002,"Ashford Works, Fordingbridge",-1.806299,50.927304,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.35,not owned by a public authority,,not permissioned,,,,,,,"Small 0.35ha employment site tightly surrounded by residential on all sides. Site in very poor condition, buildings in very poor condition and would appear unlikely to attract future commercial occupiers. Some units appear vacant. Not a particularly suitable location for the light industrial uses currently present. Could accommodate around 10 dwellings
10 dwellings/flats
",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Fording_003,"Fordingbridge Club, Roundhill, Fordingbridge",-1.790917,50.927596,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.1,not owned by a public authority,,permissioned,full planning permission,2017-07-12,,,,yes,"
7 two-bedroom houses, 1 two-bedroom flat
http://planning.newforest.gov.uk/online-applications/",2017-12-31 00:00:00,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Hythe_001,"2 South Street, Hythe",-1.397012,50.868033,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.27,not owned by a public authority,,permissioned,full planning permission,2018-10-18,,,,,"Site also has full planning prmission (16/11639) for a block of 36 sheltered apartments. However, it is unlikely that this scheme will be delivered. There is also an appeal lodged against the refusal of an alternative scheme of 43 sheltered apartments. It is therefore currently unknown when this site will be redeveloped and the quantum of development
Conversion of existing building to 9 flats, loss of 2 existing flats
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Hythe_002,"Hythe & Dibden War Memorial Hospital, Beaulieu Road, Hythe",-1.402987,50.858539,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,1.5,owned by a public authority,,permissioned,outline planning permission,2018-08-03,,,,,"
7 two-bedroom houses, 3 three-bedroom houses, 2 four-bedroom houses, 3 one-bedroom flats, 6 two-bedroom flats
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Hythe_003,"Former Police Station Site, Jones Lane, Hythe",-1.40172,50.871474,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.4,owned by a public authority,,not permissioned,,,,,,,"Police station building is vacant and not in use. Police services have already relocated from this site to Hardley. 0.4ha site with extensive mature treed frontage, adjacent to Conservation Area. Potential capacity for 20 flats
20 flats
",2017-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_001,"Solent Works, North Close, Lymington",-1.54103,50.761644,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.34,not owned by a public authority,,permissioned,full planning permission,2017-01-20,,,,yes,"
27 one-bedroom flats, 14 two-bedroom flats. Demolition of existing dwelling.
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_002,"Lymington Garage, High Street, Lymington",-1.540818,50.758069,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.1,not owned by a public authority,,not permissioned,,,,,,,"An application (16/10754 and 17/10359) for 17 retirement flats and a retail unit was dismissed on appeal for design reasons and the impact on the Lymington Conservation Area / Burgage Plots.  In principle residential–led development is acceptable in this location. Subject to appropriate and sensitive design, the site would be suitable for 10 flats
10 flats
",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_003,"Fox Pond Dairy Depot and Garage, Milford Road, Lymington",-1.557319,50.749622,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.4,not owned by a public authority,,not permissioned,,,,,,,"Adopted Local Plan Allocation LYM5
Site allocated for around 14 dwellings, with commercial uses on the ground floor along Milford
Road
http://www.newforest.gov.uk/article/14189",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_004,"Buckland Granaries, Sway Road, Lymington",-1.557021,50.767402,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.6,not owned by a public authority,,permissioned,full planning permission,2018-01-25,,,,yes,"
4 three-bedroom houses, 8 four-bedroom houses, demolition of existing dwelling.
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_005,"Former Police Station Site, Lymington",-1.549365,50.759718,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.2,owned by a public authority,,not permissioned,,,,,,,"The site is a former police station building but the police is intending to relocate within the town so the service would continue to be provided in an equally accessible location. Suitable for residential development and given its location and character of adjacent buildings, the site has potential for 15 flats
Around 15 dwellings
",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Lymi_006,"Jewsons Depot, Gosport Street, Lymington",-1.53808,50.759774,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.2,not owned by a public authority,,not permissioned,,,,,,,"This site is currently in use as a builder’s merchant but the occupier is interested in making the site available for residential-led redevelopment. The builder's merchant use is not appropriate for the area given its close proximity to residential properties that adjoin the site. Given its location the site has potential for high density residential-led mixed use development. The adopted Local Plan Part 2 (2014) currently identifies this site as a town centre office opportunity (LYM8.6). Other uses may be acceptable on upper floors
Around 15 dwellings
",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Marchw_001,"Land between Cracknore Hard Lane and Normandy Way, Marchwood",-1.441599,50.891234,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.5,owned by a public authority,,not permissioned,,,,,,,"Adopted Local Plan Allocation MAR1
Adopted Local Plan Allocation. Capacity 12 dwellings
http://www.newforest.gov.uk/article/14187",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Milf_001,"The Coach House, 67 Keyhaven Road, Milford on Sea",-1.58154,50.724577,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.15,not owned by a public authority,,permissioned,full planning permission,2017-02-09,,,,yes,"
8 two-bedroom flats
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Milf_002,"2-4 Keyhaven Road, Milford on Sea",-1.586642,50.724272,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.4,not owned by a public authority,,permissioned,full planning permission,2017-07-31,,,,yes,"
4, two-bedroom detached houses, 4 two-bedroom semi-detached houses, demolition of existing dwelling.
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_002,"59  Station Road, New Milton",-1.654763,50.75343,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.19,not owned by a public authority,,permissioned,full planning permission,2016-08-11,,,,yes,"
9 one-bedroom flats, 1 two-bedroom flat
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_003,"6  Barton Common Road, New Milton",-1.651121,50.738418,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.3,not owned by a public authority,,permissioned,full planning permission,2017-02-10,,,,yes,"
Conversion of existing detached dwelling into 8 two-bedroom flats.
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_004,"Land east of Caird Avenue (NMT4), New Milton",-1.64187,50.751339,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,2.3,not owned by a public authority,,not permissioned,,,,,,,"Adopted Local Plan Allocation NMT4. Site had a previous permission (09/95023)for 54 houses/flats. This permission has now lapsed
Adopted Local Plan allocation, estimated potential of 48 dwellings.
http://www.newforest.gov.uk/article/14190",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_005,"Ashley Cross Garage and Motor Repairs, Ashley Lane, New Milton",-1.637625,50.758418,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.3,not owned by a public authority,,not permissioned,,,,,,,"Adopted Local Plan Allocation NMT8
Adopted Local Plan Allocation. Capacity around 10 dwellings
http://www.newforest.gov.uk/article/14191",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_006,"Fernmount House & Centre, Forest Pines, New Milton",-1.654526,50.763404,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,1.1,owned by a public authority,,not permissioned,,,,,,,"Site owned and promoted by Hampshire County Council. Former day-care centre but this facility has already been re-provided within New Milton. Site is suitable in principle
Extra-care flats (affordable/market)
",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_007,"Site of 21 Kennard Road, New Milton",-1.661546,50.757504,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.15,not owned by a public authority,,permissioned,full planning permission,2018-07-25,,,,yes,"
One block of 9 two-bedroom flats and 1 on-bedroom flat
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_008,"Land south of New Milton Station, New Milton",-1.65687,50.754817,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.74,not owned by a public authority,,not permissioned,,,,,,,"Proposed potential site in the emerging New Milton Neighbourhood Plan (April 2018: http://www.newmiltonplan.org.uk/2018-theplan/towncentre.html). Potential for high density residential development of four storeys in principle. Redevelopment would have potential to bring visual/economic/social enhancements
Around 75 dwellings
",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_009,"Land south of Manor Road, New Milton",-1.65415,50.756012,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.7,not owned by a public authority,,not permissioned,,,,,,,"Proposed potential site in the emerging New Milton Neighbourhood Plan (April 2018: http://www.newmiltonplan.org.uk/2018-theplan/towncentre.html). Given its town centre location, the site could accommodate a high density mixed-use scheme comprising commercial uses on the ground floor and residential uses on upper floors. Redevelopment would have potential to bring visual/economic/social enhancements
Around 35 dwellings
",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_010,"Land north of Osborne Road, New Milton",-1.654415,50.755165,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.4,mixed ownership,,not permissioned,,,,,,,"Proposed potential site in the emerging New Milton Neighbourhood Plan (April 2018: http://www.newmiltonplan.org.uk/2018-theplan/towncentre.html). Given its town centre location, the site could accommodate a high density mixed-use scheme comprising commercial uses on the ground floor and residential uses on upper floors. Redevelopment would have potential to bring visual/economic/social enhancements
Around 20 dwellings
",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_011,"Land at Station Road/Spencer Road, New Milton",-1.652399,50.751655,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.44,not owned by a public authority,,not permissioned,,,,,,,"Proposed potential site in the emerging New Milton Neighbourhood Plan (April 2018: http://www.newmiltonplan.org.uk/2018-theplan/towncentre.html). Given its town centre location, the site could accommodate a high density mixed-use scheme comprising commercial uses on the ground floor and residential uses on upper floors. Redevelopment would have potential to bring visual/economic/social enhancements. See 2018 SHLAA
Around 60 dwellings
",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_012,"Land at Station Road/Elm Avenue, New Milton",-1.653255,50.751042,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.12,not owned by a public authority,,not permissioned,,,,,,,"Proposed potential site in the emerging New Milton Neighbourhood Plan (April 2018: http://www.newmiltonplan.org.uk/2018-theplan/towncentre.html). Given its town centre location, the site could accommodate a high density mixed-use scheme comprising commercial uses on the ground floor and residential uses on upper floors. Redevelopment would have potential to bring visual/economic/social enhancements
Around 35 dwellings
",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Newm_013,"Abbeyfield House, 17 Herbert Road, New Milton",-1.65158,50.754876,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.17,not owned by a public authority,,not permissioned,,,,,,,"This site is located within a residential area of New Milton close to the town centre. The street is predominantly made up of two storey flatted development. Potential for development. The site would have potential to accommodate two blocks of flats, each containing 5 dwellings
10 flats
",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Ringw_001,"Farnham House, 51-53 Christchurch Road, Ringwood",-1.788225,50.84489,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.06,not owned by a public authority,,permissioned,other,2017-10-11,,,,yes,"
Change of use of offices (B1a) into 10 flats
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Ringw_002,"Suite B Monmouth Court Southampton Road, Ringwood",-1.789871,50.847578,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.02,not owned by a public authority,,permissioned,other,2016-06-09,,,,yes,"
2 one-bedroom flats, 3 two-bedroom flats
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Ringw_003,"19 Ringwood Social Club West Street, Ringwood",-1.795835,50.846192,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.17,not owned by a public authority,,permissioned,full planning permission,2016-08-11,,,,yes,"
3, two-bedroom terraced houses, 2 three-bedroom semi-detached houses
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Ringw_004,"14-18  Christchurch Road, Ringwood",-1.790806,50.845676,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.02,not owned by a public authority,,permissioned,other,2016-09-29,,,,yes,"
5 one-bedroom flats
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2017-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Ringw_005,"Police Station, 155-159 Christchurch Road, Ringwood",-1.785399,50.840293,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.2,owned by a public authority,,permissioned,full planning permission,2018-08-01,,,,yes,"
one terrace of five houses, two pairs of semi-detached houses
http://planning.newforest.gov.uk/online-applications/",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Ringw_006,"Land adjoining The Furlong Centre to include The White Hart, Centre Place & Nos. 11-13 Meeting House Lane, Ringwood",-1.791968,50.846499,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.4,not owned by a public authority,,not permissioned,,,,,,,"Site located in the heart of Ringwood town centre. Suitable for higher density mixed-use development in principle. The site has previously had planning permission (08/92208) for a mixed use development comprising of 10 shops with ancillary space; 3 office units; 12 residential flats; 3 restaurants. This permisssion has lapsed
Around 12 dwellings
",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Ringw_007,"20-26 Christchurch Road, Ringwood",-1.789213,50.844742,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.4,not owned by a public authority,,not permissioned,,,,,,,"Potential for mixed-use development in principle. The site contains the Ringwood Conservative Club which will need to be retained or re-provided in an equally accessible location. Appropriate mixed-use redevelopment of the site would be appropriate and would likely bring visual/environmental enhancements, particularly in the car park/service yard in the rear part of the site
Around 16 dwellings
",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Ringw_008,40-44 High Street Ringwood,-1.79148,50.845856,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.03,not owned by a public authority,,permissioned,other,2017-07-04,,,,yes,"
Change of use of first floor offices (B1a) to 5 flats
http://planning.newforest.gov.uk/online-applications/",2018-12-31 00:00:00,2018-12-31,
http://opendatacommunities.org/id/district-council/new-forest,New Forest District Council,BLR_Tott_001,"Land south of Brokenford Lane, Totton",-1.489286,50.916125,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,0.2,not owned by a public authority,,not permissioned,,,,,,,"Adopted Local Plan Allocation TOT6
Adopted Local Plan Allocation. Capacity around 10 dwellings
http://www.newforest.gov.uk/article/14184",2017-12-31,2017-12-31,
