OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR001,"Land at Barnwood Manor, Barnwood Road, Barnwood",386379,217791,http://www.gloucester.gov.uk/Documents/GLOSBR001%20%20Barnwood%20Manor.pdf,0.7,not owned by a public authority,not permissioned,,,,yes,,,,proposal by barnwood trust and city plan proposed allocation,2017-12-01,2018-12-18,
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR002,"Jordans Brook House, North Upton Lane, Barnwood",386243,217705,http://www.gloucester.gov.uk/Documents/GLOSBR002%20%20Jordans%20Brook%20House.pdf,0.85,owned by a public authority,permissioned,full planning permission,2001-10-08,http://glcstrplnng12.co.uk/online-applications/simpleSearchResults.do?action=firstPage,yes,,,,county council residential care facility site to be vacated early 2018,2017-12-01,2018-12-18,
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR004,"Allstone site, off Myers Road, Elmbridge",384737,218232,http://www.gloucester.gov.uk/Documents/GLOSBR004%20%20Allstone%20Site.pdf,5.5,not owned by a public authority,pending decision,,,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001DFGHMLI000,yes,,,,this site has permission for residential and student units but at the point of entry into this register is still operating as a commercial waste transfer station,2017-12-01,2018-12-18,
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR005,"Cheltenham Surfacing, off Myers Road, Elmbridge",384430,218300,http://www.gloucester.gov.uk/Documents/GLOSBR005%20%20Land%20at%20Cheltenham%20Surfacing.pdf,0.36,not owned by a public authority,not permissioned,,,,yes,,,,"residential development on this site would be dependent on a new site being found for the 
existing business",2017-12-01,2018-12-18,
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR007,"Great Western Road Sidings, Great Western Road, Kingsholm and Wotton",384156,218366,http://www.gloucester.gov.uk/Documents/GLOSBR007%20%20Great%20Western%20Road%20Sidings.pdf,4.5,owned by a public authority,not permissioned,,,,yes,,,,a brownfield site which has been used as an operational siding but which has now been acquired by the homes and communities agency for housing and a university technical college with links to the hospital,2017-12-01,2018-12-18,
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR008,"Wessex House, Great Western Road, Kingsholm and Wotton",383706,218636,http://www.gloucester.gov.uk/Documents/GLOSBR008%20%20Wessex%20House.pdf,0.3,owned by a public authority,not permissioned,,,,yes,,,,city council owned site in a strategic location near to the railway station and underpass,2017-12-01,2018-12-18,
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR012,"Former Bishops College, off Estcourt Close, Longlevens",384093,219776,http://www.gloucester.gov.uk/Documents/GLOSBR012%20%20Former%20Bishops%20College.pdf,5.6,not owned by a public authority,permissioned,outline planning permission,2018-03-21,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0011LZHMLI000,yes,,,,,2017-12-01,2018-12-18,
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR013,"Land at St James Close, Quedgeley Fieldcourt",380814,214239,http://www.gloucester.gov.uk/Documents/GLOSBR013%20%20Land%20at%20St%20James%20Close.pdf,0.23,not owned by a public authority,permissioned,full planning permission,2017-08-24,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=O9SI0AHM04701,yes,,,,gloucester city homes proposal,2017-12-01,2018-12-18,
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR015,"Land at St Oswalds, off Gavel Way, Westgate",382699,219402,http://www.gloucester.gov.uk/Documents/GLOSBR015%20%20Land%20at%20St%20Oswalds.pdf,2.5,owned by a public authority,not permissioned,,,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001HUYHMLI000,yes,,,,city council owned site,2017-12-01,2018-12-18,
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR017,"37-39 Worcester Street, Tanners Hall, Westgate",383374,218896,http://www.gloucester.gov.uk/Documents/GLOSBR017%20%2037-39%20Worcester%20Street.pdf,0.07,not owned by a public authority,not permissioned,,,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0011N2HMLI000,yes,,,,Listed building on site will need appropriate protection.,2017-12-01,2018-12-18,
http://opendatacommunities.org/id/district-council/gloucester,Gloucester City Council,GLOSBR018,"Southgate Moorings, off Southgate Street, Westgate",382878,218231,http://www.gloucester.gov.uk/Documents/GLOSBR018%20%20Southgate%20Moorings.pdf,0.5,owned by a public authority,permissioned,full planning permission,2010-05-19,http://glcstrplnng12.co.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=001DBOHMLI000,yes,,,,city council owned site,2017-12-01,2018-12-18,
