OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/pendle,BD072,Trough Laithe Farm,-2.2313,53.8472,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.512,not owned by a public authority,,permissioned,outline planning permission,2018-08-13,https://publicaccess.pendle.gov.uk/online-applications/,10,10,yes,No work has been started been started on this site as yet.. Outline: Erection of 5 No. dwelling houses and improvements to access from Wheatley Lane Road (Access and Layout only).,2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,BK045,"Land at Kirkstall Drive, Barnoldswick",-2.1735,53.9209,http://www.pendle.gov.uk/downloads/file/9998/site_plan_bk045_-_land_at_kirkstall_drive_barnoldswick,0.11,not owned by a public authority,,permissioned,full planning permission,2005-06-08,https://publicaccess.pendle.gov.uk/online-applications/,6,6,yes,Development at the site has been started but work has stopped and the developer is no longer on site. The owner of the site has previously suggested that work will recommence once the economic circumstances improve. The site has been stalled for 10 years. Site is still suitable for housing development and may come forward in the future. No Building Control records available. The owner has returned the Housing Land Survey form and indicated that they intend to complete the work within 2-5 years.. Erection of 6 two-storey houses in three blocks,2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,BK090,"Land to the rear of the Greyhound Pub, Manchester Road, Barnoldswick",-2.1882,53.9126,http://www.pendle.gov.uk/downloads/file/9999/site_plan_bk090_-_land_to_rear_of_the_greyhound_pub_manchester_road_barnoldswick,0.22,not owned by a public authority,,permissioned,full planning permission,2015-04-02,https://publicaccess.pendle.gov.uk/online-applications/,9,9,yes,"Work has not started at this site. A further application at the site was dismissed at appeal. It is unclear as to the owners intentions. No Building Control records available. The owner has returned the Housing Land Survey form and indicated that they intend to start development within 1 year and complete it within 2-5 years.. Full: Erection of 9 dwellings with associated access, parking and landscaping.",2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,BK110,"B Preston Joinery Works, Bank Street, Barnoldswick",-2.1839,53.9178,http://www.pendle.gov.uk/downloads/file/10000/site_plan_bk110_-_b_preston_joinery_works_bank_street_barnoldswick,0.034,not owned by a public authority,,permissioned,full planning permission,2015-11-25,https://publicaccess.pendle.gov.uk/online-applications/,5,5,yes,"Development at the site has not yet started. The demolition of the existing workshop building has now been carried out. No Building Control records available.  Owner has returned the Housing Land Survey form indicating they intend to start the development within 1 year and complete it within 2-5 years.. Full: Erection of 5 dwellings with associated curtilages, landscaping and parking area to side.",2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,BK115,"Briercliffe Lodge, Rainhall Crescent, Barnoldswick",-2.1716,53.9199,http://www.pendle.gov.uk/downloads/file/10001/site_plan_bk115_-_briercliffe_lodge_rainhall_crescent_barnoldswick,0.14,not owned by a public authority,,permissioned,outline planning permission,2016-06-13,https://publicaccess.pendle.gov.uk/online-applications/,5,5,yes,"No work has started at this site - Outline permission only. No Reserved Matters application submitted. No Building Control records available. Owner has returned the Housing Land Survey form indicating that they intend to start and complete the site within 2-5 years.. Outline: Demolition of existing nursing home and construction of 5 dwelling houses in a terrace row (Access, Layout and Scale).",2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,BK116,"St Andrews Methodist Church, Mosley Street, Barnoldswick",-2.1851,53.9156,http://www.pendle.gov.uk/downloads/file/10002/site_plan_bk116_-_st_andrews_methodist_church_mosley_street_barnoldswick,0.14,not owned by a public authority,,permissioned,full planning permission,2016-07-06,https://publicaccess.pendle.gov.uk/online-applications/,6,6,yes,"No work has started at this site. A Building Control application for the extension has been submitted. Owner did not return the Housing Land Survey form.. Full: Part demolition of school building and conversion to six 1 and 2 bed apartments and erection of two storey extension to rear, erection of single storey extension to rear of church.",2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,BK132,"Gisburn Street Works, Barnoldswick",-2.1885,53.9207,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.093,not owned by a public authority,,permissioned,full planning permission,2019-02-27,https://publicaccess.pendle.gov.uk/online-applications/,3,3,yes,"Work has started on site. Full: Demolition of garage, joiners workshop and office and erection of 7 dwelling houses.",2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,BR037,"Four Oaks, The Crescent, Brierfield",-2.2309,53.8185,http://www.pendle.gov.uk/downloads/file/10003/site_plan_br037_-_four_oaks_the_crescent_brierfield,0.39,not owned by a public authority,,permissioned,full planning permission,2013-09-04,https://publicaccess.pendle.gov.uk/online-applications/,9,9,yes,"Development at the site has not yet started, Although Building Control records indicate that some foundations for one of the dwellings has now been laid.  Owner did not return the Housing Land Survey form.. Erection of 9 dwellinghouses (Extension of time)",2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,BR053,"Marsden Cross, 30 Higher Reedley Road, Brierfield",-2.2205,53.8224,http://www.pendle.gov.uk/downloads/file/10004/site_plan_br053_-_marsden_cross_30_higher_reedley_road_brierfield,0.26,not owned by a public authority,,not permissioned,,,,4,10,yes,Development has not started at this site and the permission has now expired. It is unlikely that the site will come forward in the next five years but is still a potentially developable site.. Development taken from previous (lapsed) application. ((13/12/0415P) Full: Conversion of public house with residential flat to four flats with eight solar panels on the rear roofslope (resubmission).,2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,BY011,"Barley House Farm, Barley Lane, Barley",-2.2725,53.8603,http://www.pendle.gov.uk/downloads/file/10005/site_plan_by011_-_barley_house_farm_barley_lane_barley,0.25,not owned by a public authority,,permissioned,outline planning permission,2015-09-15,https://publicaccess.pendle.gov.uk/online-applications/,5,5,yes,"Work has not started at this site - Outline permission only. A Reserved Matters application has not been submitted. No Building Control records available. Owner did not return the Housing Land Survey form.. Reserved Matters: Erection of 5 detached dwelling houses (Appearance, Landscaping, Layout and Scale) of Planning Permission 13/15/0290P and formation of access road (Re-Submission).",2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,BY011,"Barley House Farm, Barley",-2.2725,53.8605,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.245,not owned by a public authority,,permissioned,outline planning permission,2018-11-14,https://publicaccess.pendle.gov.uk/online-applications/,5,5,yes,"Not yet started awaiting a reserved matters application. Reserved Matters: Erection of 5 detached dwelling houses (Appearance, Landscaping, Layout and Scale) of Planning Permission 13/15/0290P and formation of access road (Re-Submission).",2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,CE078,"Oak Mill, Skipton Road, Colne",-2.1617,53.8621,http://www.pendle.gov.uk/downloads/file/10006/site_plan_ce078_-_oak_mill_skipton_road_colne,0.78,owned by a public authority,,permissioned,full planning permission,2016-12-12,https://publicaccess.pendle.gov.uk/online-applications/,32,32,yes,"A new planning permission has been granted at this site. The site is now in the Council's ownership and is being brought forward by the Joint Venture Partnership PEARL. No Building Control records available.. Full: Major: Erection of 32 dwellings with associated works including parking, highways and landscaping.",2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,CE197,"Site of Former 1 to 34 Bright Street, Colne",-2.1714,53.8581,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.287,not owned by a public authority,,permissioned,full planning permission,2018-12-07,https://publicaccess.pendle.gov.uk/online-applications/,9,9,yes,Work has started on site. Full: Major: Erection of 10 semi-detached bungalows with associated bin storage and parking.,2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,CE198,"Colne Commercial Centre, Exchange Street, Colne",-2.1709,53.8559,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.033,not owned by a public authority,,permissioned,other,2018-10-24,https://publicaccess.pendle.gov.uk/online-applications/,1,1,yes,The owner intends to start this year.. Prior Approval Notification: (Class O - Offices to Dwelling Houses) Change of use of B1(a) Office to up to 16 dwellings C3.,2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,CE200,"Garage site to the rear of 10-24 Essex Street, Colne",-2.1683,53.8543,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.274,not owned by a public authority,,permissioned,full planning permission,2019-01-14,https://publicaccess.pendle.gov.uk/online-applications/,5,5,yes,No work has been started been started on this site as yet.. Full: Major: Erection of 15 residential units including 9 dwelling houses and 6 apartments with 26 car parking spaces (resubmission).,2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,CE201,"58-60 Brown Street West, Colne",-2.1802,53.8557,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.058,not owned by a public authority,,permissioned,full planning permission,2019-03-11,https://publicaccess.pendle.gov.uk/online-applications/,2,2,yes,Work has started on site. Full: Major: Change of use from light industrial (Use Class B1) to 10 residential apartments (Use Class C3).,2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,CE203,"45 Market Street, Colne",-2.1662,53.8574,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.013,not owned by a public authority,,permissioned,full planning permission,2019-03-18,https://publicaccess.pendle.gov.uk/online-applications/,1,1,yes,"Work has started on site. Full: Change of use of first, second and third floors to provide 5x apartments (Use Class C3), replacement of upper floor windows to three elevations and installation of security shutter to re",2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,EY054,"Ace Case Ltd, Pennine House, New Road, Earby",-2.144,53.9151,http://www.pendle.gov.uk/downloads/file/10008/site_plan_ey054_-_ace_case_ltd_pennine_house_new_road_earby,0.06,not owned by a public authority,,permissioned,full planning permission,2016-02-09,https://publicaccess.pendle.gov.uk/online-applications/,5,5,yes,No work has commenced at this site. No Building Control records available for this development. Owner did not return the Housing Land Survey form.. Full: Demolition of Pennine House and erection of five houses and on-site parking (Re-Submission).,2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,EY082,"Coronation Hall, Cemetery Road, Earby",-2.1406,53.917,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.036,not owned by a public authority,,permissioned,full planning permission,2019-03-04,https://publicaccess.pendle.gov.uk/online-applications/,1,1,yes,Work has started on site. Full: Change of use from Library (Use Class D1) to 9 No. residential apartments (Use Class C3) with some external alterations.,2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,FO034,"Weston Electrical Units Ltd, County Brook Lane, Foulridge",-2.1724,53.8774,http://www.pendle.gov.uk/downloads/file/10009/site_plan_fo034_-_weston_electrical_units_ltd_county_brook_lane_foulridge,0.99,not owned by a public authority,,permissioned,full planning permission,2015-07-10,https://publicaccess.pendle.gov.uk/online-applications/,22,22,yes,"Work has not started at this site. No Building Control records available. Owner has returned the Housing Land Survey form indicating that the site is still available for development but has not provided timescales for work to start.. Full: Major: Demolition of commercial buildings, erection of twenty two dwelling houses (3 terraced, 16 semis and 3  detached) accessed off Station Road and Whitemoor Lane including estate roads.",2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,LE023,Land to North West of Laneshawbridge,-2.1214,53.8626,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.25,not owned by a public authority,,permissioned,outline planning permission,2018-06-26,https://publicaccess.pendle.gov.uk/online-applications/,5,5,yes,No work has been started been started on this site as yet.. Outline: Major: Residential development of land 0.25ha for ten dwellinghouses (Access only).,2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,NH008,"Former Spen Brook Mill, Spen Brook Road, Spen Brook",-2.2682,53.8454,http://www.pendle.gov.uk/downloads/file/10010/site_plan_nh008_-_former_spen_brook_mill_spen_brook_road_spen_brook,1.98,not owned by a public authority,,permissioned,full planning permission,2015-04-02,https://publicaccess.pendle.gov.uk/online-applications/,28,28,yes,"Development at the site has not yet started. This site is a major development and a site specific viability appraisal was carried out as part of the planning application process. This appraisal indicated that the development of the site is viable. No Building Control records available. Owner did not return the Housing Land Survey form.. Full: Major: Demolition of industrial buildings, conversion of Spenbrook Mill to 10 No. residential units and erection of 18 No. residential units with associated landscaping, access, car parking and associated works.",2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,NN103,"Marsden Hall Farm, Walton Lane, Nelson",-2.1852,53.8391,http://www.pendle.gov.uk/downloads/file/10011/site_plan_nn103_-_marsden_hall_farm_walton_lane_nelson,0.3,not owned by a public authority,,permissioned,full planning permission,2015-01-06,https://publicaccess.pendle.gov.uk/online-applications/,8,8,yes,Work has not started at this site - Outline permission only. A Reserved Matters application has not been submitted. No Building Control records available. Owner did not return the Housing Land Survey form.. Full: Major: Demolition of barn and green houses; erection of 8 no. dwellings; alterations to Marsden Park Cottage; part demolition and erection of two storey side extension to Farm Cottage; and alterations to perimeter wall.,2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,NN124,"Barkerhouse Road Day Nursery, Barkerhouse Road, Nelson",-2.1976,53.8355,http://www.pendle.gov.uk/downloads/file/10012/site_plan_nn124_-_barkerhouse_road_day_nursery_barkerhouse_road_nelson,0.32,not owned by a public authority,,permissioned,outline planning permission,2014-12-03,https://publicaccess.pendle.gov.uk/online-applications/,12,12,yes,Development at this site has not started - Outline permission only. A Reserved Matters application has not been submitted. The planning permission is due to expire in December 2017. No Building Control records available. Unclear as to whether the site will come forward. Retain in five year supply until end of 2017/18. The agent for the owner has moved away.. Outline: Major: Residential development for twelve dwelling house (Access and Layout only) and demolition of existing nursery building.,2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,NN128,"Land adjacent to Ambulance Station, Rakeshouse Road, Nelson",-2.2037,53.8445,http://www.pendle.gov.uk/downloads/file/10014/site_plan_nn128_-_land_adjacent_to_ambulance_station_rakeshouse_road_nelson,0.09,not owned by a public authority,,permissioned,outline planning permission,2014-07-01,https://publicaccess.pendle.gov.uk/online-applications/,8,8,yes,"Development at this site has not started. A new planning application was approved in April 2017. No Building Control records available.. Full: Erection of 8 apartments in two, 2 storey blocks with associated car parking and landscaping.",2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,NN143,"Nelson Discount Furniture, Cooper Street, Nelson",-2.2132,53.8405,http://www.pendle.gov.uk/downloads/file/10016/site_plan_nn143_-_nelson_discount_furniture_cooper_street_nelson,0.04,not owned by a public authority,,permissioned,full planning permission,2015-12-23,https://publicaccess.pendle.gov.uk/online-applications/,5,5,yes,Work has not started at this site. No Building Control records available. Owner did not return the Housing Land Survey form.. Full: Conversion and partial demolition of existing building to create 5 dwellings with associated external alterations,2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,NN154,"68-70 Manchester Road, Nelson",-2.2176,53.8355,http://www.pendle.gov.uk/downloads/file/10017/site_plan_nn154_-_68-70_manchester_road_nelson,0.02,not owned by a public authority,,permissioned,full planning permission,2017-02-10,https://publicaccess.pendle.gov.uk/online-applications/,8,8,yes,Work has not started at this site. A Building Control application for the proposal was refused. Owner did not return the Housing Land Survey form.. Full: Conversion of HMO to 8 self-contained flats and insertion of two window openings to first and second floors at side.,2017-12-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,NN166,"Eastern House, 29-37 Macleod Street, Nelson",-2.2208,53.836,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,2.025,not owned by a public authority,,permissioned,full planning permission,2018-07-12,https://publicaccess.pendle.gov.uk/online-applications/,20,20,yes,No work has been started been started on this site as yet.. Full: Demolition of warehouse (29 - 37 McLeod St) and erection of a row of five dwellinghouses.,2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,NN169,Pendle Rise Estates Phoenix Chambers,-2.213,53.8367,http://www.pendle.gov.uk/downloads/file/10031/site_plan_sh013_-_salterforth_mill_earby_road_salterforth,0.093,not owned by a public authority,,not permissioned,,,,39,39,yes,No work has been started been started on this site as yet.,2019-10-14,2019-10-14,
http://opendatacommunities.org/id/district-council/pendle,P022,"Walk Mill, Green Road / Spring Gardens Road, Colne",-2.1743,53.8533,http://www.pendle.gov.uk/downloads/file/10018/site_plan_p022_-_walk_mill_green_road_spring_gardens_road_colne,2.99,not owned by a public authority,,not permissioned,,,,101,120,yes,The Council's viability model suggests that this type of site is unlikely to be viable to develop. The owners of the site are consolidating their premises and have indicated their intention to release the site for housing. The current economic circumstances are restricting the progress of this scheme. There is no up-to-date information available as to the current intentions of the owner to bring the site forward. The site could come forward in the 11-15 year period.,2017-12-14,2019-10-14,
