OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,,BF001,"Land at Donnithorne Avenue, Nuneaton",-1.46404,52.508506,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2019,0.48,owned by a public authority,not permissioned,,,,yes,28,,,"The site comprises of former allotment land adjoining the canal

Allocated as a Non-strategic site in NBBC Borough Plan 2011-2031, (NUN015)",,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,,BF002,"Stockingford Sports and Social Club and Bungalow, Arbury Road, Nuneaton",-1.498978,52.522449,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2019,0.68,not owned by a public authority,not permissioned,,,,yes,67,,,"The site comprises of informal car parking, a residential property and club with some old industrial buildings.

Allocated as a Non-strategic site in NBBC Borough Plan 2011-2031, (NUN043)",,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,,BF003,"King Edward Road, Nuneaton",-1.459778,52.522025,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2019,0.45,not owned by a public authority,not permissioned,,,,yes,44,,,"The site comprises of light industrial/office/education  buildings and associated parking.

Allocated as a Non-strategic site in NBBC Borough Plan 2011-2031, (NUN047)",,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,,BF004,"Rear of 68 King Edward Road, Nuneaton",-1.460221,52.521964,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2020,0.28,not owned by a public authority,not permissioned,,,,yes,27,,,"This is a clear site with rubble hard-core in situ. 

The site is adjacent to BF003

Allocated as a Non-strategic site in NBBC Borough Plan 2011-2031, (NUN051)",,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,,BF005,"Pine Tree Road, Bedworth",-1.463804,52.485508,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2021,0.22,owned by a public authority,not permissioned,,,,yes,22,,,"The site comprises of a series of lock-ups and garages on an existing estate. The surrounding hard standing has overgrown and is now derelict. This site offers good infill opportunity.

Allocated as a Non-strategic site in NBBC Borough Plan 2011-2031, (NUN060)",,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,,BF006,"Rear of 25-39 Whitburn Road, Bedworth",-1.510773,52.475606,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2022,0.24,not owned by a public authority,permissioned,full planning permission,2017-04-11,https://customer.nuneatonandbedworth.gov.uk/en/AchieveForms/?form_uri=sandbox-publish://AF-Process-bb4f1551-25f7-4c9d-9504-359555b4764c/AF-Stage-52bb890a-7580-4889-8b19-31d27fd8a3bd/definition.json&redirectlink=/en&cancelRedirectLink=/en&consentMessage=yes&noLoginPrompt=1,yes,14,,,"""The site is scrub land and an area of informal parking. The site is adjacent to a popular well maintained pub.

Allocated as a Non-strategic site in NBBC Borough Plan 2011-2031 (NUN061)

Planning permission was granted on 11/04/2017 for 14 dwellings 033762""",,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,,BF007,"New Inn Public House, Bulkington",-1.417344,52.476488,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2023,0.31,not owned by a public authority,permissioned,full planning permission,2017-04-13,https://customer.nuneatonandbedworth.gov.uk/en/AchieveForms/?form_uri=sandbox-publish://AF-Process-bb4f1551-25f7-4c9d-9504-359555b4764c/AF-Stage-52bb890a-7580-4889-8b19-31d27fd8a3bd/definition.json&redirectlink=/en&cancelRedirectLink=/en&consentMessage=yes&noLoginPrompt=1,yes,14,44,,"""Existing public house, garden and carpark.

Allocated as a Non-strategic site in NBBC Borough Plan 2011-2031 (NUN065)

Planning permission was granted on 13/04/2017 for 14 dwellings Ref: 034236

Planning permission granted 12/03/2019 for 44 dwellings Ref: 035641""",,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,,BF008,"Rear of Park Road flats, Bedworth",-1.476526,52.47947,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2024,0.18,owned by a public authority,not permissioned,,,,yes,17,,,"Vacant land - disused play area

Allocated as a Non-strategic site in NBBC Borough Plan 2011-2031 (NUN075)",,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,,BF009,"Charity Docks, Land rear of Furnace Road/Beechwood Road, Bedworth",-1.464398,52.487561,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2025,2.16,owned by a public authority,not permissioned,,,,yes,66,,,"Previously used as garage courts and parking

Allocated as a Non-strategic site in NBBC Borough Plan 2011-2031 (NUN174)",,,
http://opendatacommunities.org/id/district-council/nuneaton-and-bedworth,,BF010,"St Marys Road Council Depot, St Marys Road, Nuneaton",-1.469164,52.528325,https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2026,2.34,owned by a public authority,permissioned,full planning permission,2018-07-06,https://customer.nuneatonandbedworth.gov.uk/en/AchieveForms/?form_uri=sandbox-publish://AF-Process-bb4f1551-25f7-4c9d-9504-359555b4764c/AF-Stage-52bb890a-7580-4889-8b19-31d27fd8a3bd/definition.json&redirectlink=/en&cancelRedirectLink=/en&consentMessage=yes&noLoginPrompt=1,yes,95,143,,"""2016/17: Council depot site. The depot has  relocated.

2017/18: Full planning permission 035402 for residential development of 95 affordable units granted permission.

Allocated as a Non-strategic site in NBBC Borough Plan 2011-2031 for 143 dwellings (NUN191)

2018/19 The development is under construction""",,,2019-03-31
