OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/east-riding,East Riding of Yorkshire,127,Land South of Wilson Street Anlaby with Anlaby Common,-0.434049,53.745454,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,0.32,not owned by a public authority,permissioned,full planning permission,2016-07-05,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/03991/PLF,yes,,,,15/03991/PLF (PP),2016-07-12,2017-12-04,
http://opendatacommunities.org/id/unitary-authority/east-riding,East Riding of Yorkshire,129,Land At St Catherines Cottage And Jesfield Main Street Barmby Moor,-0.821252,53.931332,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,0.27,not owned by a public authority,permissioned,full planning permission,2012-07-25,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/12/01316/PLF,yes,,,,12/01316/PLF (PP),2016-07-12,2017-12-04,
http://opendatacommunities.org/id/unitary-authority/east-riding,East Riding of Yorkshire,130,Land East of Glebe Gardens Beeford,-0.278492,53.972804,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,0.79,not owned by a public authority,permissioned,outline planning permission,2016-04-26,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/02387/OUT,yes,,,,15/02387/OUT (PP),2016-07-12,2017-12-04,
http://opendatacommunities.org/id/unitary-authority/east-riding,East Riding of Yorkshire,191,"Ringley Farm, 79 High Street Bempton",-0.182897,54.13166,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,0.16,not owned by a public authority,permissioned,outline planning permission,2016-07-19,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/01744/OUT,yes,,,,15/01744/OUT (PP),2017-12-04,2017-12-04,
http://opendatacommunities.org/id/unitary-authority/east-riding,East Riding of Yorkshire,91,Longcroft Lower School Church Road Beverley,-0.453076,53.851319,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2.27,owned by a public authority,not permissioned,,,,yes,,,,BEV-C (AD),2016-07-12,2017-12-04,
http://opendatacommunities.org/id/unitary-authority/east-riding,East Riding of Yorkshire,131,Beverley College Gallows Lane Beverley,-0.445788,53.847676,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,2.73,not owned by a public authority,permissioned,reserved matters approval,2014-04-22,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/14/00428/STREM,yes,,,,14/00428/STREM (PP),2016-07-12,2017-12-04,
http://opendatacommunities.org/id/unitary-authority/east-riding,East Riding of Yorkshire,90,Land South of Holme Church Lane Beverley,-0.410796,53.840996,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,0.52,not owned by a public authority,not permissioned,,,,yes,,,,BEV-F (AD),2016-07-12,2017-12-04,
http://opendatacommunities.org/id/unitary-authority/east-riding,East Riding of Yorkshire,59,South of Lord Roberts Road Beverley,-0.427489,53.840112,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,1,owned by a public authority,not permissioned,,,,yes,,,,BEV-N (AD),2016-07-12,2017-12-04,
http://opendatacommunities.org/id/unitary-authority/east-riding,East Riding of Yorkshire,192,Land at Chantry Lane Junction Beverley,-0.421797,53.841253,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,0.11,not owned by a public authority,pending decision,,,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/15/00532/PLF,yes,,,,15/00532/PLF (PE),2017-12-04,2017-12-04,
http://opendatacommunities.org/id/unitary-authority/east-riding,East Riding of Yorkshire,193,"Keldgate Manor, Keldgate Beverley",-0.427174,53.837642,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,0.53,not owned by a public authority,permissioned,full planning permission,2016-11-02,https://newplanningaccess.eastriding.gov.uk/newplanningaccess/PLAN/16/01259/STPLF,yes,,,,16/01259/STPLF (PP),2017-12-04,2017-12-04,
