OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/kirklees,Kirklees Council,BLR_001,"""Land to the north of, Hall Lane, Thornhill, Dewsbury, WF12 0PL""",-1.614600,53.667040,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,0.77801,owned by a public authority,permissioned,outline planning permission,2016-01-25,http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2014%2f92815,yes,0,0,,Part of a larger site that includes some greenfield land.,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/metropolitan-district-council/kirklees,Kirklees Council,BLR_002,"""Land to the south of, Lock Street, Thornhill, Dewsbury, WF12 9BZ""",-1.624930,53.674630,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,1.98518,not owned by a public authority,permissioned,outline planning permission,2015-04-17,http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2013%2f90249,yes,0,0,,Part of a larger site that includes some greenfield land.,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/metropolitan-district-council/kirklees,Kirklees Council,BLR_003,"""Headfield Mills, Savile Road, Savile Town, Dewsbury, WF12 9NP""",-1.635940,53.682220,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,1.18597,not owned by a public authority,not permissioned,,,,yes,0,0,,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/metropolitan-district-council/kirklees,Kirklees Council,BLR_004,"""Land north west of, Forge Lane, Thornhill Lees, Dewsbury""",-1.644660,53.674880,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,2.67662,not owned by a public authority,not permissioned,,,,yes,0,0,,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/metropolitan-district-council/kirklees,Kirklees Council,BLR_005,"""Land at, Carlton Road/Hirst Road, Dewsbury""",-1.634650,53.695930,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,0.48531,not owned by a public authority,not permissioned,,,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2008%2f90245,,0,0,,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/metropolitan-district-council/kirklees,Kirklees Council,BLR_006,"""Site of former Woolpack Inn, 167, Heckmondwike Road, Dewsbury Moor, Dewsbury, WF13 3NS""",-1.658090,53.694940,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,0.17373,not owned by a public authority,permissioned,full planning permission,2017-11-01,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2017%2f90555,yes,0,0,,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/metropolitan-district-council/kirklees,Kirklees Council,BLR_007,"""Pepperoyd Mills, Pepper Royd Street, Dewsbury, WF13 1PA""",-1.623620,53.694800,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,0.57184,not owned by a public authority,not permissioned,,,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2010%2f93442,,0,0,,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/metropolitan-district-council/kirklees,Kirklees Council,BLR_008,"""Forge Lane, Dewsbury, WF12 9AA""",-1.643470,53.674350,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,1.85054,not owned by a public authority,permissioned,outline planning permission,2017-03-17,https://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2013%2f92657|http://www.kirklees.gov.uk/beta/planning-applications/search-for-planning-applications/detail.aspx?id=2004%2f94709,,0,0,,Part of a larger site containing some greenfield land.,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/metropolitan-district-council/kirklees,Kirklees Council,BLR_009,"""Cliffe Street, Dewsbury""",-1.627030,53.694780,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,1.26888,owned by a public authority,not permissioned,,,,yes,0,0,,,2017-12-20,2017-12-20,
http://opendatacommunities.org/id/metropolitan-district-council/kirklees,Kirklees Council,BLR_010,"""Red Laithes Court, Red Laithes Lane, Ravensthorpe, Dewsbury, WF13 3DB""",-1.663970,53.682070,https://mapping.kirklees.gov.uk/connect/analyst/mobile/#/main?mapcfg=Kirklees%20Brownfield%20Land%20Register,0.45106,owned by a public authority,not permissioned,,,,,0,0,,,2017-12-20,2017-12-20,
