OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/purbeck,BR/03/001,"Former Bere Regis primary school, Rye Hill, Bere Regis",-2.218153,50.747808,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/brownfield-register-purbeck.aspx,0.3,owned by a public authority,,not permissioned,,,,9,9,yes,Only part of site brownfield - school building SHLAA 6/03/1336,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/11/002,"Binnegar Hall, East Stoke, Wareham",-2.165649,50.683987,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/brownfield-register-purbeck.aspx,1.66,not owned by a public authority,,permissioned,full planning permission,2016-07-01,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43598,50,50,yes,"SHLAA 6/11/1337. ""Alterations, extensions and changes of use of existing buildings to Class C3 residential use - 23 dwellings - 9 houses and 14 flats/maisonettes""",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/11/003,"Kemps Country House Hotel, East Stoke, Wareham",-2.171199,50.683471,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/brownfield-register-purbeck.aspx,0.1,not owned by a public authority,,permissioned,full planning permission,2015-09-03,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43391,6,6,yes,"Other application number 6/2015/0005. ""Change of use of Kemps Country House to 6 dwellings with associated alteration works, extension to the coach house, parking and landscaping.""",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/15/004,"Bere Farm, Lytchett Minster",-2.083202,50.740534,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/brownfield-register-purbeck.aspx,0.51,not owned by a public authority,,not permissioned,,,,15,15,yes,SHLAA 6/15/1373,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/20/006,"Former Police Station Premises, Argyle Road and Kings Road West, Swanage",-1.964994,50.609202,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/brownfield-register-purbeck.aspx,0.03,not owned by a public authority,,permissioned,,2016-12-22,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=45183,6,6,yes,. Alterations and extensions to former police station to facilitate conversion to 6 dwellings,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/20/007,"Cauldron Barn caravan site, Swanage",-1.966571,50.616507,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/brownfield-register-purbeck.aspx,0.39,not owned by a public authority,,not permissioned,,,,6,6,yes,SHLAA 6/20/1332,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/20/008,"former grammar school, Northbrook Road, Swanage",-1.964128,50.620479,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/brownfield-register-purbeck.aspx,0.93,not owned by a public authority,,permissioned,,,,40,40,yes,Only part of the former school site is brownfield -the majority is that which was orginally set aside as a site for Swanage School.,2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/20/009,"1 The Pier Head, High St, Swanage",-1.953617,50.607528,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/brownfield-register-purbeck.aspx,0.16,not owned by a public authority,,permissioned,full planning permission,2015-07-31,https://planningsearch.purbeck-dc.gov.uk/PlanAppDisp.aspx?recno=43215,8,8,yes,"Other application numbers 6/2014/0166|6/2011/0812. ""Demolition Pier Head Building and associated out buildings, erect two new buildings to form eight flats, restaurant, pizza oven, ice cream parlour and gallery.  Landscape site and form new vehicular parking in basement""",2017-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/23/011,"'Former Gas Works Site, Wareham''",-2.109799,50.68836,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/brownfield-register-purbeck.aspx,0.3,not owned by a public authority,,not permissioned,,,,10,10,yes,Allocated in Wareham Neighbourhood Plan for residential development,2018-12-31,2018-12-31,
http://opendatacommunities.org/id/district-council/purbeck,BR/23/012,"'Former Wareham Middle School, Wareham''",-2.118567,50.684754,https://www.dorsetforyou.gov.uk/planning-buildings-land/planning-policy/purbeck/brownfield-register-purbeck/brownfield-register-purbeck.aspx,1.2,owned by a public authority,,not permissioned,,,,35,35,yes,Allocated in Wareham Neighbourhood Plan for residential development,2018-12-31,2018-12-31,
