OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 1,"Land West of Ashton Rd., Roade, NN7 2LF",-0.892718,52.154797,,11.1,,,,,,,,,,Former Pianoforte Site:vacant commercial site with more than two-thirds previously developed with less than a third Greenfield land located to the south of Roade. Site area 11.1ha with 0.5ha for employment and/or doctors surgery,,2019-10-20,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 2,"Burcote Road, Towcester, NN12 6TF & NN12 6LX",-0.983727,52.125155,,3.74,,,,,,,,,,Brownfield Site; Hybrid application. [2.75 Brownfield newbuilt; 0.99 Greenfield newbuilt];,,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 3,"Brackley Sawmills, Northampton Road Brackley, NN13 7DL",-1.098558,54.116291,,2.36,,,,,,,,,,2nd built-out stage: Former Brackley Sawmills Northampton Road Brackley,,2019-10-20,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 4,"Moat Lane, Towcester, NN12 6AD [58 units]",-0.988799,52.133381,,2.74,,,,,,,,,,Originally WNDC Outline Planning Permission - Outline application for regeneration of Moat Lane; residential development is just part of an otherwise dominantly comm. development site,,2019-10-20,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 5,"Land south of Syresham Village Hall, Syresham, NN13 5HL [next to 42a High Sreet, Syresham ]",-1.085292,52.066611,,1.37,,,,,,,,,,"Hybrid application: Green and brownfield land involved: Land contains old Village Hall!; 1.366ha covers the whole site for both, the res. & commun. Parts of the dev'mt.",,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 6,"Hayes Road, Deanshanger, MK19 6HP & MK19 6FA & MK19 6HR",-0.884884,52.050563,,1.63,,,,,,,,,,Redevelopment of the former Elementis Works site  (Site 1); [SNC588 partially built out with app. 2/2009/0411/P],,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 7,"Moat Lane, Towcester, NN12 6AD [17 units]",-0.988798,52.133444,,0.5,,,,,,,,,,Comprising of 4 smaller commercial sites within previous Plg. application S/2012/1476/MAF,,2019-10-20,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 8,"Britannia Works, High Street & Maltings Row, Deanshanger, MK19 6HR",-0.886645,52.050121,,0.28,,,,,,,,,,"Former Britannia Works: no site ref. in SHLAA 2012, though site is in between SNC454 & SNC588]",,2019-10-20,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 11,"The Hunters, The Green Deanshanger, MK19 6HL",-0.884344,52.048212,,0.35,,,,,,,,,,Conversion of former ambulance headquarters,,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 13,"Sun Moon and Stars, 64 High Street Blisworth NN7 3BJ",-0.942419,52.174413,,1.08,,,,,,,,,,Conversion of Public House,,2019-10-20,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 14,"Aynhoe Park House, Aynhoe Park, Aynhoe, OX17 3BQ",-1.252893,51.993259,,5.41,,,,,,,,,,"Hybrid application: Proposed business use within [change of use of part of the main house] existing building and new residential, 5.41 whole site",,2019-10-20,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 15,"Mill Lane, Brackley, NN13 7AL [&NN13 7XU ]",-1.13509,52.029163,,0.36,,,,,,,,,,Former Hawkins Salmon Site Mill Lane Brackley,,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 16,"100 High Street, Brackley, NN13 7DR",-1.143961,52.033255,,0.73,,,,,,,,,,"Office to Res., applicants have not discharged conditions at 20/11/17",,2019-10-20,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 17,"Old School House, Station Road, Cogenhoe",-0.788149,52.237538,,0.73,,,,,,,,,,"Change of Use of Square Bear, The Old School House Station Road",,2019-10-20,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 18,"50 Church Street, Cogenhoe",-0.784232,52.239925,,0.15,,,,,,,,,,"Convers,/ Extention of former barn & new builts on former Manor Works",,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 19,"Silverstone C Of E Primary [Junior] School Green Lane, Silverstone, 4 Home Cl, Silverstone, Towcester NN12 8DL [to 5 res.units]",-1.026903,52.088405,,0.49,,,,,,,,,,"Redevelopment of former school: School still operates as Primary school, at appl. Date - site owned by Church of England, National Society for the Promotion of Education, appl. Northamptonshire County Council",,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 20,"Hartwell Road, Roade",-0.888383,52.155737,,0.6,,,,,,,,,,B8 to C3: Land at Hartwell Road Roade:,,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 21,"Silverstone Infants School High Street Silverstone NN12 8US, Silverstone [to 4 res. units]",-1.027182,52.090368,,0.35,,,,,,,,,,"Redevelopment of former school site,  [Northamptonshire County Council owned.], permananttly closed as school, no new application has come in for this site",,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 22,"Mill Lane, Brackley, NN13 7AL [&NN13 7XU ]",-1.13509,52.029163,,1.48,,,,,,,,,,"Former Hawkins Salmon Site Mill Lane Brackley, total site area used for timber works , storage and associated office use is 1.84ha; proposed density in SHLAA 2012 is",,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 23,"Tuwesten Road, Brackley",-1.13687,52.035137,,14,,,,,,,,,,This site is more than two-thirds greenfield with less than a third previously developed site to the west of Brackley. Small pocket of land to the east within Group TPO. There is a county wildlife site that straddles the boundary to the south. A very small part of the site also falls within a FRZ 2 and 3 to the south. NCC Highways consider that access is suitable within site limits and that there would be a moderate impact on county roads. The Highways Agency considers the impact on the SRN is medium (A43). The site is being promoted for employment but it is considered that it is also suitable for residential use.,,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 24,Short Lane,,,,,,,,,,,,,,Net Developable Area recalculated at 30 dwellings per hectare to reflect current market conditions. Site capacity therefore reduced from original SHLAA assessment.,,2017-11-21,
http://opendatacommunities.org/id/district-council/south-northamptonshire,BFL 26,"Green Lane Nursery Springfield, Towcester NN12 6TQ",-1.002176,52.127102,,1.3,,,,,,,,,,"Site curently contains 2-3 occupied dwellings with gardens and some derelict land. Site is neighboured by a restaurant, which is  disconnected from the hig-tier road network [Dec. 2017], but is close to the A43 bypass. Original application for greenhose containes both sites, the SHLAA area and the area of the restaurant.",,2017-11-21,
