OrganisationURI,SiteReference,GeoX,GeoY,Hectares,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR1,-1.405267,54.101492,3.02,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR2,-1.397657,54.087998,0.33,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR3,-1.392777,54.09986,5.54,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR5,-1.499522,54.068594,1.12,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR6,-1.696291,54.05692,1.44,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR7,-1.495354,53.991368,0.25,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR8,-1.551779,53.982687,0.38,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR9,-1.513268,53.990074,0.95,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR10,-1.538462,53.987844,0.25,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR11,-1.554112,53.968351,3.82,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR12,-1.537887,53.993597,0.48,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR13,-1.529113,54.001331,0.31,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR14,-1.55936,53.981946,0.52,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR15,-1.545238,53.976976,3.42,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR16,-1.534879,53.997957,0.8,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR17,-1.561871,53.984488,2.32,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR19,-1.459219,54.013495,0.99,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR20,-1.467029,54.009856,0.32,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR22,-1.464607,53.993013,0.32,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR23,-1.388375,53.946129,0.39,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR24,-1.282651,53.9981,1.08,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR25,-1.284255,53.997027,0.68,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR26,-1.638615,54.165783,0.75,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR27,-1.659836,54.224035,1.03,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR28,-1.36272,54.061242,0.25,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR29,-1.405193,54.076756,0.91,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR30,-1.561507,54.184968,0.46,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR32,-1.762905,54.088387,0.52,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR33,-1.763428,54.087913,0.61,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR35,-1.519954,54.131103,0.25,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR36,-1.51384,54.145156,1.41,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR37,-1.522933,54.14051,0.38,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR39,-1.535238,54.12746,0.68,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR40,-1.546674,54.143814,11.88,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR41,-1.553204,54.145966,32.89,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR42,-1.518104,54.141335,2.63,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR43,-1.552906,54.141329,2.81,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR44,-1.540539,54.140666,1.5,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR45,-1.521529,54.137207,0.23,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR46,-1.702629,54.061197,0.61,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR47,-1.30441,53.963553,47.79,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR48,-1.506946,54.186842,0.95,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR50,-1.539015,53.988124,0.43,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR55,-1.462107,54.011688,1.01,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR56,-1.521985,54.137869,0.3,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR57,-1.743069,54.075613,7.18,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR59,-1.536676,53.988869,0.12,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR60,-1.529558,53.998269,0.04,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR62,-1.524283,54.137819,0.06,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR63,-1.615532,54.059498,0.22,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR65,-1.529355,53.998122,0.07,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR66,-1.519503,54.133332,0.15,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR67,-1.535358,54.002709,0.05,2017-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR68,-1.591476,54.069734,0.7,2017-10-04,2019-10-04,2019-10-04
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR69,-1.55109,53.992922,1.46,2018-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR70,-1.562187,54.077764,0.39,2018-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR71,-1.524297,54.137588,0.13,2018-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR72,-1.518208,54.132985,0.04,2018-10-04,2019-10-04,
http://opendatacommunities.org/id/geography/administration/nmd/E07000165,BR73,-1.5489,53.984713,0.04,2018-10-04,2019-10-04,2019-10-04
