OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,452,Bowesfield Riverside Phase 1,-1.315471,54.54524,https://www.stockton.gov.uk/media/876517/brownfield_register_452.pdf,65.45,not owned by a public authority,,not permissioned,,,,148,148,,13/1667/RNW (10/0244/OUT). Residential development and shop (250 square metres),2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,506,"Kingfisher Way, Bowesfield Park",-1.315912,54.542941,https://www.stockton.gov.uk/media/876520/brownfield_register_506.pdf,13.63,not owned by a public authority,,permissioned,outline planning permission,2012-08-16,,37,37,yes,11/2450/OUT. Residential development of up to 37 dwellings,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,630,"77 Station Road, Billingham",-1.295577,54.59725,https://www.stockton.gov.uk/media/876528/brownfield_register_630.pdf,1.74,not owned by a public authority,,permissioned,outline planning permission,2015-06-15,,12,12,yes,15/0604/OUT. Demolition of existing building and construction of residential development,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,EPY15,"South of Kingfisher Way, Bowesfield",-1.317983,54.542018,https://www.stockton.gov.uk/media/876514/brownfield_register_epy15.pdf,5.39,not owned by a public authority,,not permissioned,,,,20,30,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,268,Former Roseworth Public House,-1.340055,54.588954,https://www.stockton.gov.uk/media/876523/brownfield_register_268.pdf,2.03,not owned by a public authority,,permissioned,full planning permission,2017-05-12,,12,12,yes,16/2835/FUL. 12 dwelling houses and 2no. apartments with associated off street parking,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,698,"Day Nursery, Martinet Road",-1.301559,54.539768,https://www.stockton.gov.uk/media/876525/brownfield_register_698.pdf,0.91,not owned by a public authority,,permissioned,outline planning permission,2017-06-30,,14,14,yes,16/2898/OUT. Three storey 14 unit block of flats (demolition of existing building).,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,S1,Boathouse Lane,-1.311529,54.556307,https://www.stockton.gov.uk/media/876526/brownfield_register_s1.pdf,71.71,not owned by a public authority,,not permissioned,,,,250,500,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,203,"Car Lot, Parkin Street",-1.315391,54.568515,https://www.stockton.gov.uk/media/876519/brownfield_register_203.pdf,1.92,not owned by a public authority,,permissioned,outline planning permission,2016-07-19,,43,43,yes,16/1026/OUT. Residential development of 43 flats,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,S23,"Alma House, Alma Street",-1.315272,54.569153,https://www.stockton.gov.uk/media/876527/brownfield_register_s23.pdf,6.18,not owned by a public authority,,not permissioned,,,,30,40,yes,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,T1,Tees Marshalling Yard,-1.288144,54.561043,https://www.stockton.gov.uk/media/876521/brownfield_register_t1.pdf,344.86,not owned by a public authority,,not permissioned,,,,900,1300,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,S7,Land off Grangefield Road (Millfield),-1.324424,54.565681,https://www.stockton.gov.uk/media/876516/brownfield_register_s7.pdf,171.55,not owned by a public authority,,not permissioned,,,,500,800,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,T13,Magister Road,-1.298296,54.539012,https://www.stockton.gov.uk/media/876522/brownfield_register_t13.pdf,6.03,not owned by a public authority,,not permissioned,,,,20,35,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,674,Navigation Way,-1.291806,54.563015,https://www.stockton.gov.uk/media/876518/brownfield_register_674.pdf,39.25,owned by a public authority,,permissioned,outline planning permission,2017-10-20,,96,150,yes,16/1603/OUT,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/stockton-on-tees,S31,Railway Street,-1.31402,54.574601,https://www.stockton.gov.uk/media/876515/brownfield_register_s31.pdf,43.33,owned by a public authority,,not permissioned,,,,120,200,,07/1265/FUL,2017-12-21,2017-12-21,
