OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/portsmouth,001,TIPNER WEST,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,6.56,mixed ownership,,not permissioned,,,,650,650,yes,Part of City Deal. Proposed for up to 650 dwelling mixed-use as part of larger development scheme for City Deal,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,002,TIPNER FIRING RANGE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,15.46,owned by a public authority,,not permissioned,,,,600,600,yes,Part of City Deal. Proposed for up to 600 dwelling mixed-use as part of larger development scheme for City Deal,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,003,LAND OFF AND BETWEEN M275 SOUTH OF TIPNER LAKE INCLUDING GREYHOUND STADIUM TWYFORD AVENUE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,11.29,owned by a public authority,,permissioned,outline planning permission,2012-03-30,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=L7GM7TMO5G000,600,600,yes,". Outline planning permission granted for up to 600 homes, 615sqm commercial floor space and sea wall. Permission granted for Park & Ride facility.",2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,004,"PORT SOLENT, HMS EXCELLENT",,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,25.34,mixed ownership,,not permissioned,,,,500,500,yes,"The site has considerable contaminated land issues through industrial use of the land, landfill and land reclamation. Therefore, before any development can take place the council will need to be satisfied that an  appropriate scheme for remediation of the site is in place to deal with the historic land contamination.. Allocated in Core Strategy (2011-2027) for approx. 500 homes. Also part of City Deal.",2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,005,"EUROPA HOUSE, HAVANT STREET",,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.26,,,permissioned,full planning permission,2015-06-18,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NJCF4FMOI3V00,200,200,yes,Subject to conditions. Change of use from office (Class B1) to halls of residence (Class C1) at levels 6-18 of Europa House and the annex building to form 262 study bedrooms with communal facilities,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,006,TRAFALGAR WHARF,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,3.23,not owned by a public authority,,pending decision,,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=MSUUZTMO5G000,160,160,yes,"The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination.. Resolution to grant permission for 163 units. Allocated for residential development in Portsmouth City Plan 2001-2011.",2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,007,DRAYTON DAIRY,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2.52,owned by a public authority,,permissioned,other,2017-09-20,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OL60SKMOJTS00,100,100,yes,Resolution to grant permission subject to S106.. Outline application for the construction of up to 108 dwellings,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,008,QINETIQ-FRASER BATTERY,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,5.45,not owned by a public authority,,not permissioned,,,,130,130,yes,. Previous planning application withdrawn for 131 residential dwellings. Recent refused planning application for access road to accommodate residential development.,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,009,QUEENS HOTEL,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.84,not owned by a public authority,,permissioned,full planning permission,2012-03-15,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=LDTP2UMO02T00,30,30,yes,Subject to conditions. Construction of eight-storey building comprising 38 apartments above extended landscapes podium level and associated car parking facilities,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,010,THE ROYAL BEACH HOTEL (EAST WING) ST HELENS PARADE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.11,,,permissioned,full planning permission,2013-07-18,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=KYYKV6MO04R00,40,40,yes,. Conversion of east wing to form 9 maisonettes and 31 flats including construction of mansard roof to form additional floor and external alterations,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,011,140-142 KINGSTON ROAD (BINGO HALL),,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.07,not owned by a public authority,,permissioned,full planning permission,2018-05-30,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OTLPCOMOG6Y00,10,10,yes,. Part demolition of former bingo hall and conversion to form retail unit (Class A1/A2) and 10 dwellinghouse; conversion/extension of outbuilding to form dwellinghouse; provision of associated refuse/ bicycle stores and car parking,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,012,GARAGES AT EXMOUTH ROAD,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.11,not owned by a public authority,,permissioned,full planning permission,2018-10-17,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P8I92PMOFOW00,8,8,yes,. Construction of 8 three-storey dwellinghouses following demolition of existing buildings,2018-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,013,"FORMER AQUATICS CENTRE, 201 HIGHLAND ROAD AND 197 AND LAND AT REAR",,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.25,not owned by a public authority,,permissioned,full planning permission,2015-09-11,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NR2RVQMOLKU00,7,7,yes,. Construction of four 3-storey houses and three 2-storey houses with associated access road and car parking after demolition of existing buildings,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,014,LAND SOUTH OF MARINA KEEP,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.19,not owned by a public authority,,not permissioned,,,,15,15,yes,"Promoted through SHLAA call for sites. The site has considerable contaminated land issues. The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination.. Site adjacent to existing marina, previously promoted for residential development.",2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,015,NORTH END KWIKSAVE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.17,not owned by a public authority,,not permissioned,,,,10,10,yes,". Vacant retail unit, being promoted for residential development",2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,016,108-112 ELM GROVE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.04,not owned by a public authority,,permissioned,full planning permission,2015-05-01,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NKXUNKMOIS300,15,15,yes,. Construction of 3-storey building to form a 17 study bedroom halls of residence for student use (Class C1) and 2 shops on ground floor (Class A1) with associated cycle and refuse stores,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,017,251-253 NEW ROAD (GOSPORT METAL TREATMENT),,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.06,not owned by a public authority,,permissioned,full planning permission,2017-02-01,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OGN2Y3MOHQM00,8,8,yes,. Construction of a terrace of nine 2 and 2.5-storey dwellinghouse,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,018,WIGHTLINK CAR PARK,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.35,not owned by a public authority,,not permissioned,,,,60,60,yes,"Promoted through SHLAA call for sites. The site has considerable contaminated land issues. Therefore, before any development can take place the council will need to be satisfied that thorough investigation of the site has taken place and an appropriate scheme for remediation of the site is in place to deal with the historic land contamination.. Existing car park site, identified as suitable for residential development",2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,019,PORTSMOUTH MAIL CENTRE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.5,not owned by a public authority,,not permissioned,,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P5VYDIMO0F800,150,150,yes,Promoted through SHLAA call for sites. Vacant site with potential for mixed use development including residential,2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,020,BRUNEL HOUSE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,0.27,not owned by a public authority,,permissioned,other,2017-09-20,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OT2TUNMO02T00,150,150,yes,. Prior approval for change of use from office (Class B1) to form 153 residential dwellings (Class C3),2017-12-18,2018-12-12,
http://opendatacommunities.org/id/unitary-authority/portsmouth,021,EAST LODGE,,,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,1.18,owned by a public authority,,permissioned,full planning permission,2013-12-05,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=MUIJE3MO5G000,50,50,yes,. Construction of 2-storey building to form 72 bed residential care home and car parking,2017-12-18,2018-12-12,
