OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br2,"Gibtel Transport Café, Colnbrook , SL3 8QG",-0.532473,51.488091,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br2.pdf,0.28,unknown ownership,not permissioned,,,,,,,,cfs99,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br3,"Post Office Sorting Office, Wellington Street",-0.585150,51.508351,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br3.pdf,1.25,unknown ownership,not permissioned,,,,,,,,SSA16,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br4,"Former Library, William Street",-0.595745,51.510078,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br4.pdf,0.34,owned by a public authority,not permissioned,,,,,,,,SSA13; Planning permission expired; Allocated site,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br5,"Queensmere Shopping Centre, Wellington Street, Slough, Berkshire, SL1 1LN",-0.591293,51.509624,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br5.pdf,1.69,unknown ownership,pending decision,,,,,,,,P/06684/015; Planning application agreed; Section 106 agreement signed,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br8,"227, Bath Road, Slough, SL1 5PP",-0.628714,51.517098,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br8.pdf,0.48,unknown ownership,permissioned,full planning permission,2017-05-11,,,,,,F/00730/081,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br9,"Former School Grounds, Belfast Avenue, Slough, SL1 3HH",-0.611562,51.521199,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br9.pdf,0.32,owned by a public authority,pending decision,,,,,,,,P/17086/000,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br10,"Alexandra Plaza, 33, Chalvey Road West, Slough, SL1 2NJ",-0.606163,51.506235,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br10.pdf,0.27,unknown ownership,pending decision,,,,,,,,P/08040/020,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br11,"Stoke Road Bus Depot, Stanley Cottages, SL2 5AQ",-0.592687,51.512908,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br11.pdf,0.54,mixed ownership,not permissioned,,,,,,,,cfs69,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br12,"Brunel Way, Slough, Berkshire.",-0.593793,51.511566,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br12.pdf,0.35,unknown ownership,not permissioned,,,,,,,,PreApp/00769,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/unitary-authority/slough,Slough Borough Council,br14,Merrymakers (and garage court/houses); Meadow Road,-0.557271,51.501556,http://www.slough.gov.uk/downloads/slough_brownfield_land_register_site_br14.pdf,0.51,owned by a public authority,not permissioned,,,,,,,,cfs40,2017-12-01,2017-12-01,
