OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/south-lakeland,BLR1,"Former Cedar House School, Kirkby Lonsdale",-2.604569,54.203419,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR01,0.87,not owned by a public authority,,permissioned,other,2017-04-13,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2016/0317&ApplicationNumber=&AddressPrefix=cedar+house+school&Postcode=&Submit=Search,20,20,yes,"Hybrid application, part full, part outline (pending RM app SL/2017/0421). Hybrid application for full planning permission for conversion of former school dining hall to six dwellings and part of the former main school building to two dwellings and outline planning permission for demolition of remaining former school buildings and erection of up to 12 residential dwellings with vehicular access.",2017-12-01,2017-12-01,
http://opendatacommunities.org/id/district-council/south-lakeland,BLR2,"Busher House, Busher Walk, Kendal",-2.748779,54.33282,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR02,0.17,owned by a public authority,,permissioned,other,2017-01-19,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=CU/2016/0014&ApplicationNumber=CU%2F2016%2F0014&AddressPrefix=&Postcode=&Submit=Search,16,16,yes,. Change of use from Use Class B1 (a) Offices to C3 (Residential) - 16 units.,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/district-council/south-lakeland,BLR3,"Sawyers Arms Hotel, Stricklandgate, Kendal",-2.747578,54.33103,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR03,0.03,not owned by a public authority,,permissioned,full planning permission,2015-07-16,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2015/0491&ApplicationNumber=SL%2F2015%2F0491&AddressPrefix=&Postcode=&Submit=Search,8,8,,". Conversion, demolition of rear extensions and extension of vacant public house to form 8 self-contained apartments.",2017-12-01,2017-12-01,
http://opendatacommunities.org/id/district-council/south-lakeland,BLR4,"Royal Hotel, Burton-in-Kendal",-2.720918,54.181811,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR04,0.26,not owned by a public authority,,permissioned,full planning permission,2014-11-27,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2010/0695&ApplicationNumber=SL%2F2010%2F0695&AddressPrefix=&Postcode=&Submit=Search|http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2017/0992&ApplicationNumber=&AddressPrefix=royal+hotel&Postcode=&Submit=Search,6,15,yes,". Demolition of outbuildings, conversion and alteration of redundant hotel to form 5 dwellings and construction of 10 dwellings with access road and car parking. (Permitted) Demolition of outbuildings, refurbishment and extension of public house and erection of six dwellings (Pending).",2017-12-01,2017-12-01,
http://opendatacommunities.org/id/district-council/south-lakeland,BLR5,"West End Nursery, Ulverston",-3.083931,54.186083,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR05,0.61,not owned by a public authority,,pending decision,,,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2017/0297&ApplicationNumber=SL%2F2017%2F0297&AddressPrefix=&Postcode=&Submit=Search,8,8,yes,". Demolition of existing building and site structures, erection of 87 dwellings (Use Class C3) with associated open space, landscaping and vehicular access.  Note: Permission covers greenfield and brownfield areas.",2017-12-01,2017-12-01,
http://opendatacommunities.org/id/district-council/south-lakeland,BLR6,"Depot on the south side of Parkside Road, Kendal",-2.742166,54.319991,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR06,0.18,not owned by a public authority,,pending decision,,,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2016/0575&ApplicationNumber=2016%2F0575&AddressPrefix=&Postcode=&Submit=Search,6,6,,". Outline Planning Application with some matters reserved for the development
of 6no. dwellings on land south of Parkside Road, Kendal.",2017-12-01,2017-12-01,
http://opendatacommunities.org/id/district-council/south-lakeland,BLR7,"Depot on the north side of Parkside Road, Kendal",-2.742001,54.321079,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR07,1.17,not owned by a public authority,,pending decision,,,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2016/0574&ApplicationNumber=2016%2F0574&AddressPrefix=&Postcode=&Submit=Search,43,43,,". Outline Planning Application with all matters, except for access, reserved
for the development of 43no. Dwellings.",2017-12-01,2017-12-01,
http://opendatacommunities.org/id/district-council/south-lakeland,BLR8,"Ulverston Town Hall, Queen St, Ulverston",-3.096275,54.195049,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR08,0.07,owned by a public authority,,pending decision,,,http://applications.southlakeland.gov.uk/planningapplications/detail.asp?AltRef=SL/2017/0737&ApplicationNumber=&AddressPrefix=ulverston+town+hall&Postcode=&CaseOfficer=&ParishName=&AreaTeam=&WardMember=&DateReceivedStart=&DateReceivedEnd=&DateDecidedStart=&DateDecidedEnd=&Locality=&AgentName=&ApplicantName=&ShowDecided=&DecisionLevel=&Sort1=FullAddressPrefix&Sort2=DateReceived+DESC,17,17,,. Change of use of existing building into 9 apartments and erection of new apartment block to rear to provide a further 8 units.,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/district-council/south-lakeland,BLR9,"Stables, Cartmel Racecourse, Cartmel",-2.954417,54.202351,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR09,0.48,not owned by a public authority,,not permissioned,,,,15,15,,,2017-12-01,2017-12-01,
http://opendatacommunities.org/id/district-council/south-lakeland,BLR10,"Mixed use allocation at Berners Pool, Grange",-2.913837,54.187027,https://my.southlakeland.gov.uk/mysouthlakeland.aspx?SouthLakes/MyMapsSouthLakes&SearchLayer=Brownfield&SearchField=site_ref&SearchValue=BLR10,0.61,owned by a public authority,,not permissioned,,,,20,40,yes,,2017-12-01,2017-12-01,
