OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/tandridge,CAT 041,"Maybrook House, 97 Godstone Road, Caterham, CR3 6RE",-0.075443,51.279296,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.33,not owned by a public authority,,permissioned,other,2017-04-28,2017/488/NC,26,26,yes,". Change of use from existing Class B1(a) (office) to Class C3 (dwelling), to provide 37 1xbed and 2xbed flats.. http://www.cartogold.co.uk/tandridgelocalplan/",2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,CAT 044,"Land at Fern Towers, Harestone Hill, Caterham, CR3 6SL",-0.079136,51.277738,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.18,owned by a public authority,,not permissioned,,,No recent relevant history,6,6,yes,. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,CAT 079,"Hallmark House, 2 Timber Hill Road, Caterham, CR3 6LD",-0.076112,51.282158,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.017,not owned by a public authority,,not permissioned,,,No recent relevant history,6,6,yes,. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,CAT 081,"Former Coulsdon Lodge, Coulsdon Road, Caterham, CR3 5NE",-0.097617,51.284703,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.39,not owned by a public authority,,not permissioned,,,No recent relevant history,15,15,yes,. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,GOD 021,"William Way Builders Merchants, 38-42 High Street, Godstone, RH9 8LW",-0.067258,51.250555,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.23,not owned by a public authority,,not permissioned,,,No recent relevant history,10,10,yes,. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,OXT 016,"Oxted Gas Holder, Nursery Way, Station Road East, Oxted, RH8 0BE",-0.002936,51.257047,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.91,not owned by a public authority,,pending decision,other,,2017/2064,60,60,yes,". Demolition of gasholder. Erection of 77 apartments together with the provision of enhanced access route, landscaping and associated car parking.. http://www.cartogold.co.uk/tandridgelocalplan/",2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,OXT 067,"Council Depot, Warren Lane, Hurst Green, Oxted, RH8 9DB",0.004296,51.234513,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,1.21,owned by a public authority,,not permissioned,,,No recent relevant history,50,50,yes,. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,SMA 015,"Park Chesterfield, Chapel Road, Smallfield, RH6 9NW",-0.114835,51.173721,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.54,not owned by a public authority,,not permissioned,,,No recent relevant history,15,15,yes,. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,WAR 016,"Amenity land at Edgeworth Close, Whyteleafe",-0.07848,51.30788,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.16,owned by a public authority,,not permissioned,,,No recent relevant history,6,6,yes,. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2015/655,"12-18 Southview Road, Warlingham CR6 9JE",-0.072052,51.302424,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.95,not owned by a public authority,,permissioned,full planning permission,2015-02-02,2015/655,1,1,yes,. Demolition of existing dwellings. Erection of 5 dwellings. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2017/198,"21 Westhall Park, Warlingham CR6 9HS",-0.062983,51.302814,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.27,not owned by a public authority,,permissioned,full planning permission,2017-06-02,2017/198,2,2,yes,. Demolition of existing dwelling. Erection of 3 dwellings.. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2017/358,"238 Godstone Road, Whyteleafe, CR3 0EF",-0.080298,51.308674,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.12,owned by a public authority,,permissioned,full planning permission,2017-07-27,2017/358,8,8,yes,". Erection of 8 flats and associated vehicular access, parking and landscaping.. http://www.cartogold.co.uk/tandridgelocalplan/",2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2015/2252,"41 Beadles Lane, Oxted, Surrey, RH8 9JG",-0.014785,51.250477,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.03,not owned by a public authority,,permissioned,full planning permission,2016-06-06,2015/2252,6,6,yes,". Demolition of existing former school building and erection of 4 x 3 bed semi detached dwellings, 2 x 5 bed detached dwellings, together with associated landscaping and car parking.. http://www.cartogold.co.uk/tandridgelocalplan/",2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2016/2228,"4A Rowplatt Lane, Felbridge RH19 2PA",-0.053563,51.138364,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.7,not owned by a public authority,,permissioned,full planning permission,2017-06-09,2016/2228,1,1,yes,. Demolition of existing dwelling. Erection of two dwellings. (Amended plans).. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2014/1378,"94 Westhall Road, Warlingham CR6 9HB",-0.068694,51.303807,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.3,not owned by a public authority,,permissioned,full planning permission,2014-10-27,2014/1378,1,1,yes,". Demolition of existing dwelling and outbuildings. erection of 2 detached dwellings with garaging, formation of new access from westhall road, closure of existing access and associated landscaping.. http://www.cartogold.co.uk/tandridgelocalplan/",2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2015/1419,"Beach Shaw, West Hill, Oxted RH8 9JD",-0.01101,51.253281,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.41,not owned by a public authority,,permissioned,full planning permission,2015-11-19,2015/1419,2,2,yes,". Demolition of existing dwelling house and ancillary swimming pool and sheds, erection of 3 detached houses and landscaping works. (Amended plans). http://www.cartogold.co.uk/tandridgelocalplan/",2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2016/553,"Beech Farm, Beech Farm Road, Warlingham CR6 9QJ",-0.014974,51.297306,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.45,not owned by a public authority,,permissioned,full planning permission,2016-10-04,2016/553,5,5,yes,". Proposed conversion of buildings and erection of extensions to provide 5 houses with associated parking, landscaping and removal of hardstanding. http://www.cartogold.co.uk/tandridgelocalplan/",2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2015/1227,"Bronzeoak House, Stafford Road, Caterham",-0.079842,51.282803,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.24,not owned by a public authority,,permissioned,full planning permission,2015-09-05,2015/1227,34,34,yes,. Demolition of existing office building. Erection of 34 flats with associated parking and landscaping.. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2016/911,"Burstow Lodge Business Centre, Rookery Lane, Smallfield RH6 9BD",-0.119659,51.180328,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.85,not owned by a public authority,,permissioned,outline planning permission,2017-06-02,2016/911,9,9,yes,. Demolition of existing commercial premises and erection of 9 dwellings. (Outline) (Revised site plan). http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2016/170,"Cherry Tree Farm, West Park Road, Newchapel RH7 6HP",-0.055773,51.164022,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,2.3,not owned by a public authority,,permissioned,full planning permission,2016-10-14,2016/170,1,1,yes,". Demolition of existing indoor manege, outbuildings and mobile home and erection of two detached dwellings with associated access, parking and landscaping (amended plans). http://www.cartogold.co.uk/tandridgelocalplan/",2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2016/1087,"Crab Hill Barn, Crab Hill Lane, South Nutfield RH1 5NR",-0.129577,51.21913,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.26,not owned by a public authority,,permissioned,full planning permission,2016-09-21,2016/1087,1,1,yes,. Conversion of outbuilding to dwelling. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2015/1926,"Former Rose and Young, 67 to 69 Croydon Road, Caterham CR3 6PD",-0.079089,51.284023,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.22,not owned by a public authority,,permissioned,full planning permission,2016-06-24,2015/1926,48,48,yes,. Demolition of existing buildings and structures and erection of a mixed use building to provide retail space on the ground floor with 48 apartments over with ancillary basement car parking and associated works and infrastructure. http://www.cartogold.co.uk/tandridgelocalplan/,2017-10-23,2017-10-23,
http://opendatacommunities.org/id/district-council/tandridge,2017/886,"Grasmere, Church Lane, Burstow, RH6 9TG",-0.134726,51.154067,https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,0.83,not owned by a public authority,,permissioned,full planning permission,2017-08-24,2017/886,1,1,yes,". Demolition of existing buildings and structures. Erection of two dwellinghouses, with provision of off-street parking, bin stores, alterations/extension to hardstanding, landscaping and associated works. http://www.cartogold.co.uk/tandridgelocalplan/",2017-10-23,2017-10-23,
