OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/stafford,16/24628/FUL,"128 North Walls, Stafford",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.02,not owned by a public authority,,permissioned,full planning permission,2016-11-01,http://www.staffordbc.gov.uk/planning-public-access,5,5,yes,Existing terraces (128-130 North Walls) converted into flats and bedsits (5 units) with new external access stair.,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/staffordshire-moorlands,15/21611/POTH,"69-70 Foregate Street, Stafford",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.13,not owned by a public authority,,permissioned,full planning permission,2015-02-23,http://www.staffordbc.gov.uk/planning-public-access,18,18,yes,Prior approval - change of use from offices to residential (18 apartments),2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/tamworth,15/22735/REM,"Areva Fairway, Stafford",,,https://www.staffordbc.gov.uk/brownfield-land-register,7.52,not owned by a public authority,,permissioned,reserved matters approval,2015-12-02,http://www.staffordbc.gov.uk/planning-public-access,194,194,yes,"Approval of reserved matters for residential development consisting of 194 dwellings, public open space, access, parking and landscaping",2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/babergh,15/23140/FUL,"Land at Elms Business Centre Phase 2, Main Road, Great Haywood",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.2,not owned by a public authority,,permissioned,full planning permission,2016-08-24,http://www.staffordbc.gov.uk/planning-public-access,6,6,yes,Demolish existing commercial units and change of use of existing 2 storey to create 2 two-bedroom units and build an additional attached block of 4 one-bedroom units and 4 two-bedroom units (total number 10 units),2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/forest-heath,18/28018/FUL,"Land at Elms Business Centre, Main Road, Great Haywood",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.33,not owned by a public authority,,permissioned,full planning permission,2015-03-31,http://www.staffordbc.gov.uk/planning-public-access,10,10,yes,RESIDENTIAL DEVLEOPMENT (SIX UNITS) AT REAR OF ELMS BUSINESS CENTRE/ELMS LODGE/ELMS FARMHOUSE INCLUDING DEMOLITION OF ASBESTOS CLAD COMMERCIAL UNIT - RESUBMISSION OF 14/21329/FUL TO INCLUDE ACCESS ROUTE WITHIN RED EDGE,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/ipswich,18/29526/OUT,"Land at Former Carers Centre, Austin Friars, Stafford",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.08,not owned by a public authority,,permissioned,outline planning permission,2015-10-27,http://www.staffordbc.gov.uk/planning-public-access,8,8,yes,"Eight apartments, access, drying area, parking and associated works",2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/mid-suffolk,15/22060/FUL,"Land at George Street Press and Car Park, Fancy Walk, Stafford",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.18,mixed ownership,,permissioned,full planning permission,2016-04-11,http://www.staffordbc.gov.uk/planning-public-access,20,20,yes,Conversion of Mill building to create twenty two-bedroom apartments with associated car parking,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/st-edmundsbury,15/23463/FUL,"Land at Silkmore Lane, Stafford",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.5,mixed ownership,,permissioned,full planning permission,2016-05-25,http://www.staffordbc.gov.uk/planning-public-access,76,76,yes,Residential Care Home (Use Class C2). 76 bedroom units with on-suite facilities.,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/suffolk-coastal,15/21721/OUT,"Land at Yarnfield Park, Yarnfield",,,https://www.staffordbc.gov.uk/brownfield-land-register,2.85,not owned by a public authority,,pending decision,other,2015-06-11,http://www.staffordbc.gov.uk/planning-public-access,45,45,yes,"The provision of dwellings and associated infrastructure, including parking provision and roads. Officer/committee resolution to permit subject to S106 agreement being signed.",2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/waveney,15/23103/FUL,"Land SCC Development Service Parcel 4, Riverway, Stafford",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.18,owned by a public authority,,permissioned,full planning permission,2016-02-03,http://www.staffordbc.gov.uk/planning-public-access,15,15,yes,Erection of three storey block of 15 supported living units with associated open space and car parking,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/elmbridge,17/27651/REM,"Whitebridge Lane, Stone, Staffordshire",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.36,not owned by a public authority,,permissioned,full planning permission,2015-12-03,http://www.staffordbc.gov.uk/planning-public-access,11,11,yes,Residential development,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/district-council/epsom-and-ewell,16/23671/FUL,"St Johnís Church, Stone",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.16,not owned by a public authority,,not permissioned,full planning permission,,http://www.staffordbc.gov.uk/planning-public-access,9,9,yes,Conversion of Church and erection of rear two-storey extension (following demolition of existing single-storey extension) to provide five residential units and the erection of a 2.5 storey building fronting The Avenue to provide four apartments on the former Church car park,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/district-council/guildford,17/25523/OUT,"Truview, 12 Sandon Road, Stafford",,,https://www.staffordbc.gov.uk/brownfield-land-register,0.13,not owned by a public authority,,not permissioned,outline planning permission,2017-08-22,http://www.staffordbc.gov.uk/planning-public-access,11,11,yes,Construct up to 11 apartments (outline),2019-10-15,2019-10-15,
