OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,BLA/0039(a),"Land to rear of 21-33 Western Avenue, Blacon",-2.927215,53.203847,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.216,not owned by a public authority,,not permissioned,,,,16,16,,". ""Residential development""",2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,BLA/0070,"27 Blacon Point Road, Blacon, Chester. CH1 5LD",-2.920795,53.20191,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.173,not owned by a public authority,,permissioned,full planning permission,2012-09-11,,6,6,yes,"11/01876/FUL  12/02648/FUL. ""Two storey side extension to provide four (4) new flats. Addition of two (2) more flats - total of six (6)""",2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,BOU/0010,"King Edward Buildings/ Bensons site and surrounding land, Christleton",-2.864868,53.189457,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.339,mixed ownership,,not permissioned,,,,11,11,,". ""Residential development""",2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,BOU/0045,"Land at Premier House, Charterhall Drive, Chester",-2.876767,53.194638,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,2.476,not owned by a public authority,,permissioned,reserved matters approval,2014-09-10,,200,200,,"12/04895/FUL  14/03317/REM
14/01799/NMA. ""Full permission for first office building and outline permission for mixed use development comprising office buildings, dwellings, shops, financial and professional services, restaurants and cafes, drinking establishments, hot food takeaways, non residential institutions, assembly and leisure, access, car parking, servicing and landscaping""",2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,BOU/0074,"125-127 Boughton, Chester, CH3 5BH",-2.8733,53.192713,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.218,not owned by a public authority,,permissioned,,2017-01-30,,14,14,yes,". ""Change of use of a listed building to residential (8 apartments), demolition of out-building and erection of 2 storey building for 6 apartments """,2018-12-30,2018-12-30,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,BOU/0084,"The Cloud, 10 Boughton, Chester, CH3 5BH",-2.879858,53.192071,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.066,not owned by a public authority,,permissioned,planning permission granted under an order,2018-11-08,,8,8,yes,"17/04633/PDO, 18/01720/FUL. ""Change of use of building to 8 apartments""",2018-12-30,2018-12-30,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,BOU/0095,"GC and P Wright, Charles Street, Chester",-2.885408,53.194826,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.09,not owned by a public authority,,permissioned,full planning permission,2019-03-07,,9,9,yes,"18/02223/FUL. ""Demolition of buildings and erection on 9 dwellings""",2019-12-01,2019-12-01,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0003,"Linenhall car park, Stanley Street, Chester, CH1 2LR",-2.896213,53.190421,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.737,not owned by a public authority,,permissioned,full planning permission,2013-12-23,,202,202,,"13/03210/FUL
17/00530/NMA. ""Six-storey student accommodation comprising 59 cluster flats and 143 studios, together with ancilliary and communal facilities, landscaping and car parking""",2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0004,"Land off Hoole Way/Black Diamond Street, Chester",-2.884913,53.196951,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.297,not owned by a public authority,,permissioned,,,,20,20,,". ""Residential development""",2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0005A,"Land at Trafford Street, Chester",-2.88986,53.196572,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,,not owned by a public authority,,not permissioned,,,,,,,". ""Residential development""",2017-12-21,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0005B,"Former Partco Autoparts, Trafford Street, Chester",-2.889845,53.196581,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,,not owned by a public authority,,permissioned,full planning permission,2018-08-17,,35,35,yes,"18/00486/FUL. ""Re-development of site to provide 35 residential apartments (Class C3- Under construction)""",2018-12-30,2019-12-01,2019-12-01
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0006,"St Anne Street car park, Black Diamond Street, Chester",-2.886095,53.196205,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.342,owned by a public authority,,not permissioned,,,,11,11,,". ""Residential development""",2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0008,"Browns Yard car park, Chester",-2.884817,53.192286,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.276,owned by a public authority,,not permissioned,,,,13,13,,". ""Residential development""",2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0018,"Northgate Redevelopment Site: Land Bounded By Hunter Street, Northgate Street, Watergate Street And St Martins Way Chester Cheshire",-2.894164,53.19121,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,5.675,mixed ownership,,permissioned,outline planning permission,2016-09-21,,70,70,,"02/00838/FUL   07/00061/S73 10/11534/EXT
16/02282/OUT. ""Hybrid application for part-demolition and part-retention of existing buildings and the construction of comprehensive mixed-use development comprising; retail stores, restaurants, cafes, drinking establishments (Use Classes A1, A2, A3 and A4), offices (Use Class B1), cinema and leisure uses (Use Class D2), 70-120 residential units (Use Class C3), public toilets, shopmobility, a relocated hotel and indoor market with associated new public squares, car and cycle parking, provision for buses and associated highway works and infrastructure, landscaping and public realm works. 
16/02282/OUT Phase Two includes residential at upper floors""",2017-12-21,2018-12-30,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0027,"New Crane Street car park, Chester",-2.898428,53.189721,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.326,owned by a public authority,,not permissioned,,,,15,15,,". ""Residential development""",2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0029,"Former car garage, Lower Bridge Street, Chester",-2.889499,53.187091,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.221,not owned by a public authority,,pending decision,,,,20,20,yes,"18/04893/FUL (pending). ""Mixed use scheme including 43 apartments and 5 town houses, with ground floor retail/commercial""",2017-12-21,2018-12-30,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0030,"Garden Lane car park, Chester",-2.89505,53.194969,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.334,owned by a public authority,,not permissioned,,,,6,6,,". ""Residential development""",2017-12-21,2017-12-21,
http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,CHC/0032,"BT Building and Newgate House, St John's Street, Chester",-2.886687,53.190097,http://consult.cheshirewestandchester.gov.uk/portal/cwc_ldf/land/blr?tab=files,0.322,not owned by a public authority,,not permissioned,,,,29,29,,". ""Residential development""",2017-12-21,2017-12-21,
