OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/welwyn-hatfield,WGC104b,Welwyn Garden City-Broadwater Road West SPD Site (North),-0.201087,51.800701,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=5000&location=524150.149902344^212847.925292969&layersidentifier=451fb3717637467d9cff2f2712e1f014&menuconfig=Live&backgroundmap=MapDefaultLayerNames,9.09,not owned by a public authority,,permissioned,full planning permission,2019-02-15,Permission reference 6/2018/0171/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2018/0171/MAJ,1403,1403,yes,Application for 1340 C3 dwellings plus 114 C2 dwellings - equal to 63 dwelling equivalents when applying the 2.5:1 ratio as outlined in the Housing Delivery Measurement Rulebook published by MHCLG in July 2018.,2017-12-15,2019-10-31,
http://opendatacommunities.org/id/district-council/welwyn-hatfield,WGC104c,Welwyn Garden City-Broadwater Road West SPD Site (West),-0.203185,51.799349,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=2500&location=523981.846191406^212683.924804688&layersidentifier=14dd36da7bed4a629489cb664917fdf8&menuconfig=Live&backgroundmap=MapDefaultLayerNames,2.07,not owned by a public authority,,not permissioned,,,Assessed in 2016 HELAA - Site Pea02c | Proposed allocation in Submission Local Plan - Site SDS4,171,171,,,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Hat102,Hatfield-Highview (Hilltop) SPD Site,-0.234075,51.748552,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=1250&location=521998.476074219^207011.575195313&layersidentifier=ee3e5758e3944438be3a3073c9b04603&menuconfig=Live&backgroundmap=MapDefaultLayerNames,1.85,owned by a public authority,,pending decision,,,Assessed in 2016 HELAA - Site HW100 | Proposed allocation in Submission Local Plan - Site MUS3|Application submitted - permission reference 6/2019/1067/MAJ,146,146,yes,Application pending decision. Updated number of dwellings from the 2018 register inline with the application.,2017-12-15,2019-10-31,
http://opendatacommunities.org/id/district-council/welwyn-hatfield,WGC135e,Welwyn Garden City-Xerox Campus Bessemer Road (New build-West Blocks X2 and X3),-0.19958,51.806137,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=750&location=524228.666015625^213445.471969504&layersidentifier=8bbb751d4b854c4b9c80f0034f9e8092&menuconfig=Live&backgroundmap=MapDefaultLayerNames,1.2,not owned by a public authority,,permissioned,reserved matters approval,2016-12-16,Permission reference 6/2016/1975/RM | https://planning.welhat.gov.uk/Planning/Display/6/2016/1975/RM,125,125,yes,,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Hat136,Hatfield-Comet Hotel St Albans Road West,-0.244511,51.759967,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=1250&location=521250.819335938^208244.749755859&layersidentifier=7373a0a50127430c9195e54ea421aafa&menuconfig=Live&backgroundmap=MapDefaultLayerNames,1.6,not owned by a public authority,,permissioned,full planning permission,2016-10-13,Permission reference 6/2016/1739/MAJ | http://planning.welhat.gov.uk/Planning/Display/6/2016/1739/MAJ,124,124,yes,310 bed spaces - equal to 124 dwelling equivalents when applying the 2.5:1 ratio as outlined in the Housing Delivery Measurement Rulebook published by MHCLG in July 2018.,2017-12-15,2018-12-13,
http://opendatacommunities.org/id/district-council/welwyn-hatfield,WGC109,Welwyn Garden City-Ratcliff Tail Lift Site Bessemer Road,-0.191128,51.81035,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=1250&location=524806.500488281^213966.249511719&layersidentifier=c10be176b3354b8483cab0816447a0df&menuconfig=Live&backgroundmap=MapDefaultLayerNames,2.19,not owned by a public authority,,permissioned,full planning permission,2019-09-19,Permission reference 6/2018/3110/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2018/3110/MAJ,110,110,yes,,2017-12-15,2019-10-31,
http://opendatacommunities.org/id/district-council/welwyn-hatfield,WGC123,Welwyn Garden City-Town Centre North SPD Site,-0.2056,51.802839,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=1250&location=523815.785644531^213104.564453125&layersidentifier=bd7aae952cdb45d0b0e6e22b6f9ebd1f&menuconfig=Live&backgroundmap=MapDefaultLayerNames,1.42,mixed ownership,,not permissioned,,,Assessed in 2016 HELAA - Site Han40 | Proposed allocation in Submission Local Plan - Site MUS1,100,100,,The majority of the site is owned by a public authority but parts are privately owned.,2017-12-15,2017-12-15,
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Hat134,Hatfield-Onslow St Audreys School,-0.221201,51.759271,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=5000&location=522892.463578621^208214.408425374&layersidentifier=76f7f87a3dfb4afe8dc70768ecdcf26a&menuconfig=Live&backgroundmap=MapDefaultLayerNames,8.29,mixed ownership,,permissioned,full planning permission,2018-10-05,Permission reference 6/2017/1641/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2017/1641/MAJ,86,86,yes,,2019-10-31,2019-10-31,
http://opendatacommunities.org/id/district-council/welwyn-hatfield,WGr101,Woolmer Green-Entech House London Road,-0.183534,51.855783,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=2500&location=525194.438574711^219023.639694582&layersidentifier=52c3f87d751c4bf287abda8254e27430&menuconfig=Live&backgroundmap=MapDefaultLayerNames,2.19,not owned by a public authority,,permissioned,full planning permission,2018-10-26,Allowed on appeal - reference 6/2017/0848/MAJ | https://planning.welhat.gov.uk/Planning/Display/6/2017/0848/MAJ,72,72,yes,,2019-10-31,2019-10-31,
http://opendatacommunities.org/id/district-council/welwyn-hatfield,WGC135a,Welwyn Garden City-Xerox Campus Bessemer Road (Bus/Entp/Devt Centre-Prior approval),-0.197862,51.806272,https://maps.welhat.gov.uk/GIS/CMFindIt/default.aspx?getmap=true&scale=1250&location=524344.780761719^213483.884201433&layersidentifier=5fdf729d33604bdeb9816f34a49d6565&menuconfig=Live&backgroundmap=MapDefaultLayerNames,1.51,not owned by a public authority,,permissioned,other,2015-07-09,Permission reference 6/2018/0685/PN11 | https://planning.welhat.gov.uk/Planning/Display/6/2018/0685/PN11,70,70,yes,Included previously under permission reference N6/2015/1049/OR. Total site capacity 210 dwellings - 140 dwellings completed as of 31 March 2018. New permission reference for remaining 70 dwellings was approved in May 2018.,2017-12-15,2018-12-13,
