OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BK001,Heathside and Lethbridge Estate,-0.012800,51.471140,http://www.lewisham.gov.uk/brownfieldregister,6.05,mixed ownership,permissioned,reserved matters approval,2014-12-08,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BK002,"""BMW site, Lee Terrace""",0.000695,51.463520,http://www.lewisham.gov.uk/brownfieldregister,0.35,not owned by a public authority,permissioned,full planning permission,2016-10-20,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BK003,"""Former petrol station, 167 Lewisham Road""",-0.010820,51.465500,http://www.lewisham.gov.uk/brownfieldregister,0.07,not owned by a public authority,permissioned,full planning permission,2016-03-16,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BK004,"""23 Boone Street, Dacre Park Estate""",0.003763,51.459750,http://www.lewisham.gov.uk/brownfieldregister,0.91,owned by a public authority,permissioned,full planning permission,2015-03-04,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BK005,"""Tower House, 65-71 Lewisham High Street""",-0.009600,51.462890,http://www.lewisham.gov.uk/brownfieldregister,0.17,not owned by a public authority,permissioned,planning permission granted under an order,2017-04-16,,yes,,,,,2017-11-30,2018-10-22,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BK006,"""Independents Day Centre, Independents Road""",0.008078,51.465400,http://www.lewisham.gov.uk/brownfieldregister,0.06,not owned by a public authority,permissioned,full planning permission,2013-12-17,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BK007,1 Myron Place,-0.009200,51.462770,http://www.lewisham.gov.uk/brownfieldregister,0.02,not owned by a public authority,permissioned,planning permission granted under an order,2016-12-21,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BK008,"""Our Lady of Lourdes School, Belmont Hill""",-0.002180,51.463210,http://www.lewisham.gov.uk/brownfieldregister,0.26,not owned by a public authority,permissioned,full planning permission,2016-01-08,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BK009,Garages at 49-71 Dacre Park,0.003934,51.460840,http://www.lewisham.gov.uk/brownfieldregister,0.09,owned by a public authority,permissioned,full planning permission,2015-04-22,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BK010,17 Brandram Road,0.001491,51.460220,http://www.lewisham.gov.uk/brownfieldregister,0.03,not owned by a public authority,not permissioned,,,,,,,,,2017-11-30,2018-10-22,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BL001,351-355 Sydenham Road,-0.038350,51.428540,http://www.lewisham.gov.uk/brownfieldregister,0.04,not owned by a public authority,permissioned,full planning permission,2015-02-02,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BL002,117 Dunfield Road,-0.016760,51.424500,http://www.lewisham.gov.uk/brownfieldregister,0.04,not owned by a public authority,permissioned,full planning permission,2017-05-19,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BL003,"""Kenton Court, 132 Adamsrill Road""",-0.040840,51.430230,http://www.lewisham.gov.uk/brownfieldregister,0.2,owned by a public authority,permissioned,full planning permission,2017-12-20,,yes,,,,,2018-10-22,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BL004,"""Home Park Housing Office, 129 Winchfield Road""",-0.039690,51.425210,http://www.lewisham.gov.uk/brownfieldregister,0.24,mixed ownership,permissioned,full planning permission,2018-08-20,,yes,,,,,2018-10-22,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BR001,"""302-308, 310-312 New Cross Road""",-0.037400,51.475380,http://www.lewisham.gov.uk/brownfieldregister,0.09,not owned by a public authority,permissioned,full planning permission,2015-12-09,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BR003,1 Brockley Cross,-0.035280,51.465780,http://www.lewisham.gov.uk/brownfieldregister,0.02,not owned by a public authority,permissioned,full planning permission,2017-05-22,,yes,,,,,2017-11-30,,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BR004,97 - 103 Florence Road,-0.030720,51.472310,http://www.lewisham.gov.uk/brownfieldregister,0.09,not owned by a public authority,not permissioned,,,,,,,,,2017-11-30,2018-10-22,
http://opendatacommunities.org/id/london-borough-council/lewisham,London Borough of Lewisham,BR005,Land adjoining 196 Brockley Road,-0.035920,51.462760,http://www.lewisham.gov.uk/brownfieldregister,0.02,not owned by a public authority,not permissioned,,,,,,,,,2017-11-30,2018-10-22,
