OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,16/00006/FUL,"""1A Priory Way, Southall""",-0.390789,51.499667,http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=511797.16&y=179086.09,0.1,not owned by a public authority,permissioned,full planning permission,2017-03-31,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?keyVal=O2FUVUJMFMM00&activeTab=summary,yes,,,,"""Extant permission is in place for 10 units.""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,161362FUL,"""Highway adjacent to Northolt High School""",-0.373054,51.551196,http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=512900.73&y=184843.65,0.3,owned by a public authority,permissioned,full planning permission,2016-11-11,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?keyVal=O54A43JMHCF00&activeTab=summary,yes,,,,"""Extant permission is in place for 27 units""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,161452FUL,"""Land at Toplocks, Glade Lane, Southall""",-0.366282,51.503543,http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=513488.56&y=179554.79,0.89,not owned by a public authority,permissioned,full planning permission,2017-08-01,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?keyVal=O5AZOCJMHG500&activeTab=summary,yes,,,,"""Extant permission is in place for 26 units""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,164866FUL,"""100 Bollo Lane""",-0.273109,51.497462,http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=519971&y=179026.98,0.22,not owned by a public authority,permissioned,full planning permission,2017-08-11,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=ODUZYFJM08U00,yes,,,,"""Extant permission is in place for 112 units.""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,164869FUL,"""34 Elm Grove""",-0.297806,51.505863,http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=518234.96&y=179921.07,0.09,not owned by a public authority,permissioned,full planning permission,2017-09-29,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=ODV38WJMH7J00,yes,,,,"""The development replaces an existing house""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,165373FUL,"""Snooker Centre, Cranmer Avenue""",-0.315690,51.500607,http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=517007.33&y=179307.88,0.03,not owned by a public authority,permissioned,full planning permission,2017-05-10,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OF938GJMHX900,yes,,,,"""Extant permission is in place for 5 units.""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,166183FUL,"""12-13 Carlton Road, W5""",-0.312407,51.515660,http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=517196.59&y=180987.11,0.08,not owned by a public authority,permissioned,full planning permission,2017-07-06,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OHG3L9JMJ2T00,yes,,,,"""Extant permission is in place for 7 units""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,170907FUL,"""198 The Broadway, Southall""",-0.388899,51.513232,http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=511895.18&y=180597.47,0.05,not owned by a public authority,permissioned,full planning permission,2017-04-21,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OM0WZOJML9S00,yes,,,,"""Extant permission is in place for 8 units""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,171130PAOR,"""First and Second Floors 161-169 Uxbridge Road, West Ealing""",-0.316731,51.511137,http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=516908.1&y=180477.26,0.03,not owned by a public authority,permissioned,other,2017-04-25,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OMJJH5JM09L00,yes,,,,"""The mimimum net dwelling figure of 6 is based on the prior approval given, and may not be representative of what would be acceptable if an alternative scheme was progressed through a full application. The scheme has not yet been implemented.""",2017-12-20,2017-12-20,
http://opendatacommunities.org/id/london-borough-council/ealing,Ealing Council,171543FUL,"""70-72 King Street, Southall""",-0.383541,51.499790,http://maps.ealing.gov.uk/map/Aurora.svc/run?script=%5cAurora%5cBrownfield_Register_Zoom.AuroraScript%24&nocache=2087154948&resize=always&x=512299.97&y=179110.89,0.02,not owned by a public authority,permissioned,full planning permission,2017-07-06,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=ONIXJRJMM5Z00,yes,,,,"""Extant permission is in place for 6 units, replacing 1 existing unit (net increase of 5).""",2017-12-20,2017-12-20,
