OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLA1,"Site of The Vigo public house, Hartside, Birtley",-1.563122,54.882501,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,0.22,not owned by a public authority,,permissioned,full planning permission,2017-09-13,,4,11,yes,DC/17/00742/FUL. 10 houses,2017-12-21,2019-12-31,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLA12,"Bling Bling site, Durham Rd",-1.576484,54.898467,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,0.09,not owned by a public authority,,permissioned,full planning permission,2019-11-08,,3,13,,DC/19/00705/FUL. 12 flats,2019-12-31,2020-03-02,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLA19,BAE Systems,-1.58302,54.89818,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,11.31,not owned by a public authority,,not permissioned,,,,254,466,yes,. 300 dwellings,2019-12-31,2019-12-31,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB1,"Bleach Green, Elm Rd, Blaydon",-1.709765,54.960635,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,4.97,owned by a public authority,,permissioned,full planning permission,2019-01-18,,97,202,yes,DC/18/01048/FUL. 183 houses,2017-12-21,2019-12-31,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB2,"Blaydon Bank / Litchfield Lane, Winlaton",-1.702211,54.952635,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,0.11,mixed ownership,,permissioned,full planning permission,2016-01-22,,6,7,yes,DC/15/00974/FUL. 6 town houses,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB3,"Ramsay Street, Winlaton",-1.721252,54.956257,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,0.07,mixed ownership,,permissioned,full planning permission,2017-08-04,,8,10,yes,DC/17/00258/FUL. 8 assisted living flats and caretaker's dwelling,2017-12-21,2020-03-02,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB5,"MetroGreen-Derwent West Bank, Derwenthaugh Rd, Blaydon",-1.721801,54.954549,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,8.65,mixed ownership,,not permissioned,,,,173,200,,,2017-12-21,2017-12-21,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB9,Garden Street,-1.619159,54.952938,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,0.67,mixed ownership,,permissioned,full planning permission,2019-01-15,,22,35,yes,"DC/18/00863/FUL. Current permisson is for privately-owned part of site; the remainder is owned by Gateshead Council. Development likely to require retention of the listed building, Blaydon House.. 25 houses and flats",2018-12-21,2019-12-31,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB17,"Churchill's site, Blaydon",-1.704473,54.962345,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,2.51,not owned by a public authority,,,,,,49,122,,,2019-12-31,2019-12-31,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB19,"Clifford House, Lucy Street, Blaydon",-1.583075,54.919839,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,0.07,not owned by a public authority,,permissioned,full planning permission,2018-04-18,,7,8,yes,DC/18/00834/FUL. change of use of care home to 7 flats,2018-12-21,2019-12-31,
http://opendatacommunities.org/id/metropolitan-district-council/gateshead,HLB20,"Sentinal Sheds, Blaydon",-1.568812,54.926866,https://gis.gateshead.gov.uk/gatesheadmaps/BFR20/app.html,0.1,not owned by a public authority,,permissioned,outline planning permission,2018-11-01,,12,13,,DC/18/00846/OUT. Building of up to 3 storeys for up to 12 dwellings,2018-12-21,2019-12-31,
