OrganisationURI,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/northampton,BFR0171,"Quinton Road, Wootton",-0.880874,52.19556,https://www.northampton.gov.uk/download/downloads/id/10720/bfr0171,1.159,not owned by a public authority,,not permissioned,,,,19,,yes,"Part of Former Wootton Sewage Works. Part of the site is within Floodzone 2,3 and 3B.",2018-12-20,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0181,Ransome Road/Nunn Mills Road,-0.888943,52.227913,https://www.northampton.gov.uk/download/downloads/id/10716/bfr0181,11.58,mixed ownership,,not permissioned,,,,250,,yes,Majority of the site is owned by HCA. Close proximity to the town centre adjacent to University of Northampton waterside campus.,2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0191,"Blackthorn Middle School, Blackthorn Road",-0.814142,52.269257,https://www.northampton.gov.uk/download/downloads/id/10049/bfr0191,3.229,owned by a public authority,,not permissioned,,,,125,,yes,Site was formerly Blackthorn Middle School and now vacant. Outline planning permission for residential development has lapsed in October 2017.,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0205,"Parklands Middle School, Devon Way",-0.874267,52.271068,https://www.northampton.gov.uk/download/downloads/id/10046/bfr0205,4.929,owned by a public authority,,pending decision,,,,132,,yes,N/2006/1052 (WNDC app) Outline App for residential development withdrawn (23 Jan 2012).  N/2018/0904 Outline application with all matters reserved except access for up to 132no dwellings (IN PROGRESS 17/12/18),2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0288,Railway Station Car Park,-0.905585,52.237643,https://www.northampton.gov.uk/download/downloads/id/10048/bfr0288,2.121,mixed ownership,,not permissioned,,,,68,,yes,Forms part of Policy 19 (Castle Station) in the Central Area Action Plan (adopted 2013). No planning history found.,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0335,Chronicle & Echo South,-0.890483,52.242887,https://www.northampton.gov.uk/download/downloads/id/10053/bfr0335,1.03,mixed ownership,,permissioned,full planning permission,,,28,,yes,"N/2016/1434 (temporary car park, Great Russell Street) proposed construction of 12 dwellings (approved). N/2016/0319 (temporary car park, Great Russell Street) erect 24 maisonettes (refused). N/2014/1279 (former Top of the Town Nightclub) Construction of three storey building to provide offices, 12 flats and basement parking.  N/2018/1162 The Cuckoo’s Nest change of use of Public House to flats, approved 3/12/18",2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0336,Chronicle & Echo North,-0.891159,52.242147,https://www.northampton.gov.uk/download/downloads/id/10721/bfr0336,0.295,mixed ownership,,permissioned,full planning permission,,,28,,yes,"N/2015/0333 Hybrid planning application comprising (a) Full Planning Application for the erection of 1810m2 new retail food store with associated access from Earl Street, landscaping and car parking; and (b) Outline Planning Application with all matters reserved except access (from Great Russell Street) of up to 19 residential dwellings.  2018 update Aldi foodstore completed, outline amended.",2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0338,Countess Road,-0.913337,52.244493,https://www.northampton.gov.uk/download/downloads/id/10056/bfr0338,2.542,mixed ownership,,permissioned,full planning permission,,,81,,yes,"N/2015/1021 approval for part demolition of existing factory building and conversion of existing factory building into 45 apartments and the erection of dwellings.  UPDATE N/2017/0401 0025 Barker Buildings, approved 27/9/18, 64 no compliant residential units, ranging in size from studio to two bedrooms",2016-06-29,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0355,Balmoral Road (rear),-0.899273,52.253327,https://www.northampton.gov.uk/download/downloads/id/10715/bfr0355,0.238,not owned by a public authority,,not permissioned,,,,25,,yes,"N/2016/1091  Approved for Erection of three residential buildings comprising total of 80 specialised supported living apartments (Use Class C3), together with associated access, parking, open space, bins and scooter store.  2018 update completed 2018 about 65% of site (0.54HA) (outline amended)",2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0496,57 Artizan Road,-0.880405,52.243534,https://www.northampton.gov.uk/download/downloads/id/10055/bfr0496,0.047,not owned by a public authority,,permissioned,full planning permission,,,10,,yes,"N/2015/0390 Approved for demolition of part single, two storey and three storey rear element of the building. Change of use of existing factory/storage to 10no. One bed self contained flats (2no. Mobility Units) together with 8no. On site parking bays (2no. Mobility bays), refuse bin area and cycle storage areas. Resubmission of planning application N/2010/0019.  N/2018/0834, conversion into 10 NO.1 bed flats, approved",2016-06-29,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0497,12 Duke Street,-0.893019,52.243956,https://www.northampton.gov.uk/download/downloads/id/10109/bfr0497,0.042,not owned by a public authority,,not permissioned,,,,14,,yes,Permission for 14no. flats N/2014/0431 (lapsed),2016-06-29,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0507,"Former Semilong Service Station, St Andrews Road",-0.90401,52.243256,https://www.northampton.gov.uk/download/downloads/id/10072/bfr0507,0.079,not owned by a public authority,,permissioned,full planning permission,,,24,,yes,N/2005/0797 planning permission for 24 flats. N/2012/0905 planning permission for 22 unit residential care home (C2). Both proposals involve offices on the ground floor. Construction works have started on site.,2016-06-29,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0510,"Bective Works/Jabez House, Bective Road/Yelvertoft Road",-0.898411,52.264334,https://www.northampton.gov.uk/download/downloads/id/10062/bfr0510,0.522,not owned by a public authority,,permissioned,full planning permission,,,16,,yes,A longstanding application from 2012 to extend previous residential permission has had no activity for years. In the meantime permissions have been granted for student accommodation in 2015. N/2015/0419,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0594,Sixfields East,-0.930323,52.236645,https://www.northampton.gov.uk/download/downloads/id/10060/bfr0594,10.183,owned by a public authority,,not permissioned,,,,255,,yes,"N/2014/0664 (land to the north west and east of Sixfields Stadium) EIA screening opinion for up to 255 residential units, retail buildings, retail parade, hotel and extension to the west stand of the stadium (completed)",2016-06-29,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0624,Southbridge/Nunn Mills,-0.892813,52.230871,https://www.northampton.gov.uk/download/downloads/id/10063/bfr0624,0.361,not owned by a public authority,,permissioned,full planning permission,,,94,,yes,"All planning history associated with residential development of this site now largely completed. However, 94 dwellings (part affordable housing) are left to be completed on two parts of the site. process is underway to transfer these two parcels of land to Northampton Borough Council.",2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0666,171-180 St Andrews Road,-0.904308,52.248124,https://www.northampton.gov.uk/download/downloads/id/10061/bfr0666,0.163,not owned by a public authority,,permissioned,reserved matters approval,,,22,,yes,"N/2010/0785 Outline application for the demolition of existing B8 Business units and erection of 14no. bed and 8no. bed apartments, formation of new access and parking areas (access, layout scale for approval). N/2016/0979 Reserved Matters application pursuant to outline planning permission N/2010/0785 (demolition of existing business units and erection of 14no. bed and 8no. bed apartments, formation of new access and parking areas) for approval of appearance and landscaping.",2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0689,"Nene Enterprise Centre, Freehold Street",-0.896364,52.250347,https://www.northampton.gov.uk/download/downloads/id/10067/bfr0689,0.362,not owned by a public authority,,not permissioned,,,,14,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0719,"Car Garage Workshops, 409 Harlestone Road",-0.943593,52.25526,https://www.northampton.gov.uk/download/downloads/id/10066/bfr0719,1.09,not owned by a public authority,,not permissioned,,,,35,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0730,"20-22 St Giles St (upper and rear) and Newspaper House, Derngate",-0.893082,52.237004,https://www.northampton.gov.uk/download/downloads/id/10064/bfr0730,0.18,not owned by a public authority,,permissioned,full planning permission,,,74,,yes,"2016/0406 Approval for 57 apartments, 2016/1548 Additional retail floorspace, 2017/0012 Change of apartment mix of pp 2016/0406. Also, for Newspaper House part of the site, N/2015/0738 demolition of part of the existing building, conversion of the rest and erection of two new floors to form 64no. flats.  UPDATE N/2018/0835 Addition of rooftop extension to form two additional apartments",2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0814,32 Great Russell Street,-0.890077,52.242925,https://www.northampton.gov.uk/download/downloads/id/10071/bfr0814,0.15,not owned by a public authority,,permissioned,full planning permission,,,12,,yes,"Current planning approval N/2016/1434, under construction",2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR0896,"Former St Crispin’s Hospital, St Crispin Drive",-0.95774,52.243293,https://www.northampton.gov.uk/download/downloads/id/10069/bfr0896,2.744,not owned by a public authority,,permissioned,permission in principle,,,235,,yes,"This site is currently under construction for residential development. N/2004/1542 has been partly implemented. There is new application N/2015/1454 for the rest of the site which has been approved. Demolition of the existing ward blocks. Restoration of the clock tower and conversion to residential use comprising 13no apartments, restoration of the administration building and conversion to residential use to provide 4no apartments, the erection of 120no apartments and 98 houses (235no dwellings total) with associated roads and underground car parks.",2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0903,"Hawkins Shoe Factory, Overstone Road",-0.890553,52.241112,https://www.northampton.gov.uk/download/downloads/id/10077/bfr0903,0.171,not owned by a public authority,,permissioned,full planning permission,,,105,,yes,"N/2015/0673 Conversion and alterations of factory premises to form 105 apartments with associated parking both on site and on street, replacement of windows and new roof lights, proposed infill extension on Dunster Street facade including new roof terrace",2016-06-29,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR0915,118-122 Wellingborough Road,-0.883189,52.240971,https://www.northampton.gov.uk/download/downloads/id/10073/bfr0915,0.097,not owned by a public authority,,not permissioned,,,,12,,yes,"N/2012/0765 (Demolition in Conservation Area) demolition of industrial units, gates, fences and walls to rear of site to implement proposed development N/2012/0472 and previously approved scheme 9/0051/FULWNN (approved).N/2012/0472 to extend time for the implementation of planning permission 09/0051/FULWNN for the conversion of existing first floor offices to four no residential flats and the erection of flats following demolition of existing industrial units to rear (approved). All the above have lapsed.",2016-06-29,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1001,Former Emmanuel Middle School,-0.834669,52.259466,https://www.northampton.gov.uk/download/downloads/id/10080/bfr1001,2.238,not owned by a public authority,,permissioned,full planning permission,,,83,,yes,Planning permission to extend the original Outline (109) was granted on 08.10.2014 with RM to be submitted within years. N/2017/1097 erection of 83no dwellings approved 29/3/18,2016-06-29,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1002,Former Lings Upper School,-0.833644,52.258332,https://www.northampton.gov.uk/download/downloads/id/10074/bfr1002,1.799,mixed ownership,,permissioned,outline planning permission,,,60,,yes,Outline permission (N/2015/0019) granted on 07.07.2017 for up to 60 dwellings.,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1010,Land at St Peters Way/ Court Road/ Freeschool Street,-0.901913,52.235871,https://www.northampton.gov.uk/download/downloads/id/10075/bfr1010,1.174,mixed ownership,,not permissioned,,,,37,,yes,"Included as Policy 33 in the Central Area Action Plan (2013), for mixed use development including offices, small scale retailing, restaurants, cafes and residential. Prior to that, the Borough Council commissioned the preparation of Masterplan for freeschool Street. It is within the Enterprise Zone.",2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1013,University of Northampton Park Campus,-0.882501,52.273208,https://www.northampton.gov.uk/download/downloads/id/10086/bfr1013,27.5,not owned by a public authority,,permissioned,full planning permission,,,800,,yes,"N/2014/0475 planning approval for outline application (all matters reserved except access) for the demolition of the University facilities and erection of new buildings comprising residential accommodation up to 800 units, associated car parking, retail unit, landscaping and open space with accesses from Boughton Green Road.",2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1014,University of Northampton Avenue Campus,-0.891068,52.251196,https://www.northampton.gov.uk/download/downloads/id/10079/bfr1014,6.017,not owned by a public authority,,pending decision,,,,200,,yes,"N/2016/0810 outline application with reserved matters for demolition and conversion of existing university buildings, demolition of existing university facilities and outline planning permission for erection of new buildings comprising residential up to 200 units, associated car parking, landscaping and open space (in progress).",2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1022,"Belgrave House, Grosvenor Shopping Centre",-0.896106,52.239284,https://www.northampton.gov.uk/download/downloads/id/10078/bfr1022,0.209,owned by a public authority,,permissioned,full planning permission,,,31,,yes,N/2017/1144 Change of Use of Belgrave House from offices to student accommodation,2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1023,East Island,-0.893599,52.240119,https://www.northampton.gov.uk/download/downloads/id/10084/bfr1023,0.417,mixed ownership,,not permissioned,,,,42,,yes,The site is included in Policy 17 (Grosvenor Centre Redevelopment) of the Central Area Action Plan 2013.,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1024,Great Houghton Independent School,-0.844411,52.22445,https://www.northampton.gov.uk/download/downloads/id/10083/bfr1024,6.92,not owned by a public authority,,not permissioned,,,,240,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1034,Witham Way garage site,-0.919623,52.253649,https://www.northampton.gov.uk/download/downloads/id/10082/bfr1034,0.152,owned by a public authority,,permissioned,full planning permission,,,4,,yes,"N/2016/0704 Prior notification of proposed demolition of garage blocks at Swale Drive, Derwent Drive, West Oval and Witham Way.  N/2018/0446, development of 4no semi-detached dwellings with associated parking",2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1035,West Oval garage site,-0.921694,52.253708,https://www.northampton.gov.uk/download/downloads/id/10085/bfr1035,0.176,owned by a public authority,,not permissioned,,,,7,,yes,"N/2016/0704 Prior notification of proposed demolition of garage blocks at Swale Drive, Derwent Drive, West Oval and Witham Way.  N/2018/0451 Lock Up Garages Development of 6no semi-detached dwellings with associated parking (withdrawn)",2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1036,Derwent Drive garage site,-0.917248,52.255856,https://www.northampton.gov.uk/download/downloads/id/10087/bfr1036,0.195,owned by a public authority,,not permissioned,,,,8,,yes,"N/2016/0704 Prior notification of proposed demolition of garage blocks at Swale Drive, Derwent Drive, West Oval and Witham Way",2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1037,Swale Drive garage site and rear/unused land,-0.921759,52.260062,https://www.northampton.gov.uk/download/downloads/id/10088/bfr1037,0.156,owned by a public authority,,pending decision,,,,6,,yes,"N/2016/0704 Prior notification of proposed demolition of garage blocks at Swale Drive, Derwent Drive, West Oval and Witham Way Approved and implemented.  N/2018/1594 Development of 6no new dwellings with associated parking, no decision",2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1068,"Garage site in The Briars, Briar Hill",-0.915136,52.22588,https://www.northampton.gov.uk/download/downloads/id/10093/bfr1068,0.131,owned by a public authority,,not permissioned,,,,5,,yes,,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1078,Land at Chapel Place,-0.888418,52.240721,https://www.northampton.gov.uk/download/downloads/id/10089/bfr1078,0.082,owned by a public authority,,not permissioned,,,,12,,yes,N/2018/1594 Continuing temporary use of land for car parking to serve 56 to 60 St Michael's Road,2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1108,"Former Dairy Crest Depot, Horsley Road",-0.902728,52.252584,https://www.northampton.gov.uk/download/downloads/id/10104/brf1108,1.103,not owned by a public authority,,not permissioned,,,,35,,yes,No planning history found,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1113,Greyfriars,-0.895398,52.239926,https://www.northampton.gov.uk/download/downloads/id/10090/bfr1113,1.739,owned by a public authority,,not permissioned,,,,261,,yes,Site is allocated in the Central Area Action Plan for Priority Public Realm Improvement.,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1114,"Cedarwood Nursing Home, 492 Kettering Road",-0.86483,52.26488,https://www.northampton.gov.uk/download/downloads/id/10095/bfr1114,0.189,not owned by a public authority,,permissioned,full planning permission,,,14,,yes,N/2017/0627 Demolition of existing Care Home and erection of 14no bedroom apartments approved.,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1116,194?200 Kingsthorpe Grove,-0.892104,52.255828,https://www.northampton.gov.uk/download/downloads/id/10102/bfr1116,0.148,not owned by a public authority,,permissioned,full planning permission,,,14,,yes,N/2015/1228 full permission. Demolish car showroom and erect building with A1 retail on the ground floor and 14no. flats above.,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1117,133 Queens Park Terrace,-0.900017,52.258659,https://www.northampton.gov.uk/download/downloads/id/10094/bfr1117,0.065,not owned by a public authority,,permissioned,full planning permission,,,6,,yes,N/2017/1695 Proposed 6no one bedroom apartments and associated parking,2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1118,135 Harlestone Road,-0.928337,52.248077,https://www.northampton.gov.uk/download/downloads/id/10092/bfr1118,0.709,not owned by a public authority,,permissioned,outline planning permission,,,12,,yes,N/2016/0083 outline. Demolish house and erect up to 12 dwellings.  Reserved matters application approved 2018,2016-06-29,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1119,"Silver Coronet PH site, Welland Way",-0.918978,52.257108,https://www.northampton.gov.uk/download/downloads/id/10110/bfr1119,0.165,not owned by a public authority,,permissioned,outline planning permission,,,12,,yes,N/2018/0476 full permission erection of 14no bedroom dwellings approved,2017-12-13,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1123,83-103 Trinity Avenue,-0.892156,52.255619,https://www.northampton.gov.uk/download/downloads/id/10108/bfr1123,0.191,not owned by a public authority,,permissioned,full planning permission,,,9,,yes,N/2015/0637. Site has full planning permission for alterations and extensions to existing buildings to provide additional flats.,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1124,41-43 Derngate,-0.891899,52.236337,https://www.northampton.gov.uk/download/downloads/id/10099/bfr1124,0.077,not owned by a public authority,,permissioned,full planning permission,,,7,,yes,N/2014/0694 Demolition of 41 Derngate and construction of 7no. town houses with on site parking spaces (as per amended plans received 07/11/14) approved.  N/2018/1645 Castillian Chambers Demolition of existing buildings and creation of 95no apartments and studios not yet decided,2016-06-29,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1126,Adj 5 Primrose Hill,-0.89868,52.248765,https://www.northampton.gov.uk/download/downloads/id/10097/bfr1126,0.041,not owned by a public authority,,permissioned,full planning permission,,,6,,yes,N/2014/1387  demolition of garage and erection of 6no. flats.,2016-06-29,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1127,"Connaught House, 32 Connaught Street",-0.894114,52.242713,https://www.northampton.gov.uk/download/downloads/id/10100/bfr1127,0.035,not owned by a public authority,,not permissioned,,,,6,,yes,N/2012/0948. Conversion and extension to form 6no. flats Lapsed.,2016-06-29,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1129,104-104A Abington Street,-0.889876,52.239344,https://www.northampton.gov.uk/download/downloads/id/10103/bfr1129,0.014,not owned by a public authority,,permissioned,full planning permission,,,5,,yes,N/2015/0941. Full planning permission for conversion of first and second floors and extension to provide 5no. Flats. N/2016/0576.  Conversion of disused former shoe factory to contain five new one and two bed apartments alongside two storey extension over existing walkway to match existing materials approved.,2017-12-13,2017-12-13,
http://opendatacommunities.org/id/district-council/northampton,BFR1801,13-17 Bridge Street,-0.897,52.236256,https://www.northampton.gov.uk/download/downloads/id/10708/bfr1801,0.035,not owned by a public authority,,permissioned,full planning permission,,,16,,yes,N/2017/0747 five storey rear extension to create 41-bed student accommodation,2018-12-21,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1802,59 Clarke Road,-0.873034,52.247739,https://www.northampton.gov.uk/download/downloads/id/10707/bfr1802,0.048,not owned by a public authority,,permissioned,other,,,9,,yes,N/2017/1418 change of use from offices to dwellings,2018-12-21,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1803,"41A Eastfield Road, Duston",-0.946857,52.250905,https://www.northampton.gov.uk/download/downloads/id/10712/bfr1803,0.036,mixed ownership,,permissioned,full planning permission,,,5,,yes,N/2017/1610 Demolition of 2no existing houses and construction of 5no new build bed person social houses,2018-12-21,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1804,61A Spencer Bridge Road,-0.912915,52.242209,https://www.northampton.gov.uk/download/downloads/id/10714/bfr1804,0.018,not owned by a public authority,,permissioned,full planning permission,,,7,,yes,N/2017/1651 conversion/change of use to 7no flats,2018-12-21,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1805,"The Tanners PH, 32 Farmfield Court",-0.840167,52.27191,https://www.northampton.gov.uk/download/downloads/id/10725/bfr1805,0.311,not owned by a public authority,,permissioned,full planning permission,,,17,,yes,N/2017/1653 Demolition of existing buildings and proposed development of 17no. new dwellingswith 400 sqm of retail unit and retail unit/takeaway,2018-12-21,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1806,104-104A Abington Street,-0.889843,52.239339,https://www.northampton.gov.uk/download/downloads/id/10723/bfr1806,0.024,not owned by a public authority,,permissioned,full planning permission,,,6,,yes,"N/2018/0104 Conversion of disused former shoe factory to contain 6no and bed apartments, amendment to planning permission N/2016/0576",2018-12-21,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1807,Riverside House,-0.881197,52.233197,https://www.northampton.gov.uk/download/downloads/id/10717/bfr1807,0.57,owned by a public authority,,permissioned,other,,,60,,yes,N/2018/0247 Change of Use from Offices to residential comprising 60no units,2018-12-21,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1808,19-21 Harding Terrace,-0.902197,52.243935,https://www.northampton.gov.uk/download/downloads/id/10709/bfr1808,0.023,not owned by a public authority,,not permissioned,,,,6,,yes,N/2018/0348 Construction of new building comprising 6no flats,2018-12-21,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1809,"Plough Hotel, Bridge Street",-0.896826,52.233986,https://www.northampton.gov.uk/download/downloads/id/10718/bfr1809,0.247,not owned by a public authority,,not permissioned,,,,38,,yes,N/2018/0351 Demolition of part of existing Plough Hotel and erection of 38no serviced apartment building,2018-12-21,2018-12-21,
http://opendatacommunities.org/id/district-council/northampton,BFR1810,55-57 Abington Street,-0.892228,52.23899,https://www.northampton.gov.uk/download/downloads/id/10711/bfr1810,0.068,not owned by a public authority,,permissioned,full planning permission,,,53,,yes,N/2018/0741 add one additional floor to building and conversion of part first and second floor from retail to serviced apartments providing 53 units,2018-12-21,2018-12-21,
