OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/unitary-authority/nottingham,254,Stanton Tip - Hempshill Vale,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=452818.0658999998&xmax=453863.7862999998&ymin=343821.03360000066&ymax=344604.7441000007",52.99332751500651,-1.2028203378434696,42.62,Not owned by a public authority,LP Site Not Permissioned,,,,,500,500,No,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,14/12/2017,,
http://opendatacommunities.org/id/unitary-authority/nottingham,274,"Site of the former The Globe, 196 Denman Street Central","http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455692.2463999996&xmax=455727.1972000003&ymin=340389.0039000008&ymax=340423.75400000066",52.958100115009415,-1.1719000922281704,0.07,Not owned by a public authority,,,,,Completed,,,No,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,14/12/2017,12/08/2019,31/03/2019
http://opendatacommunities.org/id/unitary-authority/nottingham,275,"Red Cross Society (Notts HQ), Gregory Street","http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455286.54810000025&xmax=455333.70160000026&ymin=338828.0007000007&ymax=338872.99789999984",52.944106913933005,-1.1780349644553905,0.13,Not owned by a public authority,Permissioned,Full Planning Permission,22/11/2018,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P7261HLYK6100,Yes,23,23,No,DevelopmentDescription: Erection of 22 two bed apartments and 1 one bed apartment; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,14/12/2017,12/08/2019,
http://opendatacommunities.org/id/unitary-authority/nottingham,279,"Eagle Press island site, Robin Hood Way","http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456847.11390000023&xmax=456934.8925000001&ymin=338211.8959999997&ymax=338294.85339999944",52.93852529031223,-1.1547557360033005,0.31,Not owned by a public authority,Permissioned,Full Planning Permission,19/12/2019,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PQLVF4LYHWM00,Yes,42,42,No,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,14/12/2017,,
http://opendatacommunities.org/id/unitary-authority/nottingham,283,"Old Rectory, Village Road","http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454534.3016999997&xmax=454627.52859999985&ymin=334835.70350000076&ymax=334929.1766999997",52.90903920028956,-1.1899740079261487,0.51,Not owned by a public authority,Not Permissioned,,21/08/2015,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NK9Z74LY01B00,Yes,0,0,No,"DevelopmentDescription: Multiple applications POSSIBLY
Three new dwellings in grounds of existing property.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",14/12/2017,12/08/2019,
http://opendatacommunities.org/id/unitary-authority/nottingham,313,"Enderleigh, The Crescent","http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457780.75320000015&xmax=457843.24260000046&ymin=341697.1695000008&ymax=341770.19859999977",52.97002375715543,-1.1405645131853448,0.33,Not owned by a public authority,Permissioned,Full Planning Permission,01/12/2017,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OUIBCSLYHOG00,Completed,,,No,DevelopmentDescription: 10 dwellings and associated works.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,14/12/2017,12/08/2019,31/03/2019
http://opendatacommunities.org/id/unitary-authority/nottingham,326,"Waterside - Daleside Road, Trent Lane Basin,","http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458724.4994999999&xmax=459073.49650000036&ymin=338763.39919999987&ymax=339162.1651000008",52.94632628455915,-1.1233910119237476,8.99,Not owned by a public authority,Permissioned,Reserved Matters Approval,23/06/2017,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O9MGPMLYKSQ00,Yes,253,253,No,"DevelopmentDescription: Multiple applications. 13/03029/PFUL3 for 160dw (ph1:41, ph2:31,ph3:31. Phase 2 under construction 44dw complete in 16/17 and 23dw in 19/20 complete leaving 253 in 2020 inc 15/00837/PFUL3 for 10dw; SiteInformation: N/A; NonHousingDevelopment: mixed use; ProposedForPIP: No; Notes: N/A",14/12/2017,,
http://opendatacommunities.org/id/unitary-authority/nottingham,327,"Police garage and offices, 24-30 Shakespeare Street","http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457121.5524000004&xmax=457188.79920000024&ymin=340362.20160000026&ymax=340412.59720000066",52.95793160087123,-1.1501818384931228,0.19,Not owned by a public authority,Not Permissioned,,24/09/2015,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NQEEWSLYCB000,,0,0,No,DevelopmentDescription: 44 dwellings .Variation of condition S1  (external design changes) of 12/01581/PFUL3; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,14/12/2017,,
http://opendatacommunities.org/id/unitary-authority/nottingham,333,123 Huntingdon Street,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457404.30030000024&xmax=457474.9358000001&ymin=340517.79700000025&ymax=340583.6983000003",52.95898846497736,-1.146505745712392,0.24,Not owned by a public authority,Permissioned,Full Planning Permission,10/10/2018,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P54FUNLYMPU00,Yes,147,147,No,DevelopmentDescription: Demolition of existing buildings and erection of student accommodation development of varying heights (maximum 8 storeys) and ancillary facilities.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,14/12/2017,12/08/2019,
http://opendatacommunities.org/id/unitary-authority/nottingham,342,"West Trent Works, Wilford Crescent","http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457676.8985000001&xmax=457752.3491000002&ymin=338026.1702999994&ymax=338098.89949999936",52.93720275797184,-1.1428067275098577,0.31,Not owned by a public authority,Permissioned,Full Planning Permission,02/08/2018,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCK0OYLYFLY00,Yes,24,24,No,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,14/12/2017,,
http://opendatacommunities.org/id/unitary-authority/nottingham,347,Canal Quarter - Crocus Street Southpoint,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457721.25&xmax=457872.4500000002&ymin=338996.0254999995&ymax=339066.5",52.94586448506377,-1.1402358419109915,0.9400000000000001,Not owned by a public authority,Permissioned,Full Planning Permission,11/06/2019,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PGBI1PLYGB300,Yes,150,150,No,DevelopmentDescription: Permission for 150 dw; SiteInformation: N/A; NonHousingDevelopment: mixed use; ProposedForPIP: No; Notes: N/A,14/12/2017,12/08/2019,
