OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC104b,,Welwyn Garden City - Broadwater Road West SPD Site (North),http://www.welhat.gov.uk/map?getmap=true&scale=5000&location=524150.149902344^212847.925292969&layersidentifier=316953772e564d9d929d7fb83f9f0308&menuconfig=Live,ETRS89,-0.201087,51.800701,9.09,Not owned by a public authority,Yes,Permissioned,Outline Planning Permission,18/08/2017,Permission reference N6/2015/0294/PP | http://planning.welhat.gov.uk/plandisp.aspx?recno=17483,,850,,"""Up to 80 Class C2 care dwellings and/or Class C3 assisted living dwellings, 570sqm Class A1 shop floorspace, 1,930sqm Class A3/A4 restaurant/bar floorspace, 6,370sqm Class B1a office floorspace, 2,550sqm Class C1 hotel floorspace, 760sqm Class D1 community facility floorspace, 830sqm Class D1 healthcare floorspace, 650sqm Class D1 childcare floorspace, 700sqm Class D2 leisure floorspace.""",,850,1340,,,New application for 1340 dwellings 6/2018/0171/MAJ awaiting determination.,15/12/2017,13/12/2018
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC104c,,Welwyn Garden City - Broadwater Road West SPD Site (West),http://www.welhat.gov.uk/map?getmap=true&scale=2500&location=523981.846191406^212683.924804688&layersidentifier=be9550819e5646d1a440e3cc9227984d&menuconfig=Live,ETRS89,-0.203185,51.799349,2.07,Not owned by a public authority,,Not permissioned,,,Assessed in 2016 HELAA - Site Pea02c | Proposed allocation in Submission Local Plan - Site SDS4,,171,,Approximately 11250sqm net new Class B1a office floorspace.,,171,171,,,,15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC135e,,Welwyn Garden City - Xerox Campus Bessemer Road (New build - West Blocks X2 and X3),http://www.welhat.gov.uk/map?getmap=true&scale=750&location=524228.666015625^213445.471969504&layersidentifier=413defcc58484fc0b9dc9938242d79c7&menuconfig=Live,ETRS89,-0.19958,51.806137,1.2,Not owned by a public authority,Yes,Permissioned,Reserved Matters Approval,16/12/2016,Permission reference 6/2016/1975/RM | http://planning.welhat.gov.uk/plandisp.aspx?recno=65660,,125,,,,125,125,,,,15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC120a,,Welwyn Garden City - Former QEII Hospital Howlands,http://www.welhat.gov.uk/map?getmap=true&scale=2500&location=525215.892089844^210892.827636719&layersidentifier=1830c827bc494cf6b189166713265796&menuconfig=Live,ETRS89,-0.186303,51.782724,4.92,Not owned by a public authority,Yes,Permissioned,Reserved Matters Approval,15/02/2016,Permission reference 6/2015/1901/RM | http://planning.welhat.gov.uk/plandisp.aspx?recno=63027,,124,,,,124,124,,,Total site capacity 163 dwellings - 39 dwellings completed as of 31 March 2018.,15/12/2017,13/12/2018
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC109,,Welwyn Garden City - Ratcliff Tail Lift Site Bessemer Road,http://www.welhat.gov.uk/map?getmap=true&scale=1250&location=524806.500488281^213966.249511719&layersidentifier=f0629b073daa49948b798fee2ad92ac5&menuconfig=Live,ETRS89,-0.191128,51.81035,2.19,Not owned by a public authority,Yes,Not permissioned,,,Assessed in 2016 HELAA - Site Hal03| Proposed allocation in Submission Local Plan - Site HS4,,110,,,,110,110,,,,15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC135d,,Welwyn Garden City - Xerox Campus Bessemer Road (New build - East Blocks X1 and X4),http://www.welhat.gov.uk/map?getmap=true&scale=1250&location=524438.274902344^213443.649902344&layersidentifier=8db43eaf2123442b8a114741c922fc7f&menuconfig=Live,ETRS89,-0.196909,51.805799,1.25,Not owned by a public authority,Yes,Permissioned,Reserved Matters Approval,16/12/2016,Permission reference 6/2016/1176/RM | http://planning.welhat.gov.uk/plandisp.aspx?recno=64862,,110,,,,110,110,,,,15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC123,,Welwyn Garden City - Town Centre North SPD Site,http://www.welhat.gov.uk/map?getmap=true&scale=1250&location=523815.785644531^213104.564453125&layersidentifier=cd2dc7b5df9549c7b1c22115c60731ce&menuconfig=Live,ETRS89,-0.2056,51.802839,1.42,Mixed ownership,,Not permissioned,,,Assessed in 2016 HELAA - Site Han40 | Proposed allocation in Submission Local Plan - Site MUS1,,100,,Approximately 5800sqm net new Class A1-A5 retail floorspace.,,100,100,,,The majority of the site is owned by a public authority but parts are privately owned.,15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,Hat102,,Hatfield - Highview (Hilltop) SPD Site,http://www.welhat.gov.uk/map?getmap=true&scale=1250&location=521998.476074219^207011.575195313&layersidentifier=66ec249f742a4b63bf602a976b97d6ba&menuconfig=Live,ETRS89,-0.234075,51.748552,1.85,Owned by a public authority,Yes,Not permissioned,,,Assessed in 2016 HELAA - Site HW100 | Proposed allocation in Submission Local Plan - Site MUS3,,87,,Reprovision of existing neighbourhood centre.,,87,87,,,,15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC135a,,Welwyn Garden City - Xerox Campus Bessemer Road (Bus/Entp/Devt Centre - Prior approval),http://www.welhat.gov.uk/map?getmap=true&scale=1250&location=524344.780761719^213483.504394531&layersidentifier=25bf402c65224a4ea43af149a6092910&menuconfig=Live,ETRS89,-0.197862,51.806272,1.51,Not owned by a public authority,Yes,Permissioned,Other,09/07/2015,Permission reference N6/2015/1049/OR | http://planning.welhat.gov.uk/plandisp.aspx?recno=28608,,70,,,,70,70,,,Total site capacity 210 dwellings - 140 dwellings completed as of 31 March 2018.,15/12/2017,13/12/2018
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,Hat101b,,Hatfield - 1-9 Town Centre,http://www.welhat.gov.uk/map?getmap=true&scale=750&location=522602.906738281^208700.045898438&layersidentifier=d3e2470c97bf416aabc90767d6f9230c&menuconfig=Live,ETRS89,-0.224762,51.763618,0.82,Owned by a public authority,Yes,Pending Decision,,,Assessed in 2016 HELAA - Site HC100b | Proposed allocation in Submission Local Plan - Site MUS2,,66,,1190sqm net new Class A1 or A3 retail floorspace.,,66,66,,,,15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,Hat136,,Hatfield - Comet Hotel St Albans Road West,http://www.welhat.gov.uk/map?getmap=true&scale=1250&location=521250.819335938^208244.749755859&layersidentifier=8c48c07399474e11bed7ec4cda5a267c&menuconfig=Live,ETRS89,-0.244511,51.759967,1.6,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,13/10/2016,Permission reference 6/2016/1739/MAJ | http://planning.welhat.gov.uk/plandisp.aspx?recno=65424,,124,,Refurbishment of existing Grade II listed hotel.,,124,124,,,"""310 bed spaces, equal to 124 dwelling equivalents when applying the 2.5:1 ratio as outlined in the Housing Delivery Measurement Rulebook, published by MHCLG in July 2018.""",15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,Hat111,,Hatfield - L Kahn Manufacturing Wellfield Road,http://www.welhat.gov.uk/map?getmap=true&scale=750&location=522441.875^209011.300292969&layersidentifier=6ea3977c36b244e8856d939d3981e24f&menuconfig=Live,ETRS89,-0.227115,51.766432,0.88,Not owned by a public authority,,Not permissioned,,,Assessed in 2016 HELAA - Site HE23 | Proposed allocation in Submission Local Plan - Site HS14,,62,,,,62,62,,,,15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC140,,Welwyn Garden City - Inspira House Martinfield,http://www.welhat.gov.uk/map?getmap=true&scale=750&location=524779.609375^212956.903320313&layersidentifier=6b2f822adc13427981d5796897636ca4&menuconfig=Live,ETRS89,-0.191705,51.801358,0.42,Not owned by a public authority,Yes,Permissioned,Other,30/05/2017,Permission reference 6/2017/0818/PN11 | http://planning.welhat.gov.uk/plandisp.aspx?recno=84241,,54,,,,54,54,,,,15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC141,,Welwyn Garden City - 51 Bridge Road East,http://www.welhat.gov.uk/map?getmap=true&scale=750&location=524590.975097656^212935.649902344&layersidentifier=fa4181689b2b4a8f93018ce0edaa0c20&menuconfig=Live,ETRS89,-0.1946,51.80122,0.64,Not owned by a public authority,Yes,Permissioned,Other,29/05/2018,Permission reference 6/2017/2104/MAJ | http://planning.welhat.gov.uk/plandisp.aspx?recno=85571,,54,,,,54,54,,,"""Included previously under permission reference 6/2017/1301/PN11, new permission was granted in May 2018, net dwellings increased from 38 to 54 to reflect new permission.""",15/12/2017,13/12/2018
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC135c,,Welwyn Garden City - Xerox Campus Bessemer Road (Entp/Devt Centre - Additional units),http://www.welhat.gov.uk/map?getmap=true&scale=750&location=524380.348632813^213471.460449219&layersidentifier=89143ac42fc74f159c77bdfa23724b1a&menuconfig=Live,ETRS89,-0.197378,51.806058,0.4,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,02/06/2016,Permission reference 6/2015/2213/MAJ | http://planning.welhat.gov.uk/plandisp.aspx?recno=63338,,44,,,,44,44,,,,15/12/2017,15/12/2017
http://opendatacommunities.org/id/district-council/welwyn-hatfield,Welwyn Hatfield Borough Council,WGC137,,Welwyn Garden City - Mercury House 1 Broadwater Road,http://www.welhat.gov.uk/map?getmap=true&scale=750&location=524328.954589844^212977.604492188&layersidentifier=9db8764537464c999c492322bd600d05&menuconfig=Live,ETRS89,-0.198293,51.801648,0.24,Not owned by a public authority,Yes,Permissioned,Full Planning Permission,17/08/2017,Permission reference 6/2016/2624/MAJ | http://planning.welhat.gov.uk/plandisp.aspx?recno=83309,,43,,,,43,43,,,,15/12/2017,15/12/2017
