OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/basingstoke,Basingstoke & Deane Borough Council,13/00747/FUL,,Three Barrels  Winklebury Centre Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MO0ZDBCRAT000,OSGB36,461186.94,152463.71,0.06,not owned by a public authority,yes,permissioned,full planning permission,20140211,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=MO0ZDBCRAT000,,5,Construction of 2 no. 2-bed flats & 4 no. 1-bed flats following demolition of existing 1st floor flat,,,,,,,Small site granted permission (13/00747/FUL) in Feburary 2014. Currently under construction and considered deliverable within five years. ,20171231,20171231
http://opendatacommunities.org/id/district-council/basingstoke,Basingstoke & Deane Borough Council,13/02321/FUL,,Main Hall Park Prewett Northbrook Crescent Basingstoke ,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=MVYE55CRAT000,OSGB36,461524.18,153887.39,0.25,not owned by a public authority,yes,permissioned,full planning permission,20150320,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=MVYE55CRAT000,,19,Conversion of main hall to 19 residential units and 300m2 of community space,300m2 community use ,,,,,,"Planning permission was granted for a net gain of 19 units in March 2015 (13/02321/FUL) . The site is under construction and the developer has confirmed, through the site monitoring consultation, that the remaining units will be delivered in 2018/19.  A planning application was been submitted to provide an additional 9 units in the hall (17/00565/FUL), but this has been withdrawn. The site is deliverable within five years.  ",20171231,20181231
http://opendatacommunities.org/id/district-council/basingstoke,Basingstoke & Deane Borough Council,14/02200/OUT,,Burnham Copse Infant School New Church Road Tadley ,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=N9F2VTCRHA500,OSGB36,459226.61,162199.9,1.41,not owned by a public authority,yes,permissioned,outline planning permission,20160304,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=N9F2VTCRHA500,,36,Redevelopment of former Burnham Copse Infant School site for up to 36 residential units (use classC3),,,,,,,Outline planning permission for 36 residential units was granted in March 2016 (14/02200/OUT). Aster Communities who are developing the site expect it be complete in 2019/20. Reserved matters application currently being considered and at an advanced stage (18/00524/RES). The site is deliverable within five years.  ,20171231,20181231
http://opendatacommunities.org/id/district-council/basingstoke,Basingstoke & Deane Borough Council,14/03214/FUL,,Cranbourne House The Harrow Way,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NDWLC6CRL0M00,OSGB36,462902.83,150390.62,0.07,not owned by a public authority,yes,permissioned,full planning permission,20150728,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NDWLC6CRL0M00,,7,Residential development of 7 units ,,,,,,,Small site granted permission (14/03214/FUL) in July 2015. The site is considered deliverable within five years. ,20181231,20181231
http://opendatacommunities.org/id/district-council/basingstoke,Basingstoke & Deane Borough Council,14/03880/FUL,,The Railway Inn Station Road ,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NGU8J8CRFND00,OSGB36,446326.84,148860.95,0.14,not owned by a public authority,yes,permissioned,full planning permission,20150707,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NGU8J8CRFND00,,5,Erection of 5 dwellings ,,,,,,,Small site granted permission for 5 dwellings in July 2015 (14/03880/FUL).  No starts recorded on site at 1 April 2018 but site considered deliverable within five years.,20181231,20181231
http://opendatacommunities.org/id/district-council/basingstoke,Basingstoke & Deane Borough Council,15/00975/FUL,,Leamington Court Andover Road Newfound,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NLGY47CRJBL00,OSGB36,457844.53,151294.46,0.5,not owned by a public authority,yes,permissioned,full planning permission,20160513,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NLGY47CRJBL00,,13,Partial demolition of office building (B1a) & conversion of remainder to form 7 no. dwellings & erection of 6 no. dwelling,,,,,,,Planning permission was granted in May 2016 for the conversion of offices to 7 units and erection of 6 further units on site (15/00975/FUL). Site is under construction. The site is deliverable within five years.  ,20171231,20181231
http://opendatacommunities.org/id/district-council/basingstoke,Basingstoke & Deane Borough Council,15/03170/FUL,,Wella (Gb)  Wella Road Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NUB80JCRFS600,OSGB36,462726.15,150766.24,0.67,not owned by a public authority,yes,permissioned,full planning permission,20161223,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NUB80JCRFS600,,70,Demolition of existing buildings (Class B1a) and redevelopment of site to provide a 3 storey residential block providing 70 flats ,,,,,,,A prior notification was approved for the conversion of the building to residential use (14/02433/GPDOFF) encompassing 12 units. A new application for  70 units on the site (15/03170/FUL) was granted permission in December 2016. The site has been cleared to enable development to take place and start on site was recorded in recorded 2017. Completions expected from 2018/19. The site is deliverable within five years.  ,20171231,20181231
http://opendatacommunities.org/id/district-council/basingstoke,Basingstoke & Deane Borough Council,15/04189/FUL,,Lock Up Garage Site May Street/lower Brook Street Brookvale Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NYBIG0CRJWL00,OSGB36,463024.13,152263.14,0.21,mixed ownership,yes,permissioned,full planning permission,20170306,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NYBIG0CRJWL00,,12,Erection of 12 no. dwellings to provide affordable housing (4 no. 1-bed flats & 8 no. 2-bed houses) with associated parking and landscaping following demolition of existing lock-up garages,,,,,,,Full planning permission (15/04189/FUL) was granted  in March 2017 for 12 affordable units.  The site has been sold by the council and the new owners Sovereign and construction has started on sites  with completions expected in 2018/19.  The site is deliverable within five years.  ,20171231,20181231
http://opendatacommunities.org/id/district-council/basingstoke,Basingstoke & Deane Borough Council,15/04469/RES,,Queen Marys College Land Adjacent To Cliddesden Road Basingstoke,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZI3KXCRKV200,OSGB36,463871.95,151155.13,0.23,unknown ownership,yes,permissioned,reserved matters approval,20160715,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NZI3KXCRKV200,,6,Erection of 6 no. dwellings ,,,,,,,Outline planning permission grated under reference BDB/74060 in July 2016.  Reserved matters approval graned July 2017 (15/04469/RES). As at the 1 April 2018 construction was yet to start. Site considered deliverable within five years.,20171231,20181231
http://opendatacommunities.org/id/district-council/basingstoke,Basingstoke & Deane Borough Council,15/04506/FUL,,Royal British Legion  The Street Bramley,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=map&keyVal=NZPT71CRL0V00,OSGB36,459226.61,162199.9,1.41,not owned by a public authority,yes,permissioned,full planning permission,20161111,https://planning.basingstoke.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NZPT71CRL0V00,,9,Erection of 9 no. dwellinghouses (4 no. 2-bed dwellings & 5 no. 4-bed dwellings) following demolition of members' club,,,,,,,Small site granted permission (15/04506/FUL) in November 2016. No start on site has been recorded at 1 April 2018 but the site considered deliverable within five years.  ,20171231,20181231
