OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR1,SHLAA 2016 Update (307),"Deans Yard, South Road, Baldock",Site Map,OSGB36,525107.280512704,233548.951580103,0.32,not owned by a public authority,Yes,Not permissioned,,,,,20,Emerging Local Plan allocation.,,,20,20,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR2,SHLAA 2016 Update (B/e03),"Land at Icknield Way, Baldock",Site Map,OSGB36,524255.725882782,234137.171162025,0.52,not owned by a public authority,Yes,Permissioned,,,,,26,Emerging Local Plan allocation.,,,26,26,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR5,SHLAA 2016 Update (366),"Former B&Q, at junction of Nightingale and Walsworth Road, Hitchin",Site map,OSGB36,519255.587298338,229763.253668483,0.68,not owned by a public authority,Yes,Not permissioned,,,,,60,Emerging Local Plan allocation.,,,60,60,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR9,SHLAA 2016 Update (234),"Pixmore Centre, Pixmore Avenue, Letchworth",Site map,OSGB36,522467.849834955,232957.677697391,0.39,not owned by a public authority,Yes,Not permissioned,,,,,31,Emerging Local Plan allocation.,,,31,31,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR10,SHLAA 2016 Update (337),"Freeman House, Radburn Way, Letchworth",Site map,OSGB36,522819.660246328,232146.650742856,0.31,public authority,Yes,Conditional Permission,Outline planning permission,2016-08-25,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=PWC4FOLKHF000&activeTab=summary,,8,"Reserved Matters application for approval of appearance, landscaping, layout and scale for outline application 16/01613/1 granted 25.08.2016 for residential development comprising of 8 dwellings including new access from Radburn Way following demolition of existing elderly persons' home.",,,8,8,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR11,SHLAA 2016 Update (338),"Foundation House, Icknield Way, Letchworth",Site map,OSGB36,522491.201858349,233389.390075926,0.78,not owned by a public authority,Yes,Permissioned,Prior approval griven,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV2LKID491&activeTab=summary,,16,Prior approval notification - Class O: Change of use from Use Class B1(a) (offices) to Use Class C3 (residential) to provide 9 x 1 bedroom flats and 7 x 2 bedroom flats and 20 car parking spaces.,,,16,16,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR12,SHLAA 2016 Update (339),"Glebe Road industrial estate, Letchworth",Site map,OSGB36,522294.865551847,233371.856728783,0.26,not owned by a public authority,Yes,Not permissioned,,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PJMN5ZLKKGW00,,9,"Erection of 9 x 3 bedroom dwellings following demolition of existing industrial buildings, with all associated landscaping and ancillary works, including creation of new highway and pedestrian access.",,,9,9,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR14,SHLAA 2016 Update (354),"Nursery, Icknield Way, Letchwoth",Site map,OSGB36,521402.184638107,232780.771572688,0.43,not owned by a public authority,Yes,Not permissioned,,,,,8,Emerging Local Plan allocation.,,,8,8,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR15,SHLAA 2016 Update (356),"Site at Birds Hill, Letchworth",Site map,OSGB36,522401.220840365,232952.34142592,0.6,not owned by a public authority,Yes,Not permissioned,,,,,48,Emerging Local Plan allocation.,,,48,48,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR16,SHLAA 2016 Update (355),"Garages, Icknield Way, Letchworth",Site map,OSGB36,521232.350011981,232672.660722695,0.69,not owned by a public authority,Yes,Not permissioned,,,,,25,Emerging Local Plan allocation.,,,25,25,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR17,SHLAA 2016 Update (l/r02),"Former Depot, Icknield Way, Letchworth",Site map,OSGB36,522920.340504537,233409.816597581,0.92,mixed ownership,Yes,Not permissioned,,,,,55,Emerging Local Plan allocation.,,,55,55,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR18,SHLAA 2016 Update (L/r16),"Land at Birds Hill, Letchworth",Site map,OSGB36,522389.711294581,233037.757466048,1.07,not owned by a public authority,Yes,Not permissioned,,,,,86,Emerging Local Plan allocation.,,,86,86,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR19,SHLAA 2016 Update (217),"Anglian Business Park, Orchard Road, Royston",Site map,OSGB36,535058.36288587,241252.076740886,1.19,not owned by a public authority,Yes,Pending permission,,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=PRJWHLLKFNN00&activeTab=summary,,68,"Hybrid application for the residential redevelopment of the Anglian Business Park to provide a total of up to 67 dwellings (of a range of sizes, types and tenures including affordable housing) and associated parking, landscaping, open space and ancillary works",,,68,68,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR22,,"John Barker Place, Westmill, Hitchin",Site map,OSGB36,517457.554197858,230255.024164853,0.71,not owned by a public authority,Yes,Conditional Permission,Full planning permission,2015-02-13,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYVALKID796&activeTab=summary,,33*  * This number is based upon the approved rate of dwellings deemed appropriate in the last permission,"Demolition of existing shops, flats and garages and redevelopment of site with housing retail and community facilities comprising: 15 x two-bed houses, 24 flats (22 x two-bed and 2 x one-bed flats), supermarket (Class A1) and takeaway (Class A5) on ground floor of flat block; associated landscaping, parking and new play area. Provision of new pedestrian crossing and visitor parking on John Barker Place.",,,33,33,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR23,,"Block B, Latchmore Court, Hitchin",Site map,OSGB36,518342.177666534,229225.980582545,0.09,not owned by a public authority,Yes,Permissioned,Full planning permission,2015-08-21,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV7LKID877&activeTab=summary,,13,Change of use from offices (B1 use) and bar / nightclub (A4 use) to 2 x 1 bedroom flats and 11 x 2 bedroom flats.,,,10,10,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR25,,"Elderley Persons Home, Wratten Road West, Hitchin",Site map,OSGB36,518065.296536261,228904.481019576,0.41,not owned by a public authority,Yes,Permissioned,Outline planning permission,2016-08-03,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZYV4LKID792&activeTab=summary,,11,"11 dwellings together with associated parking and open space, following demolition of existing elderly persons home - Outline application with all matters except access reserved.",,,11,11,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR30,SHLAA 2016 (H/r33),"Railway Sidings, St. Michael's Road, Hitchin",Site map,OSGB36,519622.184933273,229577.802077946,3.86,not owned by a public authority,Yes,Not permissioned,,,,,123,Deemed suitable under the SHLAA criteria but unavailable.,,,123,123,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR31,,"Bowman's Flour Mill, Ickleford",Site map,OSGB36,518210.420501913,231262.055238685,3.57,not owned by a public authority,Yes,Pending permission,,,https://pa2.north-herts.gov.uk/online-applications/caseDetails.do?caseType=Application&keyVal=ZZZYV2LKID605,,71,Estimate based on current application but without prejudice to its determination.,,,71,71,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR32,,"Oddysey Health Club, Knebworth",Site map,OSGB36,524561.466268879,221812.759435839,4.01,not owned by a public authority,Yes,Permissioned,Full planning permission,2019-05-22,https://pa2.north-herts.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,86,"Redevelopment of the site to provide 86 dwellings (12 x 2 bedroom houses, 12 x 3 bedroom houses, 18 x 4 bedroom houses, 25 x one bedroom apartments, and 19 x 2 bedroom apartments), associated landscaping, car-parking, the provision of a large new public open space and the creation of a new vehicular access off the B197 Stevenage Road following demolition of the former indoor bowling building and several ancillary buildings. Rearrangement of the existing car parking provision for existing Odyssey Health and Racquet Club to provide 141 car parking spaces and alterations to existing vehicular access to Odyssey Health Club from Old Knebworth Lane.",,,86,86,,,,2019-11-28,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR34,,"Paul Bromfield Aquatics, Maydencroft Lane, Gosmore",Site map,OSGB36,518387.402177948,227099.618623908,1.59,not owned by a public authority,Yes,Permissioned,Full planning permission,2018-10-30,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZYUXLKID838,,10,"Residential development of eight units comprising of 1 x 2 bed, 3 x 3 bed and 4 x 4 bed dwellings together with associated access road, garaging and infrastructure following demolition of existing aquatic plant nursery buildings.",,,10,10,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR35,,"Former Lannock School, Whiteway, Letchworth",Site map,OSGB36,523294.822560674,231598.267327331,0.21,not owned by a public authority,Yes,Permissioned,Outline planning permission,2018-03-29,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZYV2LKID122,,44,Outline application (all matters reserved except access) for residential development up to 44 dwellings,,,44,44,,,,2017-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR36,,"Garden Centre, High Street, Codicote",Site map,OSGB36,521477.26,218820.96,0.26,not owned by a public authority,Yes,Pending Consideration,,,https://pa2.north-herts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PT3GGVLKG7600,,54,"Residential development of 72 dwellings and associated new local open space, access and associated works under considration.",,,54,72,,,,2018-12-31,2019-12-31
http://opendatacommunities.org/doc/district-council/north-hertfordshire,North Hertfordshire District Council,BR37,,Meridian Works Barkway Road Royston Hertfordshire,Site map,OSGB36,537099.0,239694.0,,not owned by a public authority,Yes,Conditional Permission,Full planning permission,2019-04-26,https://pa2.north-herts.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,8,Erection of eight 4-bed dwellings following demolition of existing buildings (as amended by plans received 03/09/19 and 06/09/19).,,,8,8,,,,2019-11-28,2019-12-31
