OrganisationURI,SiteReference,SiteNameAddress,SiteplanURL,GeoY,GeoX,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/geography/administration/ua/E06000049,406,"""Victoria Mills, Macclesfield Road, Holmes Chapel""",http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,53.201725,-2.350282,4.18,not owned by a public authority,permissioned,outline planning permission,2012-08-30,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=08/0492/OUT&query=7e096956-f6a3-4b6a-b5d3-a7caa9a966b8,Y,,160,,"""Planning permission Ref: 08/0492/OUT: Outline application for residential development including means of access""",2017-10-19,2019-11-15,
http://opendatacommunities.org/id/geography/administration/ua/E06000050,749,"""Woodend, Homestead Road, Disley""",http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,53.359007,-2.044161,0.34,not owned by a public authority,permissioned,reserved matters approval,2016-04-28,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/0429M&query=247c8b13-27a1-4893-bf2e-1454cc96e7a0,Y,,11,,"""Site is under construction. Planning permission ref: 16/0429M: Reserved Matters for 11 dwellings""",2017-10-19,2019-11-15,2019-11-15
http://opendatacommunities.org/id/geography/administration/ua/E06000117,761,"""49-51 Palmerston Street, Bollington""",http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,53.298162,-2.096238,0.05,not owned by a public authority,permissioned,other,2018-08-08,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/2672M&query=c7e2c85a-b589-48c8-a934-f8ca337efde1,Y,,8,,"""Prior approval ref: 18/2672M - change of use from B1(a) offices to 8 No. Class C3 apartments.""",2019-11-15,2019-11-15,
http://opendatacommunities.org/id/geography/administration/ua/E06000051,993,"""Ivy House Farm, Longhill Lane, Hankelow""",http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,52.99939,-2.474024,0.22,not owned by a public authority,permissioned,outline planning permission,2016-10-31,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=16/3456N&query=4fe1ffd1-f7ce-4767-82c3-25b6dad56ca9,Y,,5,,"""Planning permission ref: 16/3456N: Demolition of existing dwelling and commercial building and erection of five detached dwelling, access and associated works""",2017-10-19,2019-11-15,
http://opendatacommunities.org/id/geography/administration/ua/E06000118,2061,"""Land At Mill Street And, Lockitt Street, Crewe""",http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,53.092296,-2.437748,3.59,not owned by a public authority,pending decision,,,https://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/5040N&query=d458ea04-1cda-4255-9a2d-cb277fdf61c0,Y,,70,,"""Planning permission granted subject to the completion of a S106 legal agreement. Planning application ref: 18/5040N - Hybrid Planning Application comprising (1) Full Planning Application for the erection of two Class A1 retail units and one Class A1/A3 unit with associated car parking and servicing areas, access, landscaping and associated works, including relocation of electricity sub-station, following demolition of existing structures and (2) Outline Planning Application with all matters reserved except for access for the erection of up to 70 dwellings with associated infrastructure.""",2019-11-15,2019-11-15,
http://opendatacommunities.org/id/geography/administration/ua/E06000052,2340,"""9 Old Middlewich Road, Sandbach""",http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,53.144928,-2.366489,0.1,not owned by a public authority,permissioned,full planning permission,2016-04-11,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/3379C&query=744c1af9-7d8d-45d5-838c-52e4face093e,Y,,13,,"""15/3379C: Construction of 13 one and two bedroom apartments""",2017-10-19,2019-11-15,
http://opendatacommunities.org/id/geography/administration/ua/E06000053,2355,"""Haulage depot rear of 13 Congleton Road, Sandbach""",http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,53.146405,-2.360475,0.34,not owned by a public authority,permissioned,full planning permission,2016-08-12,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/2134C&query=f4ed61d7-12e7-497e-a433-624a9e9b7639,Y,,14,,"""Site is under construction. Planning permission Ref: 15/2134C: Demolition of workshop and haulage yard and erection of 14 dwellings""",2017-10-19,2019-11-15,2019-11-15
http://opendatacommunities.org/id/geography/administration/ua/E06000054,2371,"""Cardway Business Park, LINLEY LANE, ALSAGER, ST7 2UX""",http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,53.093508,-2.287995,4.47,not owned by a public authority,permissioned,outline planning permission,2017-07-06,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/2101C&query=1d2c76fe-3a61-42d2-b6d4-585a83d3ae8b,Y,,104,,"""15/2101C: Outline planning application for a phased development of up to 105 dwellings""",2017-10-19,2019-11-15,
http://opendatacommunities.org/id/geography/administration/ua/E06000055,2421,"""Dunwood, Homestead Road, Disley""",http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,53.358826,-2.044758,0.24,not owned by a public authority,permissioned,full planning permission,2015-11-12,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=15/3617M&query=b97203e1-3001-4a81-8b1e-598e9c447ee3,Y,,6,,"""Site is under construction. Planning permission ref: 15/3617M: Demolition of existing dwelling and erection of 6 apartments""",2017-10-19,2019-11-15,2019-11-15
http://opendatacommunities.org/id/geography/administration/ua/E06000132,2601,"""TRAINING CENTRE, HILL STREET, SANDBACH""",http://cheshireeast.gov.uk/planning/spatial_planning/brownfield-register.aspx,53.148912,-2.391951,0.25,not owned by a public authority,pending decision,,,http://planning.cheshireeast.gov.uk/applicationdetails.aspx?pr=18/3220C&query=df0c06c5-1ea8-43ae-a075-5e52e6652aae,Y,,26,,"""Planning permission granted subject to the completion of a S106 agreement. Planning application ref: 18/3220C: Erection of a three storey residential development comprising 26 apartments (Use Class C3), parking, associated access, landscaping and servicing.""",2019-11-15,2019-11-15,
