OrganisationURI,SiteReference,SiteNameAddress,GeoY,GeoX,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR001,"Garage court rear of Marybrook Street car park, Marybrook Street Berkeley",51.692418,-2.4588083,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.4588082,51.692409&level=17",0.08,owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""BER002""",,5,5,,"BERKELEY|This site could be redeveloped for high density housing, comprising flats at an average density of about 60 dph, and the suggested yield is 5 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR002,"Queens Court, The Bourne Brimscombe",51.718852,-2.1764534,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.1764679,51.718852&level=17",0.44,owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""BRI013""",Y,6,7,,"BRIMSCOMBE & THRUPP|This site (24 units)could be redeveloped for medium-high density housing comprising flats and townhouses at an average density of 50-75dph, and the suggested yield is up to 30 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR003,"Brimscombe Mills & Mill Pond, London Road Brimscombe",51.720424,-2.1942073,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.1942217,51.720415&level=17",1.46,not owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/1455/stroud-district-local-plan_november-2015_low-res_for-web.pdf#page=55|https://www.stroud.gov.uk/media/1455/stroud-district-local-plan_november-2015_low-res_for-web.pdf#page=139|https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""BRI008""|https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=69",,25,25,,"BRIMSCOMBE & THRUPP|This site could be developed for a mix of housing and employment uses including medium to high density housing comprising  flats and townhouses at an average density of 50-75dph, and the suggested yield is around 25 units, subject to achieving a satisfactory mix with other uses.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR004,"Lakeside Depot, Brimscombe Mills London Road Stroud",51.720838,-2.1940209,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.1940208,51.720829&level=17",0.24,not owned by a public authority,not permissioned,,,https://www.stroud.gov.uk/media/1455/stroud-district-local-plan_november-2015_low-res_for-web.pdf#page=55|https://www.stroud.gov.uk/media/1455/stroud-district-local-plan_november-2015_low-res_for-web.pdf#page=139|https://www.stroud.gov.uk/media/355587/appendix-2.pdf#page=29,,15,15,,"BRIMSCOMBE & THRUPP|This site could be developed for medium to high density housing comprising flats and townhouses, at an average density of around 75 dph, and the suggested yield is up to 15 units, subject to achieving a satisfactory mix with other uses.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR005,"Brimscombe Port, Port Lane Brimscombe",51.719074,-2.189743,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.189743,51.719074&level=17",3.86,owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/1455/stroud-district-local-plan_november-2015_low-res_for-web.pdf#page=55|https://www.stroud.gov.uk/media/1455/stroud-district-local-plan_november-2015_low-res_for-web.pdf#page=139|https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""BRI009""|https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=69",,85,150,,"BRIMSCOMBE & THRUPP|This site could be developed for medium to high density housing comprising flats and townhouses, offices, light industrial, canal
and community uses at an average density of 50-90 dph, and the suggested yield is up to 150 units, subject to achieving a
satisfactory mix with other uses.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR006,"Bourne Mills, London Road Brimscombe",51.717731,-2.1860462,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.1860462,51.717731&level=17",0.47,unknown ownership,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""BRI021""",,10,10,,"BRIMSCOMBE & THRUPP|This site could be partially reused and redeveloped and improved for retail, employment, housing or community purposes, subject to conserving the character of the listed buildings and conservation area. Conversion of upper floors of mill building and new build on land outside the floodplain could deliver about 10 dwellings at 50 dph.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR007,"Units 1 - 8, Ebley Wharf, Stroud",51.739858,-2.2493525,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2493525,51.739858&level=17",0.16,not owned by a public authority,permissioned,full planning permission,2017-11-23,https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.17/1545/FUL,Y,6,6,,CAINSCROSS|Conversion of the upper three floors of the historic mill building and 2-storey wing to 6no flats.,2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR008,"Coaley Junction, Draycott Cam",51.71635,-2.3647178,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.3647178,51.71635&level=17",1.75,not owned by a public authority,permissioned,full planning permission,2019-03-21,https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.18/0044/FUL,Y,39,41,,"CAMThis site could be developed for medium density housing typically comprising a mix of detached, semi -detached and terraced dwellings at an average density of around 35 dph, and the suggested yield for a residential scheme across the net developable area is 39 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR009,"20 Rock Road, Cam",51.69577,-2.3787456,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.3787456,51.69577&level=17",0.09,not owned by a public authority,not permissioned,,,https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.13/1772/FUL,,8,8,,"CAM|Site subject to past resolution to grant planning permission, subject to a s106 agreement, for the redevelopment of the site for 8 two bed flats comprising a block of 7 flats and attached flat.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR010,"Summerhayes General Stores  , The Crescent  Cam",51.697435,-2.3669096,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.3669096,51.697435&level=17",0.11,not owned by a public authority,not permissioned,,,https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.14/0625/FUL,Y,5,5,,CAM|Lapsed planning permission for the demolition of the existing shop/ dwelling and redevelopment for 5 dwellings,2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR011,"Henlow House/ 54 - 60 Silver Street, Silver Street Dursley",51.680432,-2.3525111,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.3525111,51.680423&level=17",0.13,not owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""DUR007""",Y,10,10,,"DURSLEY|Existing buildings could be converted for housing and commercial uses and the southern part of the site developed for housing as part of a mixed use scheme, and the suggested yield over the net developeable area is around 10 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR012,"The Old Dairy/ Land off Prospect Place, Dursley",51.681142,-2.3555395,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.3555395,51.681142&level=17",0.37,mixed ownership,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""DUR017""|https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=104",Y,10,10,,"DURSLEY|This site could be developed for medium/ high density development, comprising terraced housing and apartments at an average density of about 40 dph, and the suggested yield for a residential scheme across the net developable area is 10 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR013,"1-25 Long Street, Dursley",51.682199,-2.3537109,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.3537109,51.682199&level=17",0.48,unknown ownership,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""DUR003""|https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=104",,10,11,,"DURSLEY|This site could be developed for high density development, comprising apartments at an average density of about 60 dph, subject to providing for parking for existing uses, and the suggested yield for a residential scheme across the net developable area is 11 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR014,"11/11a May Lane, May Lane Dursley",51.681264,-2.3568712,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.3568712,51.681264&level=17",0.04,owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""DUR022""",Y,5,5,,"DURSLEY|The existing buildings could be converted and the site developed for apartments at an average density of about 100 dph, and the suggested yield for a residential scheme across the net developable area is 4 - 5 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR015,"Dursley Garage, 29 - 31 Kingshill Road Dursley",51.683428,-2.3577994,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.3577994,51.683428&level=17",0.07,not owned by a public authority,not permissioned,,,https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.13/1882/FUL|https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.18/0485/FUL,Y,10,10,,"DURSLEY|Lapsed planning permission S.13/1882/FUL for the redevelopment of the site for 10 units, comprising 8 three bed terraced townhouses and 2no two-bed flats, creation of two office spaces.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR016,"Dockyard Works, Knapp Lane Brimscombe",51.717314,-2.1827007,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.1827007,51.717314&level=17",1.04,not owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/1455/stroud-district-local-plan_november-2015_low-res_for-web.pdf#page=55|https://www.stroud.gov.uk/media/1455/stroud-district-local-plan_november-2015_low-res_for-web.pdf#page=139|https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""BRI011""",,20,20,,"MINCHINHAMPTON|This site could be developed for medium to high density housing, comprising flats and townhouses, offices and community uses at an average density of 30-50 dph, and the suggested yield is up to 20 units, subject to achieving a satisfactory mix with other uses.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR017,"Val D'Or Works, Knapp Lane Brimscombe",51.717551,-2.1803856,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.1803856,51.717542&level=17",0.42,not owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/1455/stroud-district-local-plan_november-2015_low-res_for-web.pdf#page=55|https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""BRI012""",,10,10,,"MINCHINHAMPTON|This site could be developed for medium to high density housing comprising  flats and  townhouses, offices and community uses, at an average density of 30-50 dph and the suggested yield is up to 10 units, subject to achieving a satisfactory mix with other uses.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR018,"The New Lawn, Nailsworth, Another Way Nailsworth",51.698838,-2.2376382,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2376382,51.698838&level=17",2.83,not owned by a public authority,pending decision,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""NAI008""|https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.18/0815/OUT|https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=p76",,52,80,,"NAILSWORTH|Taking account of the character of the site and its surroundings, this site could be developed for low to medium density housing development typically comprising a mix of detached, semi -detached and terraced dwellings at an average density of about 20-30 dph, and the suggested yield is around between 52-78 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR019,"Daniels Industrial Estate, 104 Bath Road, Stroud",51.737031,-2.2335232,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2335232,51.73704&level=17",2.52,not owned by a public authority,permissioned,outline planning permission,2018-02-12,https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.16/2152/OUT,Y,50,50,,"RODBOROUGH|Mixed use redevelopment comprising up to 50 residential dwellings, new foodstore and food and drink retail unit.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR020,"Fern House and Unit 24 Daniels Industrial Estate, Bath Road, Stroud",51.737474,-2.2326276,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2326276,51.737474&level=17",0.45,not owned by a public authority,not permissioned,,,https://www.stroud.gov.uk/media/1455/stroud-district-local-plan_november-2015_low-res_for-web.pdf#page=139|https://www.stroud.gov.uk/media/355587/appendix-2.pdf#page=89,Y,10,10,,RODBOROUGH|This site could be partially redeveloped for medum to high density housing including apartments and the suggested yield on this part of the site is around  10 units.,2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR021,"Land adjacent to Fromehall, Bath Road Rodborough",51.742057,-2.2289435,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2289435,51.742057&level=17",0.47,unknown ownership,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""STR005""",,5,5,,"RODBOROUGH|This site could be developed for low density development typically comprising detached, semi -detached dwellings at an average low density of about 20 dph, and the suggested yield is 5 units taking account of levels and the need to retain tree cover.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR023,"Former Standish Hospital Site, Horsemarling Lane Standish",51.7586,-2.267856,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.267856,51.7586&level=17",13.07,owned by a public authority,permissioned,full planning permission,2019-02-14,https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.17/2729/FUL,Y,125,125,,"STANDISH|This site could be partly redeveloped for housing and community uses provided that the minimum necessary enabling development is used to secure the reuse and restoration of the heritage buildings. Development is likely to result in a mix of apartments, townhouses, terraced, semi and detached houses. The suggested likely yield is 125 units, but should be the minimum necessary. Part of current application site S.17/2729/FUL.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR024,"Stagholt Playing Field Car Park, Gloucester Road Stonehouse",51.756299,-2.282837,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.282837,51.756299&level=17",0.22,not owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""STO018""",Y,,,,"STANDISH|This site could partly be developed for low/medium density housing development, as a local housing need exception site, typically comprising terraced dwellings at an average density of about 20-25 dph and the suggested yield is 5 units, subject to the replacement of existing community facilities.",2017-12-18,2019-12-01,2019-12-01
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR025,"Old Station Yard, Station Road Stonehouse",51.745986,-2.2936068,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2936068,51.745986&level=17",0.31,not owned by a public authority,not permissioned,,,https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.13/2110/FUL|https://www.stroud.gov.uk/media/356555/snp-referendum-10-17-web.pdf,Y,15,15,,STONEHOUSE|Lapsed planning permission S.13/2110/FUL for the redevelopment of the site for 15 semi-detached and terraced houses comprising 7no two- bed units and 8no three-bed units.,2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR026,"Police station/ Magistrates Court, Parliament Street Stroud",51.745448,-2.2140855,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2140855,51.745439&level=17",0.41,owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""STR018""|https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=80",,30,45,,STROUD|This site could be developed for a mix of housing and other town centre uses including medium to high density housing comprising  mainly townhouses and apartments and the suggested yield is around 30 - 45 units,2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR027,"Market Tavern, Cornhill Stroud",51.743917,-2.2157149,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2157294,51.743917&level=17",0.11,not owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""STR017""|https://www.stroud.gov.uk/media/208653/ndp-64-web-version.pdf",Y,15,15,,"STROUD|This site could be developed for a mix of ground floor retail and commercial and/ or housing uses. If for housing only on upper floors, this could include high density housing comprising town houses and apartments and the suggested yield is up to 15 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR028,"Lower Wharf Industrial Estate, Wallbridge Stroud",51.744072,-2.2238265,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.223841,51.744072&level=17",0.64,not owned by a public authority,not permissioned,,,https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=p81,,12,17,,"STROUD|This site could be redeveloped for a mix of housing and other  uses including employment, tourism and leisure uses. Only the frontage land with Bath Road and land adjacent to the canal would be suitable for residential uses due to the floodplain. A relatively high density flatted development could be delivered, around 75-100 dph and the suggested yield is 12-17 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR029,"Railway Land/ car parks, Cheapside Stroud",51.743741,-2.2181039,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2181039,51.743741&level=17",1.89,owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""STR014""|https://www.stroud.gov.uk/media/208653/ndp-64-web-version.pdf|https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=80",,75,75,,"STROUD|This site could be developed for a mix of housing, station and town centre uses. This could include high density housing comprising town houses and apartments and the suggested yield is up to 75 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR030,"Merrywalks Arches , Merrywalks Stroud",51.745347,-2.2202697,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2202697,51.745347&level=17",0.2,not owned by a public authority,not permissioned,,,"https://www.stroud.gov.uk/media/355587/appendix-2.pdf#search=""STR015""|https://www.stroud.gov.uk/media/208653/ndp-64-web-version.pdf|https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=80",,25,25,,"STROUD|This site could be developed for a mix of commercial and housing uses. If for housing only, this could include high density housing comprising town houses and apartments and the suggested yield is 25 units.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR031,"Lodgemore/Fromehall Mills, Lodgemore Lane Stroud",51.743591,-2.2265036,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2265181,51.743591&level=17",1.4,not owned by a public authority,not permissioned,,,https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=81,,40,40,,"STROUD|Taking account of the heritage and landscape character of the site and its surroundings, this site could be subject to adaptive-reuse of the existing historic buildings for employment in improved premises and residential with sensitive conversion to apartments.",2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR032,"Land to the rear of Avocet Business Park, Dudbridge Stroud",51.742962,-2.2309178,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2309178,51.742962&level=17",5.05,not owned by a public authority,not permissioned,,,https://www.stroud.gov.uk/info/Draft_Plan_2019.pdf#page=81,,50,60,,STROUD|Part of this site could be redeveloped for a mix of housing and employment uses including conversion of mill buildings. This could include medium to high density housing comprising town houses and apartments and the suggested yield is 50 -60 units.,2017-12-18,2019-12-01,
https://digital-land.github.io/organisation/local-authority-eng/STO/,BR033,"Rooksmoor Mills, Bath Road Woodchester Stroud",51.726823,-2.2307776,"https://stroud.maps.arcgis.com/apps/webappviewer/index.html?id=ce9765b5b8614d88a86d7126329fc614&marker=-2.2307776,51.726823&level=17",1.09,mixed ownership,permissioned,full planning permission,2018-01-19,https://publicaccess.stroud.gov.uk/online-applications/search.do?action=simple&searchType=Application&searchCriteria.caseStatus=All&searchCriteria.simpleSearchString=S.13/1893/FUL,,54,54,,"WOODCHESTER|Construction of 54 residential units and outline planning permission for 1,300sqm of commercial floorspace",2017-12-18,2019-12-01,
