OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/01,17/00272/PNCOU,Trafalgar House  Trafalgar Street,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,447859,129503,0.06,not owned by a public authority,yes,permissioned,other,2017-03-29,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,26,Change Of Use from B1 to 26 1 Bed Flats,,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/02,15/01989/PNCOU,Co-Operative Group Ember House Moorside Road,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,449296,130616,0.11,not owned by a public authority,yes,permissioned,other,2015-10-30,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,12,(Prior Approval) Change Of Use from B1(A) Office to 12 x Studio Flats.,,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/03,15/02884/FUL,15 Chilbolton Avenue,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,446425,129524,0.5,not owned by a public authority,yes,permissioned,full planning permission,2017-01-09,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,5,Demolition of exisitng buildings and erection of 6 x Houses.,,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/04,16/00562/FUL,Garage Court  Bailey Close,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,446518,128740,0.06,owned by a public authority,yes,permissioned,full planning permission,2017-05-09,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,5,Erection of 5 x 1 Bed affordable housing units.,,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/05,15/00781/FUL,"Winchester Snooker Centre, Radley House 8 St Cross Road",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,447817,129124,0.09,not owned by a public authority,yes,permissioned,full planning permission,2015-07-21,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,6,"Demolition of exisitng Snooker Centre and erection of 5No. 3 Bed, 1No. 2 Bed Dwellings and a Commercial Building.",,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/06,17/00176/FUL,Regency House 2 - 4 Southgate Street Winchester Hampshire SO23 9EF,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,447927,129480,0.03,not owned by a public authority,yes,permissioned,full planning permission,2017-03-23,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,8,Retention of lower ground & ground Floor Offices & Change Of Use of First & Second Floor from B1 (Office) to 4x1 Bed & 4 x 2 Bed Flats,,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/07,16/01646/FUL,9-11  High Street,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,448324,129380,0.08,not owned by a public authority,yes,permissioned,full planning permission,2016-12-21,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,7,Redevelop Exisitng Facades on High St & Market St. Change Of Use of 2 Floors from A1 & erection of a 3rd floor to create 7 x Duplex flats,,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/08,15/02599/FUL,11-16 Garage Block Mitford Road,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,458006,132014,0.35,owned by a public authority,yes,permissioned,full planning permission,2016-03-03,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,8,Erection of 6 x1 Bed and 2 x 2 Bed Affordable Flats Following Demolition of Exisitng Garages.,,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/09,16/01596/PNCOU,"Brymor House & Ocean House Parklands Business Park, Forest Rd",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,465505,111111,0.5,not owned by a public authority,yes,permissioned,other,2016-09-01,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,24,Change of use of existing B1(a) offices (within 2x separate blocks) to provide a total of 24. No Class C3 Dwellings together with on-site car parking.,,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/10,15/01706/FUL,Hill House Rest Home  High Street Shirrell Heath,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,457240,114326,0.31,not owned by a public authority,yes,permissioned,full planning permission,2015-11-27,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,7,"Demolition of Rest Home and erection of 2No.2 Bed, 2No3 Bed, 3No. 4 Bed and 1No. 5 Bed Dwellings.",,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/11,16/01854/FUL,"Huxley UK Ltd   The Dean, New Alresford",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,458428,132784,0.63,not owned by a public authority,yes,permissioned,full planning permission,2018-03-21,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,45,Demolition of existing buildings to provide 45 new dwellings,,,,,,,,2017-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/12,17/00349/FUL,"St Thomas More Catholic Church, Stoney Lane, Winchester",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,446801,130839,0.14,not owned by a public authority,yes,permissioned,full planning permission,2017-05-17,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,7,Removal of Church (D1 340M2) & Bungalow. Erection of 8 Dwellings,,,,,,,,2018-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/13,17/00635/FUL,"Gentian House,  Moorside Road, Winchester",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,449303,130615,0.14,not owned by a public authority,yes,permissioned,full planning permission,2017-12-19,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,8,3 Storey extension to accommodate 8 additional apartments,,,,,,,,2018-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/14,17/00798/FUL,"Kings School House , Sarum Road, Winchester",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,446408,129238,0.40,not owned by a public authority,yes,permissioned,full planning permission,2018-01-05,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,29,Demolition & Redevelopment to form 29 Sheltered Apartments for the elderly,,,,,,,,2018-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/15,17/01704/FUL,"Dance Academy, 21 St Pauls Hill, Winchester",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,447515,129935,0.11,not owned by a public authority,yes,permissioned,full planning permission,2018-01-24,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,8,Demolition of former Trinity Centre. Erection of 8No Dwellings,,,,,,,,2018-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/16,17/02582/FUL,"Police House,  Station Road",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,458850,132536,0.11,not owned by a public authority,yes,permissioned,full planning permission,2018-01-05,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,10,Demolition of existing Buildings and erection of 10 2Bed Apartments,,,,,,,,2018-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/17,17/02762/PNCOU,"WCI Technology House, Parklands Business Park, Forest Road, Denmead",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,465533,111064,0.15,not owned by a public authority,yes,permissioned,other,2017-12-14,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,8,Conversion of existing floors(B1A Use) to form Residential Accomodation (8 Flats),,,,,,,,2018-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/18,17/03140/FUL,"Jhansi Farm, Clewers Lane, Waltham Chase",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,456102,115805,0.19,not owned by a public authority,yes,permissioned,full planning permission,2018-01-31,https://planningapps.winchester.gov.uk/online-applications/search.do?action=simple&searchType=Application,,5,Redevelopment of site to provide 5 houses,,,,,,,,2018-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/19,SHELAA - KW04,"Kings Worthy House & Kingsworthy Court, Court Road",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,,,,,yes,not permissioned,,,http://www.winchester.gov.uk/planning-policy/evidence-base/housing/shlaa-strategic-housing-land-availability-assessment,,31,,,,,,,,,2018-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/20,SHELAA - KW08,"The Grove, Hinton Fields",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,,,,,yes,not permissioned,,,http://www.winchester.gov.uk/planning-policy/evidence-base/housing/shlaa-strategic-housing-land-availability-assessment,,10,,,,,,,,,2018-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/21,SHELAA - WIN06,"Boat Club, Domum Road",http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,,,,,yes,not permissioned,,,http://www.winchester.gov.uk/planning-policy/evidence-base/housing/shlaa-strategic-housing-land-availability-assessment,,5,,,,,,,,,2018-12-01,2018-12-01
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/22,LPP2 - CC2,Clayfield Park,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,,,,,yes,not permissioned,,,http://www.winchester.gov.uk/planning-policy/local-plan-part-2-development-management-allocations/lpp2-adoption,,53,,,,,,,,,,
http://opendatacommunities.org/id/district-council/winchester,Winchester City Council,BLR18/23,LPP2 - WC1,Morgan?s Yard,http://winch.maps.arcgis.com/apps/webappviewer/index.html?id=4c4379c8d2c14f8c81033b4ffd1d4a3b,WGS84,,,,,yes,not permissioned,,,http://www.winchester.gov.uk/planning-policy/local-plan-part-2-development-management-allocations/lpp2-adoption,,100,,,,,,,,,,
