OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR003,,"""52-60 Poulton Road, Fleetwood""",https://wyre.maps.arcgis.com/home/webmap/viewer.html?webmap=4c83fbb760684f3a9985c3932e913fde,WSG84,333197,447736,0.05,Not owned by a public authority,Yes,Permissioned,Full planning permisison,20/04/2015,https://publicaccess.wyre.gov.uk/online-applications/,,9,Erection of six two bedroomed and three one bedroomed self-contained apartments with parking to the rear (resubmission of 13/00712/FULMAJ),,,,,,,,14/12/2017,
http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR004,,"""Land north and east of Bourne Road, Thornton.""",https://wyre.maps.arcgis.com/home/webmap/viewer.html?webmap=4c83fbb760684f3a9985c3932e913fde,WSG84,333983,444090,4.11,Not owned by a public authority,Yes,Permissioned,Full planning permisison,10/10/2012,https://publicaccess.wyre.gov.uk/online-applications/,,186,Residential development consisting of 186 dwellings. Technical commencement,,,,,,,,14/12/2017,30/10/2019
http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR005,,"""Royal Oak, 64 Breck Road, Poulton""",https://wyre.maps.arcgis.com/home/webmap/viewer.html?webmap=4c83fbb760684f3a9985c3932e913fde,WSG84,335072,439837,0.12,Not owned by a public authority,Yes,Permissioned,Full planning permisison,07/02/2019,https://publicaccess.wyre.gov.uk/online-applications/,,12,Retrospective application for the demolition of former Public House and the erection of a three storey and part two storey apartment block (12 apartments) including associated access/parking provision and a cycle store,,,,,,,,14/12/2017,30/10/2019
http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR006,,"""Preesall Service Station, Sandy Lane, Preesall""",https://wyre.maps.arcgis.com/home/webmap/viewer.html?webmap=4c83fbb760684f3a9985c3932e913fde,WSG84,336916,447746,0.12,Not owned by a public authority,Yes,Permissioned,Reserved mattres approval,22/01/2016,https://publicaccess.wyre.gov.uk/online-applications/,,6,"Reserved matters application for the appearance, landscaping and scale of six dwellings, following outline approval 11/00599/OUT",,,,,,,,14/12/2017,
http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR007,,"""Brimelows Garage, 54 Hardhorn Road, Poulton""",https://wyre.maps.arcgis.com/home/webmap/viewer.html?webmap=4c83fbb760684f3a9985c3932e913fde,WSG84,334796,439143,0.14,Not owned by a public authority,Yes,Permissioned,Reserved mattres approval,14/01/2016,https://publicaccess.wyre.gov.uk/online-applications/,,12,Reserved matters application for the appearance and landscaping of 7 town houses and 6 apartments following outline approval 11/00765/OUTMAJ. Technical commencement.,,,,,,,,14/12/2017,
http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR008,,"""Fairfield Nurseries, Puddle House Lane, Poulton""",https://wyre.maps.arcgis.com/home/webmap/viewer.html?webmap=4c83fbb760684f3a9985c3932e913fde,WSG84,335723,437531,1.18,Not owned by a public authority,Yes,Permissioned,Reserved mattres approval,27/09/2017,https://publicaccess.wyre.gov.uk/online-applications/,,9,Reserved matters application for the erection of nine detached dwellings (following outline approval 17/00410/OUTMAJ),,,,,,,,14/12/2017,
http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR011,,"""North of Garstang Road, Pilling""",https://wyre.maps.arcgis.com/home/webmap/viewer.html?webmap=4c83fbb760684f3a9985c3932e913fde,WSG84,342156,447586,1.69,Not owned by a public authority,Yes,Permissioned,Full planning permission,16/11/2018,https://publicaccess.wyre.gov.uk/online-applications/,,40,"Reserved matters application for the erection of 40 dwellings following planning permission 16/00317/OUTMAJ (reserved matters relating to appearance, landscaping, layout and scale)",,,,,,,,14/12/2017,30/10/2019
http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR012,,"""Throstles Nest, Whinney Brow Lane, Forton""",https://wyre.maps.arcgis.com/home/webmap/viewer.html?webmap=4c83fbb760684f3a9985c3932e913fde,WSG84,349260,451373,0.27,Not owned by a public authority,Yes,Permissioned,Full planning permisison,2018-09-28 & 2019-05-21,https://publicaccess.wyre.gov.uk/online-applications/,,3,Erection of two detached dwellings with associated access and landscaping (18/00589/FUL) &  Planning application for substitution of house type for plot 2 of planning consent 15/00122/FUL.,,,,,,,,14/12/2017,30/10/2019
http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR013,,"""Prospect Farm, Skippool Road, Thornton""",https://wyre.maps.arcgis.com/home/webmap/viewer.html?webmap=4c83fbb760684f3a9985c3932e913fde,WSG84,335282,440631,0.61,Not owned by a public authority,Yes,Permissioned,Full planning permisison,25/05/2016,https://publicaccess.wyre.gov.uk/online-applications/,,8,Erection of 9 dwellings with associated parking and landscaping (following demolition of existing agricultural buildings and farmhouse). Planning permission expires 25.5.19,,,,,,,,14/12/2017,30/10/2019
http://opendatacommunities.org/id/district-council/wyre,Wyre Council,BR014,,"""Rear The Steamer, Victoria Street, Fleetwood""",https://wyre.maps.arcgis.com/home/webmap/viewer.html?webmap=4c83fbb760684f3a9985c3932e913fde,WSG84,334025,448049,0.05,Not owned by a public authority,Yes,Permissioned,Full planning permisison,25/06/2016,https://publicaccess.wyre.gov.uk/online-applications/,,5,Erection of three 3 bed dwellings and two 1 bed flats. Planning permission expires 29.6.19,,,,,,,,14/12/2017,30/10/2019
