OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/fareham,Fareham Borough Council,37,,"""Sawmills Industrial Park, Wickham Road, Fareham""",https://www.fareham.gov.uk/downloads/BLR_Plans/Site Plan - 93.jpg,OSGB36,457739.2,109674.9,2.2,not owned by a public authority,yes,pending decision,full planning permission,,http://www.fareham.gov.uk/casetrackerplanning/ApplicationDetails.aspx?reference=P/17/0189/FP&uprn=100062408858,,72,"Demolition, Site Clearance And Remediation With The Erection Of 72 C3 Residential Dwellings And Associated Access, Parking, Ancillary Infrastructure And Landscaping Works",,,,,,http://www.fareham.gov.uk/casetrackerplanning/ApplicationDetails.aspx?reference=P/17/0189/FP&uprn=100062408858,Site is currently occupied by a series of industrial uses and is in single ownership. Grade II Listed building is located adjacent to the site. Site is within the Welborne boundary as shown in Local Plan Part 3: The Welborne Plan (June 2015).,2017-12-01,2020-23-10
http://opendatacommunities.org/id/district-council/fareham,Fareham Borough Council,93,,"""Hammond Industrial Park""",https://www.fareham.gov.uk/downloads/BLR_Plans/Site Plan - 37.jpg,OSGB36,455533.4052,102077.9541,0.6,not owned by a public authority,yes,not permissioned,,,,,36,,,,36,36,,https://www.fareham.gov.uk/planning/publicationplanevidence.aspx,Site is not recommended for retention in the Employment Land Review. Suitable site for residential development. Consideration of noise impact required due to proximity of airport runway.,2020-23-10,2020-23-10
http://opendatacommunities.org/id/district-council/fareham,Fareham Borough Council,203,,"""3-33 West Street, Portchester""",https://www.fareham.gov.uk/downloads/BLR_Plans/Site Plan - 203.jpg,OSGB36,461706,105594.3,0.25,not owned by a public authority,yes,pending decision,outline planning permission,,http://www.fareham.gov.uk/casetrackerplanning/ApplicationDetails.aspx?reference=P%2F19%2F1040%2FOA,,26,Additional 1 and 2 storeys on the existing building to provide 26 apartments,,,26,26,,https://www.fareham.gov.uk/planning/publicationplanevidence.aspx,Site is located in Portchester District Centre. Development proposed above existing retail and residential units.,2019-12-01,2020-23-10
http://opendatacommunities.org/id/district-council/fareham,Fareham Borough Council,211,,"""Fareham Station East, Fareham""",https://www.fareham.gov.uk/downloads/BLR_Plans/Site Plan - 211.jpg,OSGB36,457010.3,106304.1,1.58,mixed ownership,yes,not permissioned,,,,,120,,,,120,120,,https://www.fareham.gov.uk/planning/publicationplanevidence.aspx,"Site is identified as a Development Opportunity Area in the adopted Fareham Local Plan Part 2 (2015) and identified as a proposed Fareham Town Centre housing allocation in the Draft Local Plan (2017).  This identifies a capacity of 120 dwellings for the site. Immediate and surrounding uses include a public transport hub and interchange, low-key industrial service industries, fire station and some residential. Relocation of existing fire station or incorporation into a redevelopment would be required.",2017-12-01,2020-23-10
http://opendatacommunities.org/id/district-council/fareham,Fareham Borough Council,212,,"""Fareham Station West, Fareham""",https://www.fareham.gov.uk/downloads/BLR_Plans/Site Plan - 212.jpg,OSGB36,456892.6,106334.3,1.05,not owned by a public authority,yes,not permissioned,,,,,94,,,,94,94,,https://www.fareham.gov.uk/planning/publicationplanevidence.aspx,"Site is an adopted housing allocation in the adopted Fareham Local Plan Part 2 (2015) and identified as a proposed Fareham Town Centre housing allocation in the Draft Local Plan (2017).  This identifies a capacity of 94 dwellings for the site. Industrial and service industries, car garage and residential are located to the west and train station to the east. Area with TPOs is also located adjacent to the west. Indicative capacity of 30 dwellings and a care home or 75 dwellings is also identified for Fareham Station East in the Local Plan Part 2 Sites and Policies document (adopted June 2015).",2017-12-01,2020-23-10
http://opendatacommunities.org/id/district-council/fareham,Fareham Borough Council,1058,,"""Wynton Way, Fareham""",https://www.fareham.gov.uk/downloads/BLR_Plans/Site Plan - 1058.jpg,OSGB36,455298.3,107272.3,0.43,not owned by a public authority,yes,not permissioned,,,,,13,,,,13,13,,https://www.fareham.gov.uk/planning/publicationplanevidence.aspx,Site is an adopted housing allocation in the adopted Fareham Local Plan Part 2 (2015) and proposed for retention in Draft Local Plan (2017).  Constitutes a D Class use and a garage block.,2017-12-01,2020-23-10
http://opendatacommunities.org/id/district-council/fareham,Fareham Borough Council,1076,,"""335-357 Gosport Road, Fareham""",https://www.fareham.gov.uk/downloads/BLR_Plans/Site Plan - 1076.jpg,OSGB36,457766.4,104630.6,0.2,owned by a public authority,yes,not permissioned,,,,,8,,,,8,8,,https://www.fareham.gov.uk/planning/publicationplanevidence.aspx,Site is an adopted housing allocation in the adopted Fareham Local Plan Part 2 (2015) and proposed for retention in Draft Local Plan (2017).  Site is currently vacant and located adjacent to the Bus Rapid Transit (BRT) route along the former railway line. Site is owned by Hampshire County Council.,2017-12-01,2020-23-10
http://opendatacommunities.org/id/district-council/fareham,Fareham Borough Council,1203,,"""Swanwick Marina, Bridge Road""",https://www.fareham.gov.uk/downloads/BLR_Plans/Site Plan - 1203.jpg,OSGB36,449388.8,109469.5,4.66,not owned by a public authority,yes,permissioned,other,2015-07-03,http://www.fareham.gov.uk/casetrackerplanning/ApplicationDetails.aspx?reference=P/15/0424/VC&uprn=10012134300,,50,"Comprehensive Redevelopment Of Marina Comprising Retail, Bar, Restaurant, Offices, And Storage Revised Marina Layout & 49 Dwellings: Variation Of Planning Condition 2 Of P/07/0764/Fp - Minor Amendments To Block A Residential, To Create Additional Unit For Affordable Housing",,,50,50,,https://www.fareham.gov.uk/planning/publicationplanevidence.aspx,Permission remains extant due to groundworks commencement having initially been granted in 2008 (P/07/0764/FP). South eastern portion of the site is located adjacent to Swanwick Shore Conservation Area and Listed Buildings. Latest consent (P/15/0424/VC) relates to a variation of condition for an additional affordable dwelling increasing the proposed total to 50. Majority of site located in Flood Zone 3.,2017-12-01,2020-23-10
http://opendatacommunities.org/id/district-council/fareham,Fareham Borough Council,1325,,"""Crofton Conservatories, Fareham""",https://www.fareham.gov.uk/downloads/BLR_Plans/Site Plan - 1325.jpg,OSGB36,457212.4,106192.2,0.24,not owned by a public authority,yes,not permissioned,,,,,49,,,,49,49,,https://www.fareham.gov.uk/planning/publicationplanevidence.aspx,Site is an adopted housing allocation in the adopted Fareham Local Plan Part 2 (2015) and proposed for retention in the Draft Local Plan (2017).  This identifies a capacity of 49 dwellings for the site. Access is from Maytree Road. The site is currently under retail use.,2017-12-01,2020-23-10
http://opendatacommunities.org/id/district-council/fareham,Fareham Borough Council,1425,,"""Market Quay, Fareham""",https://www.fareham.gov.uk/downloads/BLR_Plans/Site Plan - 3040.jpg,OSGB36,458000.2,106093.3,1.48,owned by a public authority,yes,not permissioned,,,,,100,,,,100,100,,https://www.fareham.gov.uk/planning/publicationplanevidence.aspx,Site is identified as a Development Opportunity Area in the adopted Fareham Local Plan Part 2 (2015) and identified as a proposed Fareham Town Centre mixed use allocation in the Draft Local Plan (2017).  This identifies a capacity of 100 dwellings for the site (excluding potential hotel use on upper floors). A car park currently serves the commercial shopping and retail core forming the town centre. The A27 is located within proximity to the south.,2017-12-01,2020-23-10
