OrganisationURI,SiteReference,SiteNameAddress,GeoY,GeoX,SiteplanURL,Hectares,OwnershipStatus,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,Deliverable,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/geography/administration/nmd/E07000197,16/24628/FUL,"128 North Walls, Stafford",52.80696583,2.112707915,https://www.staffordbc.gov.uk/brownfield-land-register,0.02,not owned by a public authority,permissioned,full planning permission,2016-11-01,http://www.staffordbc.gov.uk/planning-public-access,yes,5.0,5.0,,Existing terraces (128-130 North Walls) converted into flats and bedsits (5 units) with new external access stair.,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000198,15/21611/POTH,"69-70 Foregate Street, Stafford",52.810854140000004,2.119790613,https://www.staffordbc.gov.uk/brownfield-land-register,0.13,not owned by a public authority,permissioned,full planning permission,2015-02-23,http://www.staffordbc.gov.uk/planning-public-access,yes,18.0,18.0,,Prior approval - change of use from offices to residential (18 apartments),2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000199,15/22735/REM,"Areva Fairway, Stafford",52.80168953,2.090782895,https://www.staffordbc.gov.uk/brownfield-land-register,7.52,not owned by a public authority,permissioned,reserved matters approval,2015-12-02,http://www.staffordbc.gov.uk/planning-public-access,yes,194.0,194.0,,"Approval of reserved matters for residential development consisting of 194 dwellings, public open space, access, parking and landscaping",2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000200,15/23140/FUL,"Land at Elms Business Centre Phase 2, Main Road, Great Haywood",52.80213062,2.006565661,https://www.staffordbc.gov.uk/brownfield-land-register,0.2,not owned by a public authority,permissioned,full planning permission,2016-08-24,http://www.staffordbc.gov.uk/planning-public-access,yes,6.0,6.0,,Demolish existing commercial units and change of use of existing 2 storey to create 2 two-bedroom units and build an additional attached block of 4 one-bedroom units and 4 two-bedroom units (total number 10 units),2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000201,18/28018/FUL,"Land at Elms Business Centre, Main Road, Great Haywood",52.80260184,2.006685442,https://www.staffordbc.gov.uk/brownfield-land-register,0.33,not owned by a public authority,permissioned,full planning permission,2015-03-31,http://www.staffordbc.gov.uk/planning-public-access,yes,10.0,10.0,,RESIDENTIAL DEVLEOPMENT (SIX UNITS) AT REAR OF ELMS BUSINESS CENTRE/ELMS LODGE/ELMS FARMHOUSE INCLUDING DEMOLITION OF ASBESTOS CLAD COMMERCIAL UNIT - RESUBMISSION OF 14/21329/FUL TO INCLUDE ACCESS ROUTE WITHIN RED EDGE,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000202,18/29526/OUT,"Land at Former Carers Centre, Austin Friars, Stafford",52.79989903,2.116553008,https://www.staffordbc.gov.uk/brownfield-land-register,0.08,not owned by a public authority,permissioned,outline planning permission,2015-10-27,http://www.staffordbc.gov.uk/planning-public-access,yes,8.0,8.0,,"Eight apartments, access, drying area, parking and associated works",2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000203,15/22060/FUL,"Land at George Street Press and Car Park, Fancy Walk, Stafford",52.81514658,2.120262594,https://www.staffordbc.gov.uk/brownfield-land-register,0.18,mixed ownership,Under Construction,full planning permission,2016-04-11,http://www.staffordbc.gov.uk/planning-public-access,yes,20.0,20.0,,Conversion of Mill building to create twenty two-bedroom apartments with associated car parking,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000204,15/23463/FUL,"Land at Silkmore Lane, Stafford",52.78931165,2.105828829,https://www.staffordbc.gov.uk/brownfield-land-register,0.5,mixed ownership,Under Construction,full planning permission,2016-05-25,http://www.staffordbc.gov.uk/planning-public-access,yes,76.0,76.0,,Residential Care Home (Use Class C2). 76 bedroom units with on-suite facilities.,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000205,15/21721/OUT,"Land at Yarnfield Park, Yarnfield",52.89445991,2.199390489,https://www.staffordbc.gov.uk/brownfield-land-register,2.85,not owned by a public authority,pending Decision,other,2015-06-11,http://www.staffordbc.gov.uk/planning-public-access,yes,45.0,45.0,,"The provision of dwellings and associated infrastructure, including parking provision and roads. Officer/committee resolution to permit subject to S106 agreement being signed.",2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000206,15/23103/FUL,"Land SCC Development Service Parcel 4, Riverway, Stafford",52.80528627,2.107114238,https://www.staffordbc.gov.uk/brownfield-land-register,0.18,owned by a public authority,Under Construction,full planning permission,2016-02-03,http://www.staffordbc.gov.uk/planning-public-access,yes,15.0,15.0,,Erection of three storey block of 15 supported living units with associated open space and car parking,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000207,17/27651/REM,"Whitebridge Lane, Stone, Staffordshire",52.91034529,2.159584703,https://www.staffordbc.gov.uk/brownfield-land-register,0.36,not owned by a public authority,Under Construction,full planning permission,2015-12-03,http://www.staffordbc.gov.uk/planning-public-access,yes,11.0,11.0,,Residential development,2017-11-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000208,16/23671/FUL,"St John’s Church, Stone",52.90571652,2.147283766,https://www.staffordbc.gov.uk/brownfield-land-register,0.16,not owned by a public authority,not permissioned,full planning permission,,http://www.staffordbc.gov.uk/planning-public-access,yes,9.0,9.0,,Conversion of Church and erection of rear two-storey extension (following demolition of existing single-storey extension) to provide five residential units and the erection of a 2.5 storey building fronting The Avenue to provide four apartments on the former Church car park,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000209,17/25523/OUT,"Truview, 12 Sandon Road, Stafford",52.81394886,2.118544265,https://www.staffordbc.gov.uk/brownfield-land-register,0.13,not owned by a public authority,not permissioned,outline planning permission,2017-08-22,http://www.staffordbc.gov.uk/planning-public-access,yes,11.0,11.0,,Construct up to 11 apartments (outline),2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000210,17/26358/FUL,"The Halsteads, Milwich",52.89192953,2.002333246,https://www.staffordbc.gov.uk/brownfield-land-register,0.89,not owned by a public authority,not permissioned,full planning permission,2017-10-03,http://www.staffordbc.gov.uk/planning-public-access,yes,0.0,0.0,,"Part-demolition of existing dwelling, construction of replacement dwelling, construction of detached carport and reorientation of residential curtilage",2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000211,17/26714/OUT,"Claremont Garage, Eccleshall",52.85794754,2.248900702,https://www.staffordbc.gov.uk/brownfield-land-register,0.42,not owned by a public authority,not permissioned,outline planning permission,2017-10-05,http://www.staffordbc.gov.uk/planning-public-access,yes,9.0,9.0,,"Outline application for residential development (including access, all other matters reserved)",2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000212,17/26235/OUT,"43 Eccleshall Road, Stafford",52.81535476,2.12383024,https://www.staffordbc.gov.uk/brownfield-land-register,0.05,not owned by a public authority,not permissioned,outline planning permission,2017-11-15,http://www.staffordbc.gov.uk/planning-public-access,yes,6.0,6.0,,Demolition of existing buildings; construct building to accommodate 7 apartments.,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000213,17/26105/OUT,"Salt Works Farm, Weston",52.83685437,2.037257801,https://www.staffordbc.gov.uk/brownfield-land-register,0.16,not owned by a public authority,not permissioned,outline planning permission,2017-11-21,http://www.staffordbc.gov.uk/planning-public-access,yes,5.0,5.0,,Proposed residential development of three two storey dwellings and two semi-detached dormer bungalows,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000214,17/27337/FUL,"158 Oulton Road, Stone",52.91092724,2.142513422,https://www.staffordbc.gov.uk/brownfield-land-register,0.17,not owned by a public authority,not permissioned,full planning permission,2018-01-12,http://www.staffordbc.gov.uk/planning-public-access,yes,5.0,5.0,,Conversion and alteration of existing dwelling to form five apartments and erection of new detached coach house to form one apartment.,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000215,18/27849/FUL,"Staffordshire Police Headquarters, Stafford",52.78990614,2.082207298,https://www.staffordbc.gov.uk/brownfield-land-register,5.07,not owned by a public authority,under construction,full planning permission,2018-06-20,http://www.staffordbc.gov.uk/planning-public-access,yes,141.0,141.0,,"Residential development of 141 dwellings, including balancing pond, play and open space and associated infrastructure.",2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000216,18/28212/POR,"Britannia House, 6-7 Eastgate Street, Stafford",52.807354,2.115114226,https://www.staffordbc.gov.uk/brownfield-land-register,0.005,not owned by a public authority,under construction,full planning permission,2018-03-16,http://www.staffordbc.gov.uk/planning-public-access,yes,23.0,23.0,,Notification for prior approval for proposed change of use from office B1(a) to dwellinghouse C3 (32 apartments),2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000217,,"Land at Bank Top Garage, Gnosall",,,https://www.staffordbc.gov.uk/brownfield-land-register,,,,,,,,,,,,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000218,,"Former Staffordshire University Campus, Beaconside",,,https://www.staffordbc.gov.uk/brownfield-land-register,,,,,,,,,,,,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000219,,"Land south of Brunswick Terrace, Stafford",,,https://www.staffordbc.gov.uk/brownfield-land-register,,,,,,,,,,,,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000220,,"Land south of Brunswick Terrace, Stafford",,,https://www.staffordbc.gov.uk/brownfield-land-register,,,,,,,,,,,,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000221,,Stafford Police Station,,,https://www.staffordbc.gov.uk/brownfield-land-register,,,,,,,,,,,,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000222,,"Stone Highways Depot, Stone",,,https://www.staffordbc.gov.uk/brownfield-land-register,,,,,,,,,,,,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000223,,Stone Police Station,,,https://www.staffordbc.gov.uk/brownfield-land-register,,,,,,,,,,,,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000224,17/25983/FUL,Land at Portal Road,52.8157658,2.097910157,https://www.staffordbc.gov.uk/brownfield-land-register,0.51,not owned by a public authority,Under Construction,full planning permission,2018-08-09,http://www.staffordbc.gov.uk/planning-public-access,yes,16.0,16.0,,Construction of 16 dwellings,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000225,18/27978/FUL,Land at Rear of Former Browse Antiques,52.81395894,2.117461194,https://www.staffordbc.gov.uk/brownfield-land-register,0.306572,not owned by a public authority,Under Construction,full planning permission,2018-09-10,http://www.staffordbc.gov.uk/planning-public-access,yes,23.0,23.0,,"Demolish buildings; erect 23 dwellings comprising 8 no 3 bedroom houses, 9 no 1 bedroom flats, 6 no 2 bedroom flats with associated car parking, landscaping and access roads",2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000226,18/28342/FUL,Chetwynd Centre,52.80289332,2.117030683,https://www.staffordbc.gov.uk/brownfield-land-register,0.9687,not owned by a public authority,permissioned,full planning permission,2018-10-18,http://www.staffordbc.gov.uk/planning-public-access,yes,32.0,32.0,,Proposed change of use of former school to residential use and to a performing arts centre with associated uses along with then new build houses in a terrace,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000227,18/28138/FUL,Land at Riverway,52.80556428,2.106461187,https://www.staffordbc.gov.uk/brownfield-land-register,0.67,not owned by a public authority,Under Construction,full planning permission,2018-11-01,http://www.staffordbc.gov.uk/planning-public-access,yes,80.0,80.0,,Erection of a 4 storey building comprising 80 residential apartments for occupants aged over 55 years old,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000228,18/28965/FUL,Stone Town Council Car Park,52.90222522,2.149992514,https://www.staffordbc.gov.uk/brownfield-land-register,0.3568,owned by a public authority,Under Construction,full planning permission,2019-01-21,http://www.staffordbc.gov.uk/planning-public-access,yes,1.0,1.0,,Public house and studio theatre including use of wharfingers cottage; outbuildings; parking; alterations,2019-10-15,2019-10-15,
http://opendatacommunities.org/id/geography/administration/nmd/E07000229,18/28418/FUL,National Westminster Bank,52.90338717,2.148153002,https://www.staffordbc.gov.uk/brownfield-land-register,0.1632,not owned by a public authority,permissioned,full planning permission,2018-07-30,http://www.staffordbc.gov.uk/planning-public-access,yes,6.0,6.0,,Change of use from a2 (bank) and school (d1) to mixed uses retail (a1) and residential (c3),2019-10-15,2019-10-15,
