OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SitePlanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,CAT 041,,"Maybrook House, 97 Godstone Road, Caterham, CR3 6RE",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,534328,155109,0.33,not owned by a public authority,yes,Permission granted,Full Planning,28/06/2018,2018/82,,20,Demolition of existing office building. Erection of 20 apartments including associated parking and landscaping,,,20,20,,http://www.cartogold.co.uk/tandridgelocalplan/,,23/10/2017,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,CAT 044,,"Land at Fern Towers, Harestone Hill, Caterham, CR3 6SL",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,534075,154929,0.18,owned by a public authority,yes,Not permissioned,,,No recent relevant history,,6,,,,6,6,,http://www.cartogold.co.uk/tandridgelocalplan/,,23/10/2017,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,CAT 079,,"Hallmark House, 2 Timber Hill Road, Caterham, CR3 6LD",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,534273,155426,0.0166,not owned by a public authority,yes,Not permissioned,,,No recent relevant history,,6,,,,6,6,,http://www.cartogold.co.uk/tandridgelocalplan/,,23/10/2017,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,CAT 081,,"Former Coulsdon Lodge, Coulsdon Road, Caterham, CR3 5NE",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,532766,155670,0.39,not owned by a public authority,yes,Not permissioned,,,No recent relevant history,,15,,,,15,15,,http://www.cartogold.co.uk/tandridgelocalplan/,,23/10/2017,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,GOD 021,,"William Way Builders Merchants, 38-42 High Street, Godstone, RH9 8LW",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,534983,151928,0.23,not owned by a public authority,yes,Permissioned,Full Planning,22/05/2018,2017/2545,,18,"Demolition of existing buildings. Erection of 18 dwellings comprising 8 houses and a block of 10 flats, formation of new access, parking and landscaping.",,,18,18,,http://www.cartogold.co.uk/tandridgelocalplan/,,23/10/2017,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,OXT 016,,"Oxted Gas Holder, Nursery Way, Station Road East, Oxted, RH8 0BE",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,539452,152770,0.91,not owned by a public authority,yes,Permissioned,Full Planning,02/07/2018,2018/729,,111,"Demolition of existing gasholder, erection of 111 residential apartments, together with the provision of enhances access route, landscaping and associated parking.",,,111,111,,http://www.cartogold.co.uk/tandridgelocalplan/,,23/10/2017,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,OXT 067,,"Council Depot, Warren Lane, Hurst Green, Oxted, RH8 9DB",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,540025,150278,1.21,owned by a public authority,yes,Not permissioned,,,No recent relevant history,,50,,,,50,50,,http://www.cartogold.co.uk/tandridgelocalplan/,,23/10/2017,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,SMA 015,,"Park Chesterfield, Chapel Road, Smallfield, RH6 9NW",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,531882,143298,0.54,not owned by a public authority,yes,Not permissioned,,,No recent relevant history,,15,,,,15,15,,http://www.cartogold.co.uk/tandridgelocalplan/,,23/10/2017,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,WAR 016,,"Amenity land at Edgeworth Close, Whyteleafe",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,534033,158282,0.16,owned by a public authority,yes,Not permissioned,,,No recent relevant history,,6,,,,6,6,,http://www.cartogold.co.uk/tandridgelocalplan/,,23/10/2017,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,2017/240,,"409 to 411 Croydon Road, Caterham CR3 6PP",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,534561,157084,0.09,not owned by a public authority,yes,Permissioned,Full Planning,29/11/2017,2017/240,no,10,Demolition of existing buildings. Erection of a three storey mixed use building to form part B1(a) at ground floor (office) and C3 at first and second and second floors ( 1 x 2b duplex and 4 x 2b flats),Erection of a three storey mixed use building to form part B1(a) at ground floor (office) and C3 at first and second and second floors ( 1 x 2b duplex and 4 x 2b flats),,10,10,,http://www.cartogold.co.uk/tandridgelocalplan/,,04/12/2018,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,2016/1353,,"Nantucket,Lake View,East Grinstead,Dormans Park h19 2l",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,540036,140326,0.87,not owned by a public authority,yes,Permissioned,Full Planning,15/03/2017,2016/1353,no,0,Erection of dwelling,,,0,0,,http://www.cartogold.co.uk/tandridgelocalplan/,,21/11/2019,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,2016/1098,,"Three Crofts & The Bakery, Eastbourne Road, Blindley Heath RH7 6LQ",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,536498,144862,0.5,not owned by a public authority,yes,Permissioned,Full Planning,31/08/2016,2016/1098,no,4,"Demolition of existing buildings, removal of hard standings and closure of existing access onto A22 . Erection of five dwellings with garaging / off-street parking, provision of refuse store, new landscaping and associated works.",,,4,4,,http://www.cartogold.co.uk/tandridgelocalplan/,,04/12/2018,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,2017/2076,,"7 Hornchurch Hill, Whyteleafe CR3 0DA",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,533756,158409,0.1,not owned by a public authority,yes,Permissioned,Full Planning,21/12/2017,2017/2076,no,7,"Demolition of existing dwelling house and associated garage. Erection of 8 apartments, with associated parking, cycle and bin stores as well as garden amenities.",,,7,7,,http://www.cartogold.co.uk/tandridgelocalplan/,,21/11/2019,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,2017/839,,"Vane Cottage, Ballards Lane, Limpsfield RH8 0SN",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,541474,152550,0.29,not owned by a public authority,yes,Permissioned,Full Planning,13/12/2017,2017/839,no,0,Demolition of existing two storey dwelling and detached garage. Erection of two storey dwelling with basement level and detached triple garage. (amended plans and description),,,0,0,,http://www.cartogold.co.uk/tandridgelocalplan/,,04/12/2018,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,2016/1789,,"Wayfares Rest, Moor Lane, Dormansland RH7 6NX",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,540803,143082,0.4,not owned by a public authority,yes,Permissioned,Full Planning,26/01/2017,2016/1789,no,1,Erection of detached dwelling with associated driveway and access.,b/a,,1,1,,http://www.cartogold.co.uk/tandridgelocalplan/,,04/12/2018,21/11/2019
http://opendatacommunities.org/id/district-council/tandridge,Tandridge District Council,2016/1639,,"Green Hedges, Westerham Road, Limpsfield RH8 0EE",https://www.tandridge.gov.uk/Planning-and-building/Planning-strategies-and-policies/Local-Plan-2033-emerging-planning-policies/Local-Plan-2033/Housing-and-Economic-Land-Availability-Assessment-HELAA-and-Brownfield-Register,OSGB36,540322,152772,0.26,not owned by a public authority,yes,Permissioned,Outline Planning,11/01/2018,2016/1639,no,10,"Demolition of existing dwelling. Erection 14 Sheltered Accommodation Units and associated external works. Details of access, appearance, layout and scale. (Outline) (Revised plans)",,,10,10,,http://www.cartogold.co.uk/tandridgelocalplan/,,04/12/2018,21/11/2019
