OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-3264,,93 Gordon Road  SE15 3RR,,OSGB3,534795.94,176202.45,0.01,unknown ownership,yes,permissioned,full planning permission,2016-10-07 00:00:00,,,3,"Demolition of existing temporary buildings occupied as offices and erection of a new mixed use building of
offices on the ground floor, 3no 2 bed x 4 person flats above and communal terrace amenity space on the roof","Demolition of existing temporary buildings occupied as offices and erection of a new mixed use building of
offices on the ground floor, 3no 2 bed x 4 person flats above and communal terrace amenity space on the roof",,0.0,0.0,,,,2017-12-20 00:00:00,2017-12-20 00:00:00
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-4085,,42 Harper Road  SE1 6AD,,OSGB3,532438.36,179196.16,0.02,unknown ownership,yes,permissioned,full planning permission,2017-02-24 00:00:00,,,9,"Demolition of existing vacant Public House ('The Royal Standard') (Use Class A4) and construction of a new 5-storey building comprising a ground-floor commercial unit (Use Classes A1, A2 or D1 (medical use only)) and 9no. flats on the upper floors (Use","Demolition of existing vacant Public House ('The Royal Standard') (Use Class A4) and construction of a new 5-storey building comprising a ground-floor commercial unit (Use Classes A1, A2 or D1 (medical use only)) and 9no. flats on the upper floors (Use",,0.0,0.0,,,,2017-12-20 00:00:00,2017-12-20 00:00:00
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-3784,,Rear Of 2 And 3 Calverts Building 52 Borough High Street  SE1 1XN,,OSGB3,532546.05,180083.04,0.04,unknown ownership,yes,permissioned,full planning permission,2017-03-02 00:00:00,,,5,Construction of 5 x residential units (1 townhouse and 4 apartments) and 111sqm of office space. associated hard landscaping and cycle parking.,Construction of 5 x residential units (1 townhouse and 4 apartments) and 111sqm of office space. associated hard landscaping and cycle parking.,,0.0,0.0,,,,2017-12-20 00:00:00,2017-12-20 00:00:00
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-1883,,80 Peckham High Street  SE15 5ED,,OSGB3,534185.09,176719.23,0.0,unknown ownership,yes,permissioned,full planning permission,2015-07-09 00:00:00,,,2,"Erection of mixed use development comprising ground floor Class A1 retail space and 2 x self contained flats
above.","Erection of mixed use development comprising ground floor Class A1 retail space and 2 x self contained flats
above.",,0.0,0.0,,,,2017-12-20 00:00:00,2017-12-20 00:00:00
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-2864,,91-93 Queens Road  SE15 2EZ,,OSGB3,534791.0,176800.61,0.04,unknown ownership,yes,permissioned,full planning permission,2017-01-26 00:00:00,,,10,"Demolition of existing building and erection of 5 storey mixed use scheme comprising of 200 sqm commercial space at ground floor level and 10 self contained dwellings (6 x 1 bed, 3 x 2 bed and 1 x 3 bed) on upper floors","Demolition of existing building and erection of 5 storey mixed use scheme comprising of 200 sqm commercial space at ground floor level and 10 self contained dwellings (6 x 1 bed, 3 x 2 bed and 1 x 3 bed) on upper floors",,0.0,0.0,,,,2017-12-20 00:00:00,2017-12-20 00:00:00
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,12-AP-4126,,Decathlon And What Surrey Quays Road  SE16 2XU,,OSGB3,535708.44,179443.22,3.66,unknown ownership,yes,permissioned,outline planning permission,2013-12-20 00:00:00,,,1030,"Outline planning permission for the demolition of existing buildings on the site (the ""Decathlon"" and ""What"" Retail Stores) and the erection of 5 buildings (C1-C4 and E1) ranging from 5 to 40 storeys (150.86m AOD) comprising a maximum overall floors","Outline planning permission for the demolition of existing buildings on the site (the ""Decathlon"" and ""What"" Retail Stores) and the erection of 5 buildings (C1-C4 and E1) ranging from 5 to 40 storeys (150.86m AOD) comprising a maximum overall floors",,0.0,0.0,,,,2017-12-20 00:00:00,2017-12-20 00:00:00
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-2436,,179 Ilderton Road  SE16 3LA,,OSGB3,535249.75,178043.01,0.05,unknown ownership,yes,permissioned,full planning permission,2016-09-19 00:00:00,,,9,"Redevelopment of existing site to provide 2 x business units, 9 x residential flats, cycle spaces, motorcycle parking, car parking, bin spaces and ancillary works.","Redevelopment of existing site to provide 2 x business units, 9 x residential flats, cycle spaces, motorcycle parking, car parking, bin spaces and ancillary works.",,0.0,0.0,,,,2017-12-20 00:00:00,2017-12-20 00:00:00
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-5094,,4-7 Sudrey Street  SE1 1PF,,OSGB3,532131.81,179761.69,0.02,unknown ownership,yes,permissioned,full planning permission,2016-07-21 00:00:00,,,6,"Demolition of the single storey office/storage building and erection of a four storey building with a lower ground floor level comprising a commercial unit at lower ground floor level, 1 x 2 bed unit at upper ground floor level, 1 x 1 bed unit and 1 x 2","Demolition of the single storey office/storage building and erection of a four storey building with a lower ground floor level comprising a commercial unit at lower ground floor level, 1 x 2 bed unit at upper ground floor level, 1 x 1 bed unit and 1 x 2",,0.0,0.0,,,,2017-12-20 00:00:00,2017-12-20 00:00:00
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,15-AP-3024,,Former Lesoco Campus Ufford Street  SE1 8LE,,OSGB3,531546.59,179912.62,0.4,unknown ownership,yes,permissioned,full planning permission,2017-03-28 00:00:00,,,60,"Demolition of existing college buildings and redevelopment of the site to provide 60 residential units (1 studio, 18x1 bed, 29x2 bed, 8x3 bed and 4x4) in two blocks - being a part single to part five (plus basement) storey block, and a part four to part","Demolition of existing college buildings and redevelopment of the site to provide 60 residential units (1 studio, 18x1 bed, 29x2 bed, 8x3 bed and 4x4) in two blocks - being a part single to part five (plus basement) storey block, and a part four to part",,0.0,0.0,,,,2017-12-20 00:00:00,2017-12-20 00:00:00
http://opendatacommunities.org/id/london-borough-council/southwark,Southwark Council,16-AP-1089,,6 Peckham Park Road  SE15 6TW,,OSGB3,534427.94,177790.26,0.02,unknown ownership,yes,permissioned,full planning permission,2016-06-10 00:00:00,,,2,"Erection of a two storey side and rear extension including an additional mansard floor set back from the existing parapet line to provide an extended retail unit to match the existing shop parade, 1No. Studio flat, 2No. 1 bedroom apartments and 1No. 2 b","Erection of a two storey side and rear extension including an additional mansard floor set back from the existing parapet line to provide an extended retail unit to match the existing shop parade, 1No. Studio flat, 2No. 1 bedroom apartments and 1No. 2 b",,0.0,0.0,,,,2017-12-20 00:00:00,2017-12-20 00:00:00
