OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/district-council/south-cambridgeshire,South Cambridgeshire District Council,17SC0004a,17SC0004,"""Former Bayer Cropscience Site,Cambridge Road, Hauxton, Cambridge, Cambridgeshire, CB22 5HT""",https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0004a,WGS84,52.15117,0.093579357,7.24,unknown ownership,Yes,permissioned,reserved matters approval,13/11/2014,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/1911/14/RM,,201,"""Phase 1 (201 dwellings)""",,,,,,,"Approved 14/11/2014 | ""March 2018: 116 dwellings completed. 33 dwellings under construction, 52 dwellings where no construction had started"" | ""Allocated as Policy H/2 in the South Cambridgeshire Adopted Local Plan (September 2018)""",31/12/2017,31/12/2017
http://opendatacommunities.org/id/district-council/south-cambridgeshire,South Cambridgeshire District Council,17SC0005,,"""17-19, Bandon Road,Girton, Cambridgeshire, CB3 OLU""",https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0005,WGS84,52.226015,0.088664806,0.34,unknown ownership,Yes,permissioned,full planning permission,12/07/2016,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0849/16/FL,,2,"""Demolition of 19 Bandon Road and erection of three dwellings, garaging with residential annexe above and associated works""",,,,,,,Approved 12/07/2016 | Lapse date 11/07/2019,31/12/2017,31/12/2017
http://opendatacommunities.org/id/district-council/south-cambridgeshire,South Cambridgeshire District Council,17SC0006,,"""Former CEMEX Cement Works, Barrington Cement Plant, Haslingfield Road, Barrington, Cambridge, Cambridgeshire, CB22 7RQ""",https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0006,WGS84,52.129764,0.04414113,31.63,unknown ownership,Yes,pending decision,outline planning permission,27/10/2016,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/2365/14/OL,,220,"""Outline application for the demolition of all existing buildings and structures, and redevelopment to provide up to 220 residential units, formal and informal open space including allotments, car parking for Barrington Primary School, new pedestrian and cycle links to Barrington village and Foxton Station, and associated works - details of vehicular site access arrangements are submitted for approval, with all other matters (layout, scale, appearance and landscaping) reserved for future approval.""","""Outline application for the demolition of all existing buildings and structures, and redevelopment to provide up to 220 residential units, formal and informal open space including allotments, car parking for Barrington Primary School, new pedestrian and cycle links to Barrington village and Foxton Station, and associated works - details of vehicular site access arrangements are submitted for approval, with all other matters (layout, scale, appearance and landscaping) reserved for future approval.""",,,,,,"Approved 27/10/2016 | ""Planning Status: resolution to grant planning permission - planning committee in June 2015 gave officers delegated powers to approve the application subject to the prior completion of a s106 agreement""",31/12/2017,31/12/2017
http://opendatacommunities.org/id/district-council/south-cambridgeshire,South Cambridgeshire District Council,17SC0008a,17SC0008,"""Ida Darwin Hospital, Fulbourn Old Drift, FULBOURN, CB21 5EE""",https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0008a,WGS84,52.18615,0.20067096,13.38,unknown ownership,Yes,pending decision,outline planning permission,28/02/2017,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0670/17/OL,,203,"""Outline planning application for up to 203 dwellings including affordable housing and land for community provision with access and associated works, open space and landscaping, following the demolition of existing buildings on site""","""Outline planning application for up to 203 dwellings including affordable housing and land for community provision with access and associated works, open space and landscaping, following the demolition of existing buildings on site""",,,,,,"""Outline planning application for up to 203 dwellings including affordable housing and land for community provision with access and associated works, open space and landscaping, following the demolition of existing buildings on site"" | ""Has Resolution to Grant subject to Section 106"" | ""Allocated as Policy H/3 in the South Cambridgeshire Adopted Local Plan (September 2018)""",31/12/2017,31/12/2017
http://opendatacommunities.org/id/district-council/south-cambridgeshire,South Cambridgeshire District Council,17SC0009b,17SC0009,"""Northstowe, Longstanton Road, Cambridgeshire""",https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0009b,WGS84,52.272411,0.06324507,176.5,owned by a public authority,Yes,not permissioned,other,19/07/2007,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018/,,3500,"""Ownership Status: partly public ownership | Planning History: Northstowe Joint Development Control
Committee in July 2012 endorsed (with some revisions) the site wide masterplan (Development Framework
Document) as a material consideration for all subsequent planning applications. | Outline planning
permission granted in April 2014 for phase 1 comprising up to 1,500 dwellings, a primary school, a mixed-use
local centre, leisure, community, residential institutions, cultural, health, and employment provision
including a household recycling centre, recreational space and landscaped areas, and infrastructure works. |
Northstowe Joint Development Control Committee in June 2015 resolved to grant outline planning
permission for phase 2 (up to 3,500 dwellings, a secondary school, two primary schools, a town centre and
sports hub), subject to the prior completion of a s106 agreement. The conditions and s106 agreement were
agreed by the Joint Northstowe Development Control Committee in July 2015.""","""Ownership Status: partly public ownership | Planning History: Northstowe Joint Development Control
Committee in July 2012 endorsed (with some revisions) the site wide masterplan (Development Framework
Document) as a material consideration for all subsequent planning applications. | Outline planning
permission granted in April 2014 for phase 1 comprising up to 1,500 dwellings, a primary school, a mixed-use
local centre, leisure, community, residential institutions, cultural, health, and employment provision
including a household recycling centre, recreational space and landscaped areas, and infrastructure works. |
Northstowe Joint Development Control Committee in June 2015 resolved to grant outline planning
permission for phase 2 (up to 3,500 dwellings, a secondary school, two primary schools, a town centre and
sports hub), subject to the prior completion of a s106 agreement. The conditions and s106 agreement were
agreed by the Joint Northstowe Development Control Committee in July 2015.""",,,,,,"Phase 3 and later phases of Northstowe Major Development Site, Brownfield element | Estimate of capasity is on Phase 3a.",31/12/2017,31/12/2017
http://opendatacommunities.org/id/district-council/south-cambridgeshire,South Cambridgeshire District Council,17SC0009a,17SC0009,"""Land to the East of B1050 and Longstanton, West of the Cambridgeshire Guided Busway (CGB) and North of Oakington""",https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0009a,WGS84,52.281724,0.063897617,63.3,unknown ownership,Yes,permissioned,outline planning permission,08/01/2017,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/2011/14/OL,,3500,"""Development of Phase 2 of Northstowe with details of appearance, landscaping, layout, scale and access reserved (save for the matters submitted in respect of the Southern Access Road (West)) comprising: 1), construction haul route, engineering and infrastructure works; and 2) construction of a highway link (Southern Access Road (West)) between the proposed new town of Northstowe and the B1050, improvements to the B1050, and associated landscaping and drainage""","""Development of Phase 2 of Northstowe with details of appearance, landscaping, layout, scale and access reserved (save for the matters submitted in respect of the Southern Access Road (West)) comprising: 1), construction haul route, engineering and infrastructure works; and 2) construction of a highway link (Southern Access Road (West)) between the proposed new town of Northstowe and the B1050, improvements to the B1050, and associated landscaping and drainage""",,,,,,"Phase 2 of Northstowe Major Development Site, Brownfield element.",31/12/2017,31/12/2017
http://opendatacommunities.org/id/district-council/south-cambridgeshire,South Cambridgeshire District Council,17SC0010,,"""27, Cambridge Road, Little Abington, Cambridgeshire, CB21 6BL""",https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0010,WGS84,52.122875,0.23404468,0.48,unknown ownership,Yes,permissioned,full planning permission,01/06/2016,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0261/16/FL,,2,"""Erection of a replacement passivhaus and two new passivhaus dwellings, following the demolition of the existing dwelling house""",,,,,,,Approved 01/06/2016 | Lapse date 31/05/2019,31/12/2017,31/12/2017
http://opendatacommunities.org/id/district-council/south-cambridgeshire,South Cambridgeshire District Council,17SC0011,,"""1, Horseheath Road, Linton, Cambridge, Cambridgeshire, CB21 4LU""",https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0011,WGS84,52.097775,0.2871631,0.29,unknown ownership,Yes,permissioned,outline planning permission,30/11/2016,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0623/16/OL,,6,"""Outline planning permission for demolition of the existing dwelling and erection of 7 dwellings all matters reserved except access""",,,,,,,Approved 30/11/2016 | Lapses 2 years from the date of Approval of the last Reserved Matters to be approved,31/12/2017,31/12/2017
http://opendatacommunities.org/id/district-council/south-cambridgeshire,South Cambridgeshire District Council,17SC0013,,"""15, Comberton Road, Barton, Cambridge, Cambridgeshire, CB23 7BA""",https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0013,WGS84,52.183769,0.050903237,0.27,unknown ownership,Yes,permissioned,outline planning permission,15/02/2016,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/0844/15/OL,,2,"""Outline Application - Demolition of existing house and construction of three dwellings with access (all other matters are to be reserved including apperance, landscaping, layout and scale)""",,,,,,,Approved 15/02/2016 | Lapses 2 years from the date of Approval of the last Reserved Matters to be approved,31/12/2017,31/12/2017
http://opendatacommunities.org/id/district-council/south-cambridgeshire,South Cambridgeshire District Council,17SC0014,,"""L Abri, Teversham Road, Fulbourn, Cambridge, Cambridgeshire, CB21 5EB""",https://gismaps.scambs.gov.uk/connect/analyst/mobile/#/main?mapcfg=BrownFieldRegister_New&queryTable=/NamedTables/SCDC_Brownfieldregister&queryColumn=Site_Reference&queryValues=17SC0014,WGS84,52.188798,0.20672702,0.47,unknown ownership,Yes,permissioned,full planning permission,21/09/2016,http://plan.scambs.gov.uk/swiftlg/apas/run/WPHAPPDETAIL.DisplayUrl?theApnID=S/1055/16/FL,,0,"""Demolition of existing dwelling and attached accommodation and erection of replacement dwelling""",,,,,,,Approved 21/09/2016 | Lapse date 20/09/2019,31/12/2017,31/12/2017
