entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-13,local-authority-eng:RIC,RBR/17/0001,Pouparts Yard And Land Rear Of 84A Hampton Road Twickenham,https://maps.london.gov.uk/brownfield-site-register,yes,,51.441506,-0.347001,0.03,9,9,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
2017-12-13,local-authority-eng:RIC,RBR/17/0002,"St Paul's School, Lonsdale Road, Barnes",https://maps.london.gov.uk/brownfield-site-register,yes,,51.488064,-0.237921,17.98,46,46,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
2017-12-13,local-authority-eng:RIC,RBR/17/0003,9-23 Third Cross Road Twickenham TW2 5DY,https://maps.london.gov.uk/brownfield-site-register,yes,,51.442234,-0.346298,0.07,8,8,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
2017-12-13,local-authority-eng:RIC,RBR/17/0004,Richmond Brewery Stores 18 Petersham Road Richmond TW10 6UW,https://maps.london.gov.uk/brownfield-site-register,yes,,51.455881,-0.30327,0.06,7,7,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
2017-12-13,local-authority-eng:RIC,RBR/17/0005,644 Hanworth Road Whitton Hounslow TW4 5NP,https://maps.london.gov.uk/brownfield-site-register,yes,,51.450575,-0.378191,0.11,7,7,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
2017-12-13,local-authority-eng:RIC,RBR/17/0006,84 Whitton Road Twickenham TW1 1BS,https://maps.london.gov.uk/brownfield-site-register,yes,,51.452894,-0.334528,0.03,9,9,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
2017-12-13,local-authority-eng:RIC,RBR/17/0007,Becketts Wharf And Osbourne House Becketts Place Hampton Wick,https://maps.london.gov.uk/brownfield-site-register,yes,,51.413429,-0.309589,0.2,11,11,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
2017-12-13,local-authority-eng:RIC,RBR/17/0008,Twickenham Railway Station London Road Twickenham,https://maps.london.gov.uk/brownfield-site-register,yes,,51.450526,-0.329289,1.18,115,115,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
2017-12-13,local-authority-eng:RIC,RBR/17/0009,37 Grosvenor Road Twickenham TW1 4AD,https://maps.london.gov.uk/brownfield-site-register,yes,,51.447961,-0.330361,0.01,7,7,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
2017-12-13,local-authority-eng:RIC,RBR/17/0010,Ashton House 120 High Street Hampton Hill Hampton TW12 1NS,https://maps.london.gov.uk/brownfield-site-register,yes,,51.429123,-0.353935,0.01,6,6,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
2017-12-13,local-authority-eng:RIC,RBR/17/0011,Lockcorp House 75 Norcutt Road Twickenham TW2 6SR,https://maps.london.gov.uk/brownfield-site-register,yes,,51.447689,-0.341654,0.02,9,9,2017-12-13,,1138436747ffa57619eefc8532fcdcaa8f9090dab0b4f0c46623246ccaf47cdc
