entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource
2017-11-22,local-authority-eng:SHO,BLR/SPA/001,"Former Network Rail Depot, Kings Road, Spalding",https://www.sholland.gov.uk/media/7520/Former-Network-Rail-Depot-Kings-Road-Spalding/pdf/Former_Network_Rail_Depot__Kings_Road__Spalding.pdf,yes,not owned by a public authority,permissioned,reserved matters approval,,52.791491,-0.153864,1.29,42,42,2017-11-22,,. Residential development - erection of 42 dwellings. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0486-16&from=planningSearch,b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc
2017-11-22,local-authority-eng:SHO,BLR/SPA/002,"15-21 and land to rear Winsover Road, Spalding",https://www.sholland.gov.uk/media/7531/15-21-and-land-to-the-rear-Winsover-Road-Spalding/pdf/15-21_and_land_to_the_rear_Winsover_Road__Spalding.pdf,yes,not owned by a public authority,permissioned,full planning permission,,52.7867,-0.156246,0.18,27,27,2017-11-22,,16 dwellings under construction. Demolition of 15-21 Winsover Road and buildings to rear and erect 27 dwellings and replacement shops. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-1004-09&from=planningSearch,b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc
2017-11-22,local-authority-eng:SHO,BLR/SPA/003,"30 Westlode Street, Spalding",https://www.sholland.gov.uk/media/7530/30-Westlode-Street-Spalding/pdf/30_Westlode_Street__Spalding.pdf,yes,not owned by a public authority,permissioned,full planning permission,,52.789406,-0.148168,0.06,7,7,2017-11-22,,"""6 dwellings completed, 1 not started"". Demolition of storage building and replace with 6 residential flats and conversion of first floor flat into two self contained flats with associated works. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0532-15&from=planningSearch",b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc
2017-11-22,local-authority-eng:SHO,BLR/SPA/004,"5b and 5c Sheep Market, Spalding",https://www.sholland.gov.uk/media/7532/5b-and-5c-Sheep-Market-Spalding/pdf/5b_and_5c_Sheep_Market__Spalding.pdf,yes,not owned by a public authority,permissioned,full planning permission,,52.787056,-0.153147,0.1,6,6,2017-11-22,,. Conversion of existing first floor into 6 no. self-contained residential flats. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0150-16&from=planningSearch,b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc
2017-11-22,local-authority-eng:SHO,BLR/SPA/005,"Land immediately adjact to Spalding Library, Victoria Street, Spalding",https://www.sholland.gov.uk/media/7517/Land-immediately-adjacent-to-Spalding-Library-Victoria-Street-Spalding/pdf/Land_immediately_adjacent_to_Spalding_Library__Victoria_Street__Spalding.pdf,yes,not owned by a public authority,permissioned,full planning permission,,52.787091,-0.154791,0.14,6,6,2017-11-22,,"""A new planning application (H16-0601-17) is currently under consideration for the erection of 7 apartments, including part demolition of existing brick building. This application is due to be determined by 21/12/17."". Demoliton of dilapidated building and erection of 6 No. 1 bed apartments. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0146-16&from=planningSearch",b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc
2017-11-22,local-authority-eng:SHO,BLR/SPA/006,"The Robin Hood Inn, 1 Bourne Road, Spalding",https://www.sholland.gov.uk/media/7496/The-Robin-Hood-Inn-1-Bourne-Road-Spalding/pdf/The_Robin_Hood_Inn__1_Bourne_Road__Spalding.pdf,yes,not owned by a public authority,permissioned,full planning permission,,52.784219,-0.167888,0.03,6,6,2017-11-22,,. Conversion of Public House into 6 self-contained flats. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0172-16&from=planningSearch,b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc
2017-11-22,local-authority-eng:SHO,BLR/SPA/007,"Banbury Close, Spalding",https://www.sholland.gov.uk/media/7527/Banbury-Close-Spalding/pdf/Banbury_Close__Spalding.pdf,yes,not owned by a public authority,permissioned,full planning permission,,52.795519,-0.148101,0.35,10,10,2017-11-22,,. Residential development of 10 dwellings with associated parking and garages on former builders yard. http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-1163-15&from=planningSearch,b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc
2017-11-22,local-authority-eng:SHO,BLR/SPA/008,"EMG Hyundai, 2 St Johns Road, Spalding",https://www.sholland.gov.uk/media/7524/EMG-Hyundai-2-St-Johns-Road-Spalding/pdf/EMG_Hyundai__2_St_Johns_Road__Spalding.pdf,yes,not owned by a public authority,permissioned,full planning permission,,52.784726,-0.161698,1.06,48,48,2017-11-22,,"22 dwellings under construction. ""Demolition of existing properties and erection of 48 residential dwellings with associated access, hard landscaping, soft landscaping and parking"". http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-1083-16&from=planningSearch",b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc
2017-11-22,local-authority-eng:SHO,BLR/SPA/009,"Land off Willow Walk (Former Laws Yard), Spalding",https://www.sholland.gov.uk/media/7514/Land-off-Willow-Walk-Former-Laws-Yard-Spalding/pdf/Land_off_Willow_Walk__Former_Laws_Yard__Spalding.pdf,yes,not owned by a public authority,pending decision,,,52.790378,-0.143589,0.52,16,21,2017-11-22,,"""Resolution to grant full planning permission for the development of 22 dwellings, subject to the applicant entering into a s106 agreement. SHLAA ref no: Stp005"". http://planning.sholland.gov.uk/OcellaWeb/planningDetails?reference=H16-0283-17&from=planningSearch",b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc
2017-11-22,local-authority-eng:SHO,BLR/SPA/010,"Land to the east of Spalding Road, Pinchbeck",https://www.sholland.gov.uk/media/7512/Land-to-the-east-of-Spalding-Road-Pinchbeck/pdf/Land_to_the_east_of_Spalding_Road__Pinchbeck.pdf,,not owned by a public authority,not permissioned,,,52.805238,-0.153326,0.37,11,15,2017-11-22,,"""The South East Lincolnshire Strategic Housing Land Availability Assessment (SHLAA) (April 2017) indicates that there is a need to improve the water and foul sewerage network but that this should not impact upon the site's deliverability. SHLAA ref no: Pin025. The site is a proposed housing allocation in the South East Lincolnshire Local Plan (2011-2036): Publication Version (March 2017)."". http://www.southeastlincslocalplan.org/wp-content/uploads/2017/03/Spalding-map-and-report.pdf",b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc
