entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-05-21,local-authority-eng:CMD,LBCBLR069,Englands Lane Residence England's Lane London NW3 4XQ,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,yes,,51.547232,-0.160638,0.24,,,2017-12-22,,8c8e11636895827afed2bd458ef0c234a09498a3d36f45e60a91f8726d0dfe66
2018-05-21,local-authority-eng:CMD,LBCBLR072,Arthur Stanley House 40 Tottenham Street London W1T 4RN,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,yes,,51.519977,-0.137312,0.11,,,2017-12-22,,8c8e11636895827afed2bd458ef0c234a09498a3d36f45e60a91f8726d0dfe66
2018-05-21,local-authority-eng:CMD,LBCBLR063,"Land bounded by Grafton Terrace, Maitland Park Villas and Maitland Park, containing Existing TRA Hall and Garages, and Land adjacent to Maitland Park Villas containing existing Aspen House, gymnasium and garages",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,yes,,51.54895,-0.156577,0.97,,,2017-12-22,,8c8e11636895827afed2bd458ef0c234a09498a3d36f45e60a91f8726d0dfe66
2018-05-21,local-authority-eng:CMD,LBCBLR033,Raglan House 1 Raglan Street London NW5 3DB,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,yes,,51.547845,-0.14209,0.04,,,2017-12-22,,8c8e11636895827afed2bd458ef0c234a09498a3d36f45e60a91f8726d0dfe66
2018-05-21,local-authority-eng:CMD,LBCBLR008,"4 St Pancras Way, St Pancras Hospital",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,,,51.536412,-0.131579,2.13,,,2017-12-22,,8c8e11636895827afed2bd458ef0c234a09498a3d36f45e60a91f8726d0dfe66
2018-05-21,local-authority-eng:CMD,LBCBLR018,"202-212 Regents Park Road, (Round House Carpark) Chalk Farm Road",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,,,51.543419,-0.152783,0.33,,,2017-12-22,,8c8e11636895827afed2bd458ef0c234a09498a3d36f45e60a91f8726d0dfe66
2018-05-21,local-authority-eng:CMD,LBCBLR031,10 Gate Street London WC2,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,yes,,51.517275,-0.119016,0.01,,,2017-12-22,,8c8e11636895827afed2bd458ef0c234a09498a3d36f45e60a91f8726d0dfe66
2018-05-21,local-authority-eng:CMD,LBCBLR048,101 Bayham Street London NW1 0AG,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,yes,,51.538105,-0.140805,0.11,,,2017-12-22,,8c8e11636895827afed2bd458ef0c234a09498a3d36f45e60a91f8726d0dfe66
2018-05-21,local-authority-eng:CMD,LBCBLR067,"Land at Kiln Place (Blocks 1-64 65-80 81-96 97-104 105-116 117-164, entrance ways into 81-96, land between 81-96 and 117-164, land between Kiln Place and Meru Close, land to east of Kiln Place and playground between blocks 65-80 and 81-96) London",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,yes,,51.55398,-0.150275,0.29,,,2017-12-22,,8c8e11636895827afed2bd458ef0c234a09498a3d36f45e60a91f8726d0dfe66
2018-05-21,local-authority-eng:CMD,LBCBLR094,317 Finchley Road London NW3 6EP,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,yes,,51.5501,-0.183174,0.03,,,2017-12-22,,8c8e11636895827afed2bd458ef0c234a09498a3d36f45e60a91f8726d0dfe66
