entry-date,organisation,site,site-address,site-plan-url,deliverable,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-18,local-authority-eng:TRF,1503,"Stretford Memorial Hospital, 226 Seymour Grove, Stretford, M16 0DU",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.452801/-2.2743858,yes,,53.452801,-2.274386,0.75,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1530,"Former Mosedales Brickworks, 4 Ends Lane, Flixton",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.439729/-2.3914204,yes,,53.439729,-2.39142,0.7,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1552,"Higher Road Depot and Adjoining site, Urmston",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.448698/-2.3482591,yes,,53.448698,-2.348259,0.58,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1568,"Wharf Road, Altrincham",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.398237/-2.3510651,yes,,53.398237,-2.351065,0.22,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1582,"Regent Road/New Street, Altrincham",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.385217/-2.3528071,yes,,53.385217,-2.352807,0.42,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1585,"Oakfield Road/Balmoral Road, Altrincham",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.386796/-2.3444757,yes,,53.386796,-2.344476,0.85,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1586,"Mayors Road/Manors Road, Altrincham",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.385679/-2.3453236,yes,,53.385679,-2.345324,0.35,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1607,"Former Bakemark UK, Skerton Road, Old Trafford",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/17/53.459982/-2.2784684,yes,,53.459982,-2.278468,2.51,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1608,"Former Boat Yard, Edge Lane, Stretford",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.446518/-2.3042168,yes,,53.446518,-2.304217,0.21,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1623,"289 Hale Road, Halebarns",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.372356/-2.316824,yes,,53.372356,-2.316824,0.87,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1639,"Former Red Brook Public House, Oak Road, Partington",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.411336/-2.4349221,yes,,53.411336,-2.434922,0.3,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2018-11-21,local-authority-eng:TRF,1688,"Fomer Royal Canal Works, South of Edge Lane, Stretford, M32 8",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.443501/-2.3062879,yes,,53.443501,-2.306288,0.76,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2018-11-21,local-authority-eng:TRF,1696,"Land at Oakfield Road (Altair) Moss Lane, Altrincham",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.387159/-2.3465835,yes,,53.387159,-2.346584,2.5,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1974,"39 Talbot Road, Old Trafford",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.460976/-2.2800865,yes,,53.460976,-2.280086,0.47,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,1988,"Land at Talbot Road, Stretford",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/17/53.451898/-2.2987139,yes,,53.451898,-2.298714,2.91,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2082,"Trafalgar House, Manchester Road, Altrincham",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.396995/-2.351882,yes,,53.396995,-2.351882,0.54,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2084,"Mansion House, Manchester Road, Altrincham",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.397737/-2.3531363,yes,,53.397737,-2.353136,0.43,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2086,"Britannia Road, Industrial Estate, Sale",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.428117/-2.315207,yes,,53.428117,-2.315207,0.86,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2144,"Clarendon House, Stamford New Road, Altrincham, WA14 1BY",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.387566/-2.3485715,yes,,53.387566,-2.348571,0.11,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2018-11-21,local-authority-eng:TRF,2187,"Bollin Private Hotel, 58 Manchester Road, Altrincham, WA14 4PJ",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.394801/-2.3518338,yes,,53.394801,-2.351834,0.04,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2230,"476-480, Stretford Road, Old Trafford, M16 9AD",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.464907/-2.2633476,yes,,53.464907,-2.263348,0.07,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2234,"Petrol Station and adj land at 499 Chester Road, Stretford",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.463632/-2.2707202,yes,,53.463632,-2.27072,0.23,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2252,"Lynnfield House, Milton House, Church Street, Altrincham, WA14 4DZ",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.39216/-2.351391,yes,,53.39216,-2.351391,0.9,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2293,"The Dome, Grafton House, Stamford New Road, Altrincham, WA14 1DQ",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.38604/-2.3509947,yes,,53.38604,-2.350995,0.2,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2303,"101-105 George Street, Altrincham, WA14 1RN",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.386355/-2.3508019,yes,,53.386355,-2.350802,0.03,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2364,"Ashley House, Ashley Road, Altrincham, WA14 2DW",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.383473/-2.3526724,yes,,53.383473,-2.352672,0.01,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
2017-12-18,local-authority-eng:TRF,2369,"Trafford Magistrates' Court, Ashton Lane, Sale, M33 7NR",https://mappinggm.org.uk/gmodin/?lyrs=brownfield_2018_gm#os_maps_light/18/53.42631/-2.3252766,yes,,53.42631,-2.325277,1.03,,,2017-12-18,,76c25c1c6cdb4d44f817a79558d4eb2301169c204aafa431df7f18168e7605bb
