entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-11-10,local-authority-eng:HAR,1,The Angle,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/1-The%20Angle_0.pdf,yes,not owned by a public authority,permissioned,full planning permission,,51.770382,0.088259,0.33,,,2017-11-10,,b2ce62623485dcdeb9156a6d21ca16756c087a417aa1e6a0b2d7c0fafa8e6ab7
2017-11-10,local-authority-eng:HAR,9,Princess Alexandra Hospital (Including Parndon Hall),http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/9%20-%20Princess%20Alexandra%20Hospital%20%28Including%20Parndon%20Hall%29.pdf,,owned by a public authority,not permissioned,,,51.77154,0.085327,14,650,700,2017-11-10,,b2ce62623485dcdeb9156a6d21ca16756c087a417aa1e6a0b2d7c0fafa8e6ab7
2017-11-10,local-authority-eng:HAR,14,Purford Green School,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/14%20-%20Purford%20Green%20School.pdf,,owned by a public authority,not permissioned,,,51.759728,0.118315,0.96,30,30,2017-11-10,,b2ce62623485dcdeb9156a6d21ca16756c087a417aa1e6a0b2d7c0fafa8e6ab7
2017-11-13,local-authority-eng:HAR,23,Former Scout Hut Elderfield,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/23%20-%20Former%20Scout%20Hut%20Elderfield.pdf,,owned by a public authority,not permissioned,,,51.78212,0.140589,0.21,6,6,2017-11-13,,b2ce62623485dcdeb9156a6d21ca16756c087a417aa1e6a0b2d7c0fafa8e6ab7
2017-11-13,local-authority-eng:HAR,27,Manor Hatch,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/27%20-%20Manor%20Hatch.pdf,,owned by a public authority,not permissioned,,,51.760968,0.121329,0.22,7,7,2017-11-13,,b2ce62623485dcdeb9156a6d21ca16756c087a417aa1e6a0b2d7c0fafa8e6ab7
2017-11-10,local-authority-eng:HAR,36,Garage blocks adjacent to Nicholls Tower,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/36%20-%20Garage%20blocks%20adjacent%20to%20Nicholls%20Tower.pdf,,owned by a public authority,not permissioned,,,51.764021,0.121095,0.34,11,11,2017-11-10,,b2ce62623485dcdeb9156a6d21ca16756c087a417aa1e6a0b2d7c0fafa8e6ab7
2017-11-20,local-authority-eng:HAR,38,Elm Hatch,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/38%20-%20Elm%20Hatch.pdf,,owned by a public authority,not permissioned,,,51.763538,0.108957,0.19,,,2017-11-20,,b2ce62623485dcdeb9156a6d21ca16756c087a417aa1e6a0b2d7c0fafa8e6ab7
2017-11-10,local-authority-eng:HAR,39,Stewards Farm,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/39%20-%20Stewards%20Farm.pdf,,owned by a public authority,not permissioned,,,51.749374,0.10298,0.5,10,10,2017-11-10,,b2ce62623485dcdeb9156a6d21ca16756c087a417aa1e6a0b2d7c0fafa8e6ab7
2017-11-10,local-authority-eng:HAR,44,Kingsmoor House and gardens,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/44%20-%20Kingsmoor%20House%20and%20gardens.pdf,yes,owned by a public authority,permissioned,full planning permission,,51.749708,0.082727,1.11,,,2017-11-10,,b2ce62623485dcdeb9156a6d21ca16756c087a417aa1e6a0b2d7c0fafa8e6ab7
2017-11-10,local-authority-eng:HAR,45,Pollard Hatch plus garages and adjacent land,http://www.harlow.gov.uk/sites/harlow-cms/files/files/documents/files/45%20-%20Pollard%20Hatch%20plus%20garages%20and%20adjacent%20land.pdf,yes,owned by a public authority,not permissioned,,,51.755395,0.079468,0.44,20,20,2017-11-10,,b2ce62623485dcdeb9156a6d21ca16756c087a417aa1e6a0b2d7c0fafa8e6ab7
