entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-12-31,local-authority-eng:NUN,BF001,"Land at Donnithorne Avenue, Nuneaton",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,yes,owned by a public authority,not permissioned,,,52.508489,-1.464048,0.48,,,2017-12-31,,6bc4962317340f4866b2c1d66e0ed940a0af54e57975cc5ca7ea3bbaf9516fd8
2018-12-31,local-authority-eng:NUN,BF002,"Stockingford Sports and Social Club and Bungalow, Arbury Road, Nuneaton",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,yes,not owned by a public authority,not permissioned,,,52.522432,-1.498986,0.68,,,2017-12-31,,6bc4962317340f4866b2c1d66e0ed940a0af54e57975cc5ca7ea3bbaf9516fd8
2018-12-31,local-authority-eng:NUN,BF003,"King Edward Road, Nuneaton",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,yes,not owned by a public authority,not permissioned,,,52.522008,-1.459787,0.45,,,2017-12-31,,6bc4962317340f4866b2c1d66e0ed940a0af54e57975cc5ca7ea3bbaf9516fd8
2018-12-31,local-authority-eng:NUN,BF004,"Rear of 68 King Edward Road, Nuneaton",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,yes,not owned by a public authority,not permissioned,,,52.521947,-1.46023,0.28,,,2017-12-31,,6bc4962317340f4866b2c1d66e0ed940a0af54e57975cc5ca7ea3bbaf9516fd8
2018-12-31,local-authority-eng:NUN,BF005,"Pine Tree Road, Bedworth",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,yes,owned by a public authority,not permissioned,,,52.485491,-1.463812,0.22,,,2017-12-31,,6bc4962317340f4866b2c1d66e0ed940a0af54e57975cc5ca7ea3bbaf9516fd8
2018-12-31,local-authority-eng:NUN,BF006,"Rear of 25-39 Whitburn Road, Bedworth",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,yes,owned by a public authority,not permissioned,,,52.47559,-1.510781,0.24,,,2017-12-31,,6bc4962317340f4866b2c1d66e0ed940a0af54e57975cc5ca7ea3bbaf9516fd8
2018-12-31,local-authority-eng:NUN,BF007,"New Inn Public House, Bulkington",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,yes,not owned by a public authority,permissioned,full planning permission,,52.47647,-1.417353,0.31,,,2017-12-31,,6bc4962317340f4866b2c1d66e0ed940a0af54e57975cc5ca7ea3bbaf9516fd8
2018-12-31,local-authority-eng:NUN,BF008,"Rear of Park Road flats, Bedworth",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,yes,owned by a public authority,not permissioned,,,52.479453,-1.476534,0.18,,,2017-12-31,,6bc4962317340f4866b2c1d66e0ed940a0af54e57975cc5ca7ea3bbaf9516fd8
2018-12-31,local-authority-eng:NUN,BF009,"Charity Docks, Land rear of Furnace Road/Beechwood Road, Bedworth",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,yes,owned by a public authority,not permissioned,,,52.487543,-1.464406,2.16,,,2017-12-31,,6bc4962317340f4866b2c1d66e0ed940a0af54e57975cc5ca7ea3bbaf9516fd8
2018-12-31,local-authority-eng:NUN,BF010,"St Marys Road Council Depot, St Marys Road, Nuneaton",https://www.nuneatonandbedworth.gov.uk/downloads/file/2200/brownfield_register_-_individual_site_maps_2017,yes,owned by a public authority,permissioned,full planning permission,,52.528308,-1.469173,2.34,,,2017-12-31,,6bc4962317340f4866b2c1d66e0ed940a0af54e57975cc5ca7ea3bbaf9516fd8
