entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2018-12-05,local-authority-eng:STE,61440,"Meir Health Centre, Saracen Way, Meir, Stoke-on-Trent, ST3 7DS",https://webmaplayers.stoke.gov.uk/webmaplayers8/Map.aspx?MapName=SHLAA,yes,not owned by a public authority,permissioned,outline planning permission,,52.977014,-2.103714,0.22,,,2017-12-31,,652e2cd8d2bcd59541c71dbece4d6630f62b34625b907055254f560619dba11d
2018-12-05,local-authority-eng:STE,61264,"Former St Dominic's School, Hartshill Road, Stoke-on-Trent, ST4, 7LY",https://webmaplayers.stoke.gov.uk/webmaplayers8/Map.aspx?MapName=SHLAA,yes,not owned by a public authority,permissioned,full planning permission,,53.008972,-2.194718,0.13,,,2018-12-05,,652e2cd8d2bcd59541c71dbece4d6630f62b34625b907055254f560619dba11d
2018-12-05,local-authority-eng:STE,61735,"56 Edensor Road, Longton, Stoke On Trent, ST3 2QE",https://webmaplayers.stoke.gov.uk/webmaplayers8/Map.aspx?MapName=SHLAA,yes,not owned by a public authority,permissioned,full planning permission,,52.985507,-2.13938,0.06,,,2017-12-31,,652e2cd8d2bcd59541c71dbece4d6630f62b34625b907055254f560619dba11d
2018-12-05,local-authority-eng:STE,60886,"Former Methodist Church, Sandon Old Road, Meir, Stoke On Trent, ST3 7AB",https://webmaplayers.stoke.gov.uk/webmaplayers8/Map.aspx?MapName=SHLAA,yes,not owned by a public authority,permissioned,full planning permission,,52.969706,-2.106532,0.14,,,2017-12-31,,652e2cd8d2bcd59541c71dbece4d6630f62b34625b907055254f560619dba11d
2018-12-05,local-authority-eng:STE,60951,"Shelton Pool, Simon Place, Shelton, Stoke on Trent, ST4 2DD and adjacent Shelton Day Centre, Cemetery Road, Shelton, Stoke on Trent, ST4 2DL",https://webmaplayers.stoke.gov.uk/webmaplayers8/Map.aspx?MapName=SHLAA,yes,not owned by a public authority,permissioned,full planning permission,,53.014678,-2.185609,0.94,,,2017-12-31,,652e2cd8d2bcd59541c71dbece4d6630f62b34625b907055254f560619dba11d
2018-12-05,local-authority-eng:STE,59587,"Former Queens Hotel, 489 Etruria Road, Hanley, Stoke-on-Trent. ST4 6JJ",https://webmaplayers.stoke.gov.uk/webmaplayers8/Map.aspx?MapName=SHLAA,yes,not owned by a public authority,permissioned,full planning permission,,53.017369,-2.206238,0.31,,,2017-12-31,,652e2cd8d2bcd59541c71dbece4d6630f62b34625b907055254f560619dba11d
2018-12-05,local-authority-eng:STE,0310,"Land at, junction of Newport Lane and Furlong Lane, Burslem, Stoke-on-Trent",https://webmaplayers.stoke.gov.uk/webmaplayers8/Map.aspx?MapName=SHLAA,yes,not owned by a public authority,not permissioned,,,53.042096,-2.205129,1.86,,,2017-12-31,,652e2cd8d2bcd59541c71dbece4d6630f62b34625b907055254f560619dba11d
2018-12-05,local-authority-eng:STE,0304,"Land at, Furlong Road, Tunstall, Stoke-on-Trent",https://webmaplayers.stoke.gov.uk/webmaplayers8/Map.aspx?MapName=SHLAA,,not owned by a public authority,not permissioned,,,53.06409,-2.203868,0.91,,,2017-12-31,,652e2cd8d2bcd59541c71dbece4d6630f62b34625b907055254f560619dba11d
2018-12-05,local-authority-eng:STE,55794,"Former Tunstall Health Centre, Dunning Street, Tunstall, Stoke On, Trent, ST6 5AP",https://webmaplayers.stoke.gov.uk/webmaplayers8/Map.aspx?MapName=SHLAA,yes,not owned by a public authority,permissioned,outline planning permission,,53.060112,-2.212454,0.47,,,2017-12-31,,652e2cd8d2bcd59541c71dbece4d6630f62b34625b907055254f560619dba11d
2018-12-05,local-authority-eng:STE,60994,"Queen Elizabeth II Court, Temple Street, Fenton, Stoke-on-Trent",https://webmaplayers.stoke.gov.uk/webmaplayers8/Map.aspx?MapName=SHLAA,yes,,permissioned,full planning permission,,52.998973,-2.167793,0.53,,,2018-12-05,,652e2cd8d2bcd59541c71dbece4d6630f62b34625b907055254f560619dba11d
