entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
,local-authority-eng:LIV,,"440 ALLERTON ROAD, L18",,,,permissioned,,,53.372354,-2.892624,0.101365,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,LIVERPOOL WATERS-NORTHERN DOCKS,,,,permissioned,,,53.424044,-3.002699,15.049742,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,147 BRECK ROAD,,,,permissioned,,,53.424742,-2.953954,0.008225,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,HOLLY COTTAGE AND LAND OF WOOD LANE,,,,permissioned,,,53.381415,-2.829977,0.608753,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,DORSET COURT. MADEIRA DRIVE L25.,,,,permissioned,,,53.394594,-2.861822,0.519459,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,CATS WHISKERS P.H. HARTSBOURNE AVENUE L25,,,,permissioned,,,53.391074,-2.865534,0.160509,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,WAREHOUSES ON PALL MALL (NORTH) & LAND TO REAR,,,,permissioned,,,53.414319,-2.993432,1.190775,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,KING EDWARD TRIANGLE,,,,permissioned,,,53.411192,-2.998006,2.339496,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,JAMAICA STRRET AND LAND BETWEEN NORFOLK STREET AND BRICK STREET,,,,permissioned,,,53.396259,-2.979777,0.483236,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,PRINCES DOCK AREA,,,,permissioned,,,53.409074,-2.999217,11.400157,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,LAND AT JUNCTION OF ISLINGTON / ASHTON PLACE / GILDART STREET,,,,permissioned,,,53.411318,-2.971628,0.521847,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,ERSKINE STREET / MANFRED STREET / PROSPECT STREET,,,,permissioned,,,53.411506,-2.963349,0.485342,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,"STRAND HOUSE, 21 STRAND STREET",,,,permissioned,,,53.403744,-2.99088,0.383448,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
,local-authority-eng:LIV,,BUILDING AT COCKSPUR ST WEST/ PALL MALL / PRUSSIA ST / HIGHFIELD STREET,,,,permissioned,,,53.410958,-2.990844,0.3053,,,,,9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c
