entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-11-30,local-authority-eng:WSM,14/06963/FULL,33 Horseferry RoadLondonSW1P 2AA,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=14/06963/FULL,,,permissioned,full planning permission,,51.494672,-0.130208,0.35,0,0,2017-11-30,,4949844d97e7364fe37aecedd8c948a431aa74cbabd7bfd9d6918f221f7cc5db
2017-11-30,local-authority-eng:WSM,14/06375/FULL,Mermaid House43A Acacia RoadLondonNW8 6AP,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=14/06375/FULL,,,permissioned,full planning permission,,51.536811,-0.170995,0.37,0,0,2017-11-30,,4949844d97e7364fe37aecedd8c948a431aa74cbabd7bfd9d6918f221f7cc5db
2017-11-30,local-authority-eng:WSM,14/11129/FULL,First Chicago House90 Long AcreLondonWC2E 9RA,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=14/11129/FULL,,,permissioned,full planning permission,,51.51424,-0.123423,0.55,0,0,2017-11-30,,4949844d97e7364fe37aecedd8c948a431aa74cbabd7bfd9d6918f221f7cc5db
2017-11-30,local-authority-eng:WSM,15/07008/FULL,11 Belgrave RoadLondonSW1V 1TS,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=15/07008/FULL,,,permissioned,full planning permission,,51.492556,-0.142198,0.27,0,0,2017-11-30,,4949844d97e7364fe37aecedd8c948a431aa74cbabd7bfd9d6918f221f7cc5db
2017-11-30,local-authority-eng:WSM,15/11007/FULL,"Dev Site At 221-235 Lanark Rd, Land To North Of 235 Lanark Rd And Land At Scottish TowersMaida ValeLondonW9",https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=15/11007/FULL,,,permissioned,full planning permission,,51.532119,-0.18763,0.19,0,0,2017-11-30,,4949844d97e7364fe37aecedd8c948a431aa74cbabd7bfd9d6918f221f7cc5db
2017-11-30,local-authority-eng:WSM,15/10072/FULL,Whiteleys CentreQueenswayLondonW2 4YH,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=15/10072/FULL,,,permissioned,full planning permission,,51.514542,-0.188721,1.56,0,0,2017-11-30,,4949844d97e7364fe37aecedd8c948a431aa74cbabd7bfd9d6918f221f7cc5db
2017-11-30,local-authority-eng:WSM,14/10496/FULL,Broadway Complex55 BroadwayLondonSW1H 0AZ,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=14/10496/FULL,,,permissioned,full planning permission,,51.499356,-0.133374,0.62,0,0,2017-11-30,,4949844d97e7364fe37aecedd8c948a431aa74cbabd7bfd9d6918f221f7cc5db
2017-11-30,local-authority-eng:WSM,15/01827/FULL,70-73 PiccadillyLondonW1J 8HP,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=15/01827/FULL,,,permissioned,full planning permission,,51.507524,-0.141689,0.02,0,0,2017-11-30,,4949844d97e7364fe37aecedd8c948a431aa74cbabd7bfd9d6918f221f7cc5db
2017-11-30,local-authority-eng:WSM,15/07092/FULL,1-23 Shaftesbury AvenueLondonW1D 7EA,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=15/07092/FULL,,,permissioned,full planning permission,,51.510514,-0.134448,0.08,0,0,2017-11-30,,4949844d97e7364fe37aecedd8c948a431aa74cbabd7bfd9d6918f221f7cc5db
2017-11-30,local-authority-eng:WSM,15/07756/FULL,Development Site At Millbank Complex25 MillbankLondonSW1P 4QP,https://lbhf.maps.arcgis.com/apps/View/index.html?appid=d0d51e7d013a4d1a953ecc1cff697d24&site=15/07756/FULL,,,permissioned,full planning permission,,51.492527,-0.126143,1.25,0,0,2017-11-30,,4949844d97e7364fe37aecedd8c948a431aa74cbabd7bfd9d6918f221f7cc5db
