entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2017-12-04,local-authority-eng:ERY,127,Land South of Wilson Street Anlaby with Anlaby Common,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,permissioned,full planning permission,,53.745454,-0.434049,0.32,,,2016-07-12,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,129,Land At St Catherines Cottage And Jesfield Main Street Barmby Moor,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,permissioned,full planning permission,,53.931332,-0.821252,0.27,,,2016-07-12,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,130,Land East of Glebe Gardens Beeford,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,permissioned,outline planning permission,,53.972804,-0.278492,0.79,,,2016-07-12,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,191,"Ringley Farm, 79 High Street Bempton",http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,permissioned,outline planning permission,,54.13166,-0.182897,0.16,,,2017-12-04,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,91,Longcroft Lower School Church Road Beverley,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,owned by a public authority,not permissioned,,,53.851319,-0.453076,2.27,,,2016-07-12,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,131,Beverley College Gallows Lane Beverley,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,permissioned,reserved matters approval,,53.847676,-0.445788,2.73,,,2016-07-12,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,90,Land South of Holme Church Lane Beverley,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,not permissioned,,,53.840996,-0.410796,0.52,,,2016-07-12,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,59,South of Lord Roberts Road Beverley,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,owned by a public authority,not permissioned,,,53.840112,-0.427489,1,,,2016-07-12,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,192,Land at Chantry Lane Junction Beverley,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,pending decision,,,53.841253,-0.421797,0.11,,,2017-12-04,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,193,"Keldgate Manor, Keldgate Beverley",http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,permissioned,full planning permission,,53.837642,-0.427174,0.53,,,2017-12-04,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,65,Land at Burlington Centre/Priory View Bridlington,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,owned by a public authority,not permissioned,,,54.095993,-0.204625,1.56,,,2016-07-12,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,136,25 Pinfold Street Bridlington,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,permissioned,outline planning permission,,54.095505,-0.204142,0.2395,,,2016-07-12,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,194,45 Scarborough Road Bridlington,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,permissioned,full planning permission,,54.094237,-0.207719,0.28,,,2017-12-04,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,137,The Londesborough Hotel West Street Bridlington Bridlington,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,permissioned,full planning permission,,54.080659,-0.196196,0.07,,,2016-07-12,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
2017-12-04,local-authority-eng:ERY,195,42 New Burlington Road Bridlington,http://www2.eastriding.gov.uk/environment/planning-and-building-control/east-riding-local-plan/housing-monitoring/#latest-shlaa-online,yes,not owned by a public authority,permissioned,full planning permission,,54.082022,-0.198473,0.01,,,2017-12-04,,d4a7936681636d97326ba063c841e1d0321d6cde37d329a699c06a5c1757e2ce
