entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,resource
2019-12-04,local-authority-eng:WYE,AS/3,Service Station Chester Road South,,yes,not owned by a public authority,permissioned,outline planning permission,,52.380518,-2.239693,0.41,10,15,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2017-12-31,local-authority-eng:WYE,AS/6,Lea Street School Lea Street,,yes,owned by a public authority,not permissioned,,,52.387165,-2.23826,0.47,24,,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2017-12-31,local-authority-eng:WYE,AS/7,Former Polish Club St.Georges Terrace,,yes,not owned by a public authority,permissioned,full planning permission,,52.386663,-2.241989,0.11,8,,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2017-12-31,local-authority-eng:WYE,AS/8,Adjacent 78 Cherry Orchard,,yes,not owned by a public authority,permissioned,full planning permission,,52.385613,-2.240838,0.06,5,7,2017-12-31,2019-09-01,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2018-12-31,local-authority-eng:WYE,AS/9,"Railway Corner, Stanklyn Lane",,yes,not owned by a public authority,not permissioned,,,52.361502,-2.233795,0.22,6,10,2018-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2017-12-31,local-authority-eng:WYE,BHS/7,93-94 New Road,,yes,not owned by a public authority,permissioned,outline planning permission,,52.384978,-2.248122,0.06,8,,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2017-12-31,local-authority-eng:WYE,BHS/8,site of British Heart Foundation Market Street,,yes,not owned by a public authority,not permissioned,,,52.385761,-2.247773,0.05,10,,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2017-12-31,local-authority-eng:WYE,BHS/10,Frank Stone Building Green Street,,yes,not owned by a public authority,not permissioned,,,52.383399,-2.246467,0.32,16,,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2019-12-04,local-authority-eng:WYE,BHS/15,37 Park Lane,,yes,not owned by a public authority,permissioned,full planning permission,,52.384863,-2.251309,0.05,7,7,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2017-12-31,local-authority-eng:WYE,BHS/16,Timber Yard Park Lane,,yes,mixed ownership,not permissioned,,,52.386496,-2.252964,2.1,55,,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2017-12-31,local-authority-eng:WYE,BHS/17,Rock Works Park Lane,,yes,mixed ownership,not permissioned,,,52.387645,-2.253838,0.36,20,,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2019-12-04,local-authority-eng:WYE,BHS/27/28,17-26 Vicar Street,,yes,not owned by a public authority,not permissioned,,,52.387493,-2.249267,0.2,16,16,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2017-12-31,local-authority-eng:WYE,BHS/31,Woodfield House Bewdley Road,,yes,not owned by a public authority,permissioned,full planning permission,,52.387137,-2.259771,0.31,9,,2017-12-31,,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
2017-12-31,local-authority-eng:WYE,BHS/33,Land at Mill Street,,yes,not owned by a public authority,permissioned,full planning permission,,52.389018,-2.254786,0.02,5,5,2017-12-31,2019-02-01,9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10
